TABLE WeatherFileData_S901G,,,,,,,
ZipCode,County,State,CliZn,EnergyPriceID,WthrStationNum,;,WthrFileEPW
78013,Kendall County,TX,3A,4,722576,;,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.epw
78014,La Salle County,TX,2B,3,722526,;,USA_TX_Cotulla.AP.722526_TMY3.epw
78015,Bexar County,TX,2A,2,722530,;,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw
78016,Medina County,TX,2B,3,722533,;,USA_TX_Hondo.Muni.AP.722533_TMY3.epw
78017,Frio County,TX,2B,3,722526,;,USA_TX_Cotulla.AP.722526_TMY3.epw
78019,Webb County,TX,2B,3,722526,;,USA_TX_Cotulla.AP.722526_TMY3.epw
78021,La Salle County,TX,2B,3,722526,;,USA_TX_Cotulla.AP.722526_TMY3.epw
78022,Live Oak County,TX,2A,2,722517,;,USA_TX_Alice.Intl.AP.722517_TMY3.epw
78023,Bexar County,TX,2A,2,722530,;,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw
78024,Kerr County,TX,3B,6,722576,;,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.epw
78025,Kerr County,TX,3B,6,722533,;,USA_TX_Hondo.Muni.AP.722533_TMY3.epw
78026,Atascosa County,TX,2A,2,722523,;,USA_TX_San.Antonio-Stinson.AP.722523_TMY3.epw
78027,Kendall County,TX,3A,4,722530,;,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw
78028,Kerr County,TX,3B,6,722576,;,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.epw
78029,Kerr County,TX,3B,6,722533,;,USA_TX_Hondo.Muni.AP.722533_TMY3.epw
78039,Medina County,TX,2B,3,722535,;,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3.epw
78040,Webb County,TX,2B,3,722520,;,USA_TX_Laredo.Intl.AP.722520_TMY3.epw
78041,Webb County,TX,2B,3,722520,;,USA_TX_Laredo.Intl.AP.722520_TMY3.epw
78043,Webb County,TX,2B,3,722520,;,USA_TX_Laredo.Intl.AP.722520_TMY3.epw
78044,Webb County,TX,2B,3,722520,;,USA_TX_Laredo.Intl.AP.722520_TMY3.epw
81240,Fremont County,CO,5B,12,724645,;,USA_CO_Trinidad-Las.Animas.County.AP.724645_TMY3.epw
81241,Gunnison County,CO,7,15,724677,;,USA_CO_Gunnison.County.AWOS.724677_TMY3.epw
81242,Chaffee County,CO,6B,14,724677,;,USA_CO_Gunnison.County.AWOS.724677_TMY3.epw
81243,Gunnison County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81244,Fremont County,CO,5B,12,724660,;,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw
81248,Gunnison County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81251,Lake County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81252,Custer County,CO,6B,14,724677,;,USA_CO_Gunnison.County.AWOS.724677_TMY3.epw
81253,Custer County,CO,6B,14,724660,;,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw
81301,La Plata County,CO,5B,12,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81303,La Plata County,CO,5B,12,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81320,Dolores County,CO,6B,14,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81321,Montezuma County,CO,5B,12,724767,;,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3.epw
81323,Dolores County,CO,6B,14,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81324,Dolores County,CO,6B,14,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81325,San Miguel County,CO,6B,14,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81326,La Plata County,CO,5B,12,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81327,Montezuma County,CO,5B,12,724767,;,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3.epw
81328,Montezuma County,CO,5B,12,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81330,Montezuma County,CO,5B,12,724767,;,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3.epw
81331,Montezuma County,CO,5B,12,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81332,Dolores County,CO,6B,14,724625,;,USA_CO_Durango-La.Plata.County.AP.724625_TMY3.epw
81334,Montezuma County,CO,5B,12,724767,;,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3.epw
81335,Montezuma County,CO,5B,12,724767,;,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3.epw
81401,Montrose County,CO,5B,12,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81403,Montrose County,CO,5B,12,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81410,Delta County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81411,Montrose County,CO,5B,12,724767,;,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3.epw
81413,Delta County,CO,5B,12,725700,;,USA_CO_Craig.Moffat.AP.725700_TMY3.epw
81415,Montrose County,CO,5B,12,725700,;,USA_CO_Craig.Moffat.AP.725700_TMY3.epw
81416,Delta County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81418,Delta County,CO,5B,12,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81419,Delta County,CO,5B,12,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81422,Montrose County,CO,5B,12,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81423,San Miguel County,CO,6B,14,724860,;,USA_NV_Ely-Yelland.Field.724860_TMY3.epw
81424,Montrose County,CO,5B,12,725715,;,USA_CO_Hayden-Yampa.AWOS.725715_TMY3.epw
81425,Montrose County,CO,5B,12,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81426,San Miguel County,CO,6B,14,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81427,Ouray County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81428,Delta County,CO,5B,12,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81429,Montrose County,CO,5B,12,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81430,San Miguel County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81431,San Miguel County,CO,6B,14,724765,;,USA_CO_Montrose.County.AP.724765_TMY3.epw
81432,Ouray County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81433,San Juan County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81434,Gunnison County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81435,San Miguel County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81501,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81503,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81504,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81505,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81506,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81507,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81520,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81521,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81522,Mesa County,CO,5B,12,724695,;,USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3.epw
81523,Mesa County,CO,5B,12,725700,;,USA_CO_Craig.Moffat.AP.725700_TMY3.epw
81524,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81525,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81526,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81527,Mesa County,CO,5B,12,724760,;,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw
81601,Garfield County,CO,5B,12,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81610,Moffat County,CO,6B,14,725744,;,USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw
81611,Pitkin County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81612,Pitkin County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81615,Pitkin County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81620,Eagle County,CO,6B,14,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81621,Eagle County,CO,6B,14,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81623,Pitkin County,CO,7,15,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81624,Mesa County,CO,5B,12,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81625,Moffat County,CO,6B,14,725700,;,USA_CO_Craig.Moffat.AP.725700_TMY3.epw
