,,GlazingTint,FenestrationPanes,SHGC,VT,SHGC,VT,SHGC,VT,SHGC,VT,SHGC,VT,,;,Glazing Type,,,,,,,,,,,
,,FenestrationFraming=,,AluminumWithoutThermalBreak,AluminumWithoutThermalBreak,AluminumWithThermalBreak,AluminumWithThermalBreak,ReinforcedVinyl_AluminumCladWood,ReinforcedVinyl_AluminumCladWood,Wood_Vinyl,Wood_Vinyl,StructuralGlazing,StructuralGlazing,,;,,,,,,,,,,,,
,,TintedGlazing,ID-39: TripleGlazing_1/2in_ArgonSpaces_e=0.20 on surface 2 or 3 and 4 or 5,0.40,0.31,0.36,0.31,0.32,0.29,0.32,0.29,0.40,0.31,,;,"Triple Glazing, E= 0.20 on surfaces 3 and 5",,,,,,,,,,,
,,TintedGlazing,ID-40: TripleGlazing_1/4in_AirSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.34,0.32,0.30,0.32,0.27,0.31,0.27,0.31,0.34,0.32,,;,"Triple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
,,TintedGlazing,ID-41: TripleGlazing_1/2in_AirSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.34,0.32,0.30,0.32,0.27,0.31,0.27,0.31,0.34,0.32,,;,"Triple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
,,TintedGlazing,ID-42: TripleGlazing_1/4in_ArgonSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.34,0.32,0.30,0.32,0.27,0.31,0.27,0.31,0.34,0.32,,;,"Triple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
,,TintedGlazing,ID-43: TripleGlazing_1/2in_ArgonSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.34,0.32,0.30,0.32,0.27,0.31,0.27,0.31,0.34,0.32,,;,"Triple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
;,,TintedGlazing,,0.30,0.23,0.30,0.23,30.00,0.23,30.00,0.23,0.30,0.23,,;,"Triple Glazing, acrylic/polycarbonate",,,,,,,,,,,
,,TintedGlazing,ID-44: QuadrupleGlazing_1/4in_AirSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.30,0.29,0.26,0.29,0.23,0.28,0.23,0.28,0.30,0.29,,;,"Quadruple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
,,TintedGlazing,ID-45: QuadrupleGlazing_1/2in_AirSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.30,0.29,0.26,0.29,0.23,0.28,0.23,0.28,0.30,0.29,,;,"Quadruple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
,,TintedGlazing,ID-46: QuadrupleGlazing_1/4in_ArgonSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.30,0.29,0.26,0.29,0.23,0.28,0.23,0.28,0.30,0.29,,;,"Quadruple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
,,TintedGlazing,ID-47: QuadrupleGlazing_1/2in_ArgonSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.30,0.29,0.26,0.29,0.23,0.28,0.23,0.28,0.30,0.29,,;,"Quadruple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
,,TintedGlazing,ID-48: QuadrupleGlazing_1/4in_KryptonSpaces_e=0.10 on surface 2 or 3 and 4 or 5,0.30,0.29,0.26,0.29,0.23,0.28,0.23,0.28,0.30,0.29,,;,"Quadruple Glazing, E= 0.10 on surfaces 3 and 5",,,,,,,,,,,
;,,TintedGlazing,,0.27,0.25,0.27,0.25,0.27,0.25,0.27,0.25,0.27,0.25,,;,"Quadruple Glazing, acrylic/polycarbonate",,,,,,,,,,,
,ENDTABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
