TABLE WeatherFileClimateZone_S901G,,,,,,,,
WthrStationNum,State,DsgnWB,WthrFileEPW,WthrFile,DesignDayFileDDY,HeatingDesignDay,CoolingDesignDay,LocationURL
726578,MN,71,USA_MN_Little.Falls.AWOS.726578_TMY3.epw,USA_MN_Little.Falls.AWOS.726578,USA_MN_Little.Falls.AWOS.726578_TMY3.ddy,USA MN Little Falls AWOS Ann Htg 99 6% Condns DB,USA MN Little Falls AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Little.Falls.AWOS.726578_TMY3.zip
726585,MN,71,USA_MN_Mankato.AWOS.726585_TMY3.epw,USA_MN_Mankato.AWOS.726585,USA_MN_Mankato.AWOS.726585_TMY3.ddy,USA MN Mankato AWOS Ann Htg 99 6% Condns DB,USA MN Mankato AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Mankato.AWOS.726585_TMY3.zip
726559,MN,71,USA_MN_Marshall.Muni-Ryan.Field.AWOS.726559_TMY3.epw,USA_MN_Marshall.Muni-Ryan.Field.AWOS.726559,USA_MN_Marshall.Muni-Ryan.Field.AWOS.726559_TMY3.ddy,USA MN Marshall Muni Ryan Field AWOS Ann Htg 99 6% Condns DB,USA MN Marshall Muni Ryan Field AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Marshall.Muni-Ryan.Field.AWOS.726559_TMY3.zip
726575,MN,71,USA_MN_Minneapolis-Crystal.AP.726575_TMY3.epw,USA_MN_Minneapolis-Crystal.AP.726575,USA_MN_Minneapolis-Crystal.AP.726575_TMY3.ddy,USA MN Minneapolis Crystal AP Ann Htg 99 6% Condns DB,USA MN Minneapolis Crystal AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Minneapolis-Crystal.AP.726575_TMY3.zip
726580,MN,71,USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw,USA_MN_Minneapolis-St.Paul.Intl.AP.726580,USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.ddy,USA MN Minneapolis St Paul Intl AP Ann Htg 99 6% Condns DB,USA MN Minneapolis St Paul Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.zip
727475,MN,71,USA_MN_Mora.Muni.AWOS.727475_TMY3.epw,USA_MN_Mora.Muni.AWOS.727475,USA_MN_Mora.Muni.AWOS.727475_TMY3.ddy,USA MN Mora Muni AWOS Ann Htg 99 6% Condns DB,USA MN Mora Muni AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Mora.Muni.AWOS.727475_TMY3.zip
726565,MN,71,USA_MN_Morris.Muni.AWOS.726565_TMY3.epw,USA_MN_Morris.Muni.AWOS.726565,USA_MN_Morris.Muni.AWOS.726565_TMY3.ddy,USA MN Morris Muni AWOS Ann Htg 99 6% Condns DB,USA MN Morris Muni AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Morris.Muni.AWOS.726565_TMY3.zip
726567,MN,71,USA_MN_New.Ulm.Muni.AWOS.726567_TMY3.epw,USA_MN_New.Ulm.Muni.AWOS.726567,USA_MN_New.Ulm.Muni.AWOS.726567_TMY3.ddy,USA MN New Ulm Muni AWOS Ann Htg 99 6% Condns DB,USA MN New Ulm Muni AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_New.Ulm.Muni.AWOS.726567_TMY3.zip
726544,MN,71,USA_MN_Orr.Rgnl.AP.726544_TMY3.epw,USA_MN_Orr.Rgnl.AP.726544,USA_MN_Orr.Rgnl.AP.726544_TMY3.ddy,USA MN Orr Rgnl AP Ann Htg 99 6% Condns DB,USA MN Orr Rgnl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Orr.Rgnl.AP.726544_TMY3.zip
726568,MN,71,USA_MN_Owatonna.AWOS.726568_TMY3.epw,USA_MN_Owatonna.AWOS.726568,USA_MN_Owatonna.AWOS.726568_TMY3.ddy,USA MN Owatonna AWOS Ann Htg 99 6% Condns DB,USA MN Owatonna AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Owatonna.AWOS.726568_TMY3.zip
727453,MN,71,USA_MN_Park.Rapids.Muni.AP.727453_TMY3.epw,USA_MN_Park.Rapids.Muni.AP.727453,USA_MN_Park.Rapids.Muni.AP.727453_TMY3.ddy,USA MN Park Rapids Muni AP Ann Htg 99 6% Condns DB,USA MN Park Rapids Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Park.Rapids.Muni.AP.727453_TMY3.zip
726566,MN,71,USA_MN_Pipestone.AWOS.726566_TMY3.epw,USA_MN_Pipestone.AWOS.726566,USA_MN_Pipestone.AWOS.726566_TMY3.ddy,USA MN Pipestone AWOS Ann Htg 99 6% Condns DB,USA MN Pipestone AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Pipestone.AWOS.726566_TMY3.zip
726564,MN,71,USA_MN_Red.Wing.Muni.AP.726564_TMY3.epw,USA_MN_Red.Wing.Muni.AP.726564,USA_MN_Red.Wing.Muni.AP.726564_TMY3.ddy,USA MN Red Wing Muni AP Ann Htg 99 6% Condns DB,USA MN Red Wing Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Red.Wing.Muni.AP.726564_TMY3.zip
726556,MN,71,USA_MN_Redwood.Falls.Muni.AP.726556_TMY3.epw,USA_MN_Redwood.Falls.Muni.AP.726556,USA_MN_Redwood.Falls.Muni.AP.726556_TMY3.ddy,USA MN Redwood Falls Muni AP Ann Htg 99 6% Condns DB,USA MN Redwood Falls Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Redwood.Falls.Muni.AP.726556_TMY3.zip
726440,MN,71,USA_MN_Rochester.Intl.AP.726440_TMY3.epw,USA_MN_Rochester.Intl.AP.726440,USA_MN_Rochester.Intl.AP.726440_TMY3.ddy,USA MN Rochester Intl AP Ann Htg 99 6% Condns DB,USA MN Rochester Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Rochester.Intl.AP.726440_TMY3.zip
727477,MN,71,USA_MN_Roseau.Muni.AWOS.727477_TMY3.epw,USA_MN_Roseau.Muni.AWOS.727477,USA_MN_Roseau.Muni.AWOS.727477_TMY3.ddy,USA MN Roseau Muni AWOS Ann Htg 99 6% Condns DB,USA MN Roseau Muni AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Roseau.Muni.AWOS.727477_TMY3.zip
727556,MN,71,USA_MN_Silver.Bay.Muni.AP.727556_TMY3.epw,USA_MN_Silver.Bay.Muni.AP.727556,USA_MN_Silver.Bay.Muni.AP.727556_TMY3.ddy,USA MN Silver Bay Muni AP Ann Htg 99 6% Condns DB,USA MN Silver Bay Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Silver.Bay.Muni.AP.727556_TMY3.zip
726603,MN,71,USA_MN_South.St.Paul.Muni.AP.726603_TMY3.epw,USA_MN_South.St.Paul.Muni.AP.726603,USA_MN_South.St.Paul.Muni.AP.726603_TMY3.ddy,USA MN South St Paul Muni AP Ann Htg 99 6% Condns DB,USA MN South St Paul Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_South.St.Paul.Muni.AP.726603_TMY3.zip
726550,MN,71,USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw,USA_MN_St.Cloud.Muni.AP.726550,USA_MN_St.Cloud.Muni.AP.726550_TMY3.ddy,USA MN St Cloud Muni AP Ann Htg 99 6% Condns DB,USA MN St Cloud Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_St.Cloud.Muni.AP.726550_TMY3.zip
726584,MN,71,USA_MN_St.Paul-Downtown.AP.726584_TMY3.epw,USA_MN_St.Paul-Downtown.AP.726584,USA_MN_St.Paul-Downtown.AP.726584_TMY3.ddy,USA MN St Paul Downtown AP Ann Htg 99 6% Condns DB,USA MN St Paul Downtown AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_St.Paul-Downtown.AP.726584_TMY3.zip
727555,MN,71,USA_MN_Thief.River.AWOS.727555_TMY3.epw,USA_MN_Thief.River.AWOS.727555,USA_MN_Thief.River.AWOS.727555_TMY3.ddy,USA MN Thief River AWOS Ann Htg 99 6% Condns DB,USA MN Thief River AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Thief.River.AWOS.727555_TMY3.zip
727444,MN,71,USA_MN_Two.Harbors.Muni.AP.727444_TMY3.epw,USA_MN_Two.Harbors.Muni.AP.727444,USA_MN_Two.Harbors.Muni.AP.727444_TMY3.ddy,USA MN Two Harbors Muni AP Ann Htg 99 6% Condns DB,USA MN Two Harbors Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Two.Harbors.Muni.AP.727444_TMY3.zip
727533,MN,71,USA_MN_Wheaton.AWOS.727533_TMY3.epw,USA_MN_Wheaton.AWOS.727533,USA_MN_Wheaton.AWOS.727533_TMY3.ddy,USA MN Wheaton AWOS Ann Htg 99 6% Condns DB,USA MN Wheaton AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Wheaton.AWOS.727533_TMY3.zip
726576,MN,71,USA_MN_Willmar.Muni.AP.726576_TMY3.epw,USA_MN_Willmar.Muni.AP.726576,USA_MN_Willmar.Muni.AP.726576_TMY3.ddy,USA MN Willmar Muni AP Ann Htg 99 6% Condns DB,USA MN Willmar Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Willmar.Muni.AP.726576_TMY3.zip
726588,MN,71,USA_MN_Winona.Muni.AWOS.726588_TMY3.epw,USA_MN_Winona.Muni.AWOS.726588,USA_MN_Winona.Muni.AWOS.726588_TMY3.ddy,USA MN Winona Muni AWOS Ann Htg 99 6% Condns DB,USA MN Winona Muni AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Winona.Muni.AWOS.726588_TMY3.zip
726587,MN,71,USA_MN_Worthington.AWOS.726587_TMY3.epw,USA_MN_Worthington.AWOS.726587,USA_MN_Worthington.AWOS.726587_TMY3.ddy,USA MN Worthington AWOS Ann Htg 99 6% Condns DB,USA MN Worthington AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Worthington.AWOS.726587_TMY3.zip
723489,MO,71,USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3.epw,USA_MO_Cape.Girardeau.Muni.AP.723489,USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3.ddy,USA MO Cape Girardeau Muni AP Ann Htg 99 6% Condns DB,USA MO Cape Girardeau Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3.zip
724450,MO,71,USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw,USA_MO_Columbia.Rgnl.AP.724450,USA_MO_Columbia.Rgnl.AP.724450_TMY3.ddy,USA MO Columbia Rgnl AP Ann Htg 99 6% Condns DB,USA MO Columbia Rgnl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Columbia.Rgnl.AP.724450_TMY3.zip
724458,MO,71,USA_MO_Jefferson.City.Mem.AP.724458_TMY3.epw,USA_MO_Jefferson.City.Mem.AP.724458,USA_MO_Jefferson.City.Mem.AP.724458_TMY3.ddy,USA MO Jefferson City Mem AP Ann Htg 99 6% Condns DB,USA MO Jefferson City Mem AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Jefferson.City.Mem.AP.724458_TMY3.zip
723495,MO,71,USA_MO_Joplin.Muni.AP.723495_TMY3.epw,USA_MO_Joplin.Muni.AP.723495,USA_MO_Joplin.Muni.AP.723495_TMY3.ddy,USA MO Joplin Muni AP Ann Htg 99 6% Condns DB,USA MO Joplin Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Joplin.Muni.AP.723495_TMY3.zip
724459,MO,71,USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459_TMY3.epw,USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459,USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459_TMY3.ddy,USA MO Kaiser Lee Fine Mem AWOS Ann Htg 99 6% Condns DB,USA MO Kaiser Lee Fine Mem AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459_TMY3.zip
724463,MO,71,USA_MO_Kansas.City.Downtown.AP.724463_TMY3.epw,USA_MO_Kansas.City.Downtown.AP.724463,USA_MO_Kansas.City.Downtown.AP.724463_TMY3.ddy,USA MO Kansas City Downtown AP Ann Htg 99 6% Condns DB,USA MO Kansas City Downtown AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Kansas.City.Downtown.AP.724463_TMY3.zip
724460,MO,71,USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw,USA_MO_Kansas.City.Intl.AP.724460,USA_MO_Kansas.City.Intl.AP.724460_TMY3.ddy,USA MO Kansas City Intl AP Ann Htg 99 6% Condns DB,USA MO Kansas City Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Kansas.City.Intl.AP.724460_TMY3.zip
724455,MO,71,USA_MO_Kirksville.Muni.AP.724455_TMY3.epw,USA_MO_Kirksville.Muni.AP.724455,USA_MO_Kirksville.Muni.AP.724455_TMY3.ddy,USA MO Kirksville Muni AP Ann Htg 99 6% Condns DB,USA MO Kirksville Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Kirksville.Muni.AP.724455_TMY3.zip
723300,MO,71,USA_MO_Poplar.Bluff.AWOS.723300_TMY3.epw,USA_MO_Poplar.Bluff.AWOS.723300,USA_MO_Poplar.Bluff.AWOS.723300_TMY3.ddy,USA MO Poplar Bluff AWOS Ann Htg 99 6% Condns DB,USA MO Poplar Bluff AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Poplar.Bluff.AWOS.723300_TMY3.zip
724456,MO,71,USA_MO_Rolla.National.AP.724456_TMY3.epw,USA_MO_Rolla.National.AP.724456,USA_MO_Rolla.National.AP.724456_TMY3.ddy,USA MO Rolla National AP Ann Htg 99 6% Condns DB,USA MO Rolla National AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Rolla.National.AP.724456_TMY3.zip
724400,MO,71,USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw,USA_MO_Springfield.Rgnl.AP.724400,USA_MO_Springfield.Rgnl.AP.724400_TMY3.ddy,USA MO Springfield Rgnl AP Ann Htg 99 6% Condns DB,USA MO Springfield Rgnl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Springfield.Rgnl.AP.724400_TMY3.zip
724340,MO,71,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw,USA_MO_St.Louis-Lambert.Intl.AP.724340,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.ddy,USA MO St Louis Lambert Intl AP Ann Htg 99 6% Condns DB,USA MO St Louis Lambert Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.zip
724345,MO,71,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.ddy,USA MO St Louis Spirit of St Louis AP Ann Htg 99 6% Condns DB,USA MO St Louis Spirit of St Louis AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.zip
724467,MO,71,USA_MO_Whiteman.AFB.724467_TMY3.epw,USA_MO_Whiteman.AFB.724467,USA_MO_Whiteman.AFB.724467_TMY3.ddy,USA MO Whiteman AFB Ann Htg 99 6% Condns DB,USA MO Whiteman AFB Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Whiteman.AFB.724467_TMY3.zip
747686,MS,71,USA_MS_Biloxi-Keesler.AFB.747686_TMY3.epw,USA_MS_Biloxi-Keesler.AFB.747686,USA_MS_Biloxi-Keesler.AFB.747686_TMY3.ddy,USA MS Biloxi Keesler AFB Ann Htg 99 6% Condns DB,USA MS Biloxi Keesler AFB Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Biloxi-Keesler.AFB.747686_TMY3.zip
723306,MS,71,USA_MS_Columbus.AFB.723306_TMY3.epw,USA_MS_Columbus.AFB.723306,USA_MS_Columbus.AFB.723306_TMY3.ddy,USA MS Columbus AFB Ann Htg 99 6% Condns DB,USA MS Columbus AFB Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Columbus.AFB.723306_TMY3.zip
723307,MS,71,USA_MS_Golden.Triangle.Rgnl.AWOS.723307_TMY3.epw,USA_MS_Golden.Triangle.Rgnl.AWOS.723307,USA_MS_Golden.Triangle.Rgnl.AWOS.723307_TMY3.ddy,USA MS Golden Triangle Rgnl AWOS Ann Htg 99 6% Condns DB,USA MS Golden Triangle Rgnl AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Golden.Triangle.Rgnl.AWOS.723307_TMY3.zip
722359,MS,71,USA_MS_Greenwood-Leflore.AP.722359_TMY3.epw,USA_MS_Greenwood-Leflore.AP.722359,USA_MS_Greenwood-Leflore.AP.722359_TMY3.ddy,USA MS Greenwood Leflore AP Ann Htg 99 6% Condns DB,USA MS Greenwood Leflore AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Greenwood-Leflore.AP.722359_TMY3.zip
722348,MS,71,USA_MS_Hattiesburg-Laurel.AP.722348_TMY3.epw,USA_MS_Hattiesburg-Laurel.AP.722348,USA_MS_Hattiesburg-Laurel.AP.722348_TMY3.ddy,USA MS Hattiesburg Laurel AP Ann Htg 99 6% Condns DB,USA MS Hattiesburg Laurel AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Hattiesburg-Laurel.AP.722348_TMY3.zip
722350,MS,71,USA_MS_Jackson.Intl.AP.722350_TMY3.epw,USA_MS_Jackson.Intl.AP.722350,USA_MS_Jackson.Intl.AP.722350_TMY3.ddy,USA MS Jackson Intl AP Ann Htg 99 6% Condns DB,USA MS Jackson Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Jackson.Intl.AP.722350_TMY3.zip
722358,MS,71,USA_MS_McComb-Pike.Co.AP.722358_TMY3.epw,USA_MS_McComb-Pike.Co.AP.722358,USA_MS_McComb-Pike.Co.AP.722358_TMY3.ddy,USA MS McComb Pike Co AP Ann Htg 99 6% Condns DB,USA MS McComb Pike Co AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_McComb-Pike.Co.AP.722358_TMY3.zip
722345,MS,71,USA_MS_Meridian.NAS.722345_TMY3.epw,USA_MS_Meridian.NAS.722345,USA_MS_Meridian.NAS.722345_TMY3.ddy,USA MS Meridian NAS Ann Htg 99 6% Condns DB,USA MS Meridian NAS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Meridian.NAS.722345_TMY3.zip
722340,MS,71,USA_MS_Meridian-Key.Field.722340_TMY3.epw,USA_MS_Meridian-Key.Field.722340,USA_MS_Meridian-Key.Field.722340_TMY3.ddy,USA MS Meridian Key Field Ann Htg 99 6% Condns DB,USA MS Meridian Key Field Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Meridian-Key.Field.722340_TMY3.zip
722357,MS,71,USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3.epw,USA_MS_Natchez-Hardy.Anders.Field.722357,USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3.ddy,USA MS Natchez Hardy Anders Field Ann Htg 99 6% Condns DB,USA MS Natchez Hardy Anders Field Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3.zip
723320,MS,71,USA_MS_Tupelo.Muni-C.D.Lemons.AP.723320_TMY3.epw,USA_MS_Tupelo.Muni-C.D.Lemons.AP.723320,USA_MS_Tupelo.Muni-C.D.Lemons.AP.723320_TMY3.ddy,USA MS Tupelo Muni C D Lemons AP Ann Htg 99 6% Condns DB,USA MS Tupelo Muni C D Lemons AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Tupelo.Muni-C.D.Lemons.AP.723320_TMY3.zip
726770,MT,71,USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw,USA_MT_Billings-Logan.Intl.AP.726770,USA_MT_Billings-Logan.Intl.AP.726770_TMY3.ddy,USA MT Billings Logan Intl AP Ann Htg 99 6% Condns DB,USA MT Billings Logan Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Billings-Logan.Intl.AP.726770_TMY3.zip
726797,MT,71,USA_MT_Bozeman-Gallatin.Field.726797_TMY3.epw,USA_MT_Bozeman-Gallatin.Field.726797,USA_MT_Bozeman-Gallatin.Field.726797_TMY3.ddy,USA MT Bozeman Gallatin Field Ann Htg 99 6% Condns DB,USA MT Bozeman Gallatin Field Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Bozeman-Gallatin.Field.726797_TMY3.zip
726785,MT,71,USA_MT_Butte-Bert.Mooney.AP.726785_TMY3.epw,USA_MT_Butte-Bert.Mooney.AP.726785,USA_MT_Butte-Bert.Mooney.AP.726785_TMY3.ddy,USA MT Butte Bert Mooney AP Ann Htg 99 6% Condns DB,USA MT Butte Bert Mooney AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Butte-Bert.Mooney.AP.726785_TMY3.zip
727796,MT,71,USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw,USA_MT_Cut.Bank.Muni.AP.727796,USA_MT_Cut.Bank.Muni.AP.727796_TMY3.ddy,USA MT Cut Bank Muni AP Ann Htg 99 6% Condns DB,USA MT Cut Bank Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Cut.Bank.Muni.AP.727796_TMY3.zip
727680,MT,71,USA_MT_Glasgow.Intl.AP.727680_TMY3.epw,USA_MT_Glasgow.Intl.AP.727680,USA_MT_Glasgow.Intl.AP.727680_TMY3.ddy,USA MT Glasgow Intl AP Ann Htg 99 6% Condns DB,USA MT Glasgow Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Glasgow.Intl.AP.727680_TMY3.zip
