TABLE WeatherFileClimateZone_S901G,,,,,,,,
WthrStationNum,State,DsgnWB,WthrFileEPW,WthrFile,DesignDayFileDDY,HeatingDesignDay,CoolingDesignDay,LocationURL
726686,SD,71,USA_SD_Pierre.Muni.AP.726686_TMY3.epw,USA_SD_Pierre.Muni.AP.726686,USA_SD_Pierre.Muni.AP.726686_TMY3.ddy,USA SD Pierre Muni AP Ann Htg 99 6% Condns DB,USA SD Pierre Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Pierre.Muni.AP.726686_TMY3.zip
726620,SD,71,USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw,USA_SD_Rapid.City.Rgnl.AP.726620,USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.ddy,USA SD Rapid City Rgnl AP Ann Htg 99 6% Condns DB,USA SD Rapid City Rgnl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.zip
726510,SD,71,USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw,USA_SD_Sioux.Falls-Foss.Field.726510,USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.ddy,USA SD Sioux Falls Foss Field Ann Htg 99 6% Condns DB,USA SD Sioux Falls Foss Field Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.zip
726546,SD,71,USA_SD_Watertown.Muni.AP.726546_TMY3.epw,USA_SD_Watertown.Muni.AP.726546,USA_SD_Watertown.Muni.AP.726546_TMY3.ddy,USA SD Watertown Muni AP Ann Htg 99 6% Condns DB,USA SD Watertown Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Watertown.Muni.AP.726546_TMY3.zip
726525,SD,71,USA_SD_Yankton-Chan.Gurney.Muni.AP.726525_TMY3.epw,USA_SD_Yankton-Chan.Gurney.Muni.AP.726525,USA_SD_Yankton-Chan.Gurney.Muni.AP.726525_TMY3.ddy,USA SD Yankton Chan Gurney Muni AP Ann Htg 99 6% Condns DB,USA SD Yankton Chan Gurney Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Yankton-Chan.Gurney.Muni.AP.726525_TMY3.zip
723183,TN,71,USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw,USA_TN_Bristol-TriCities.Rgnl.AP.723183,USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.ddy,USA TN Bristol TriCities Rgnl AP Ann Htg 99 6% Condns DB,USA TN Bristol TriCities Rgnl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.zip
723240,TN,71,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw,USA_TN_Chattanooga-Lovell.Field.AP.723240,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.ddy,USA TN Chattanooga Lovell Field AP Ann Htg 99 6% Condns DB,USA TN Chattanooga Lovell Field AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.zip
723265,TN,71,USA_TN_Crossville.Mem.AP.723265_TMY3.epw,USA_TN_Crossville.Mem.AP.723265,USA_TN_Crossville.Mem.AP.723265_TMY3.ddy,USA TN Crossville Mem AP Ann Htg 99 6% Condns DB,USA TN Crossville Mem AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Crossville.Mem.AP.723265_TMY3.zip
723347,TN,71,USA_TN_Dyersburg.Muni.AP.723347_TMY3.epw,USA_TN_Dyersburg.Muni.AP.723347,USA_TN_Dyersburg.Muni.AP.723347_TMY3.ddy,USA TN Dyersburg Muni AP Ann Htg 99 6% Condns DB,USA TN Dyersburg Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Dyersburg.Muni.AP.723347_TMY3.zip
723346,TN,71,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3.epw,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3.ddy,USA TN Jackson McKellar Sipes Rgnl AP Ann Htg 99 6% Condns DB,USA TN Jackson McKellar Sipes Rgnl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3.zip
723260,TN,71,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw,USA_TN_Knoxville-McGhee.Tyson.AP.723260,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.ddy,USA TN Knoxville McGhee Tyson AP Ann Htg 99 6% Condns DB,USA TN Knoxville McGhee Tyson AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.zip
723340,TN,71,USA_TN_Memphis.Intl.AP.723340_TMY3.epw,USA_TN_Memphis.Intl.AP.723340,USA_TN_Memphis.Intl.AP.723340_TMY3.ddy,USA TN Memphis Intl AP Ann Htg 99 6% Condns DB,USA TN Memphis Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Memphis.Intl.AP.723340_TMY3.zip
723270,TN,71,USA_TN_Nashville.Intl.AP.723270_TMY3.epw,USA_TN_Nashville.Intl.AP.723270,USA_TN_Nashville.Intl.AP.723270_TMY3.ddy,USA TN Nashville Intl AP Ann Htg 99 6% Condns DB,USA TN Nashville Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Nashville.Intl.AP.723270_TMY3.zip
722660,TX,71,USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw,USA_TX_Abilene.Rgnl.AP.722660,USA_TX_Abilene.Rgnl.AP.722660_TMY3.ddy,USA TX Abilene Rgnl AP Ann Htg 99 6% Condns DB,USA TX Abilene Rgnl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Abilene.Rgnl.AP.722660_TMY3.zip
690190,TX,71,USA_TX_Abilene-Dyess.AFB.690190_TMY3.epw,USA_TX_Abilene-Dyess.AFB.690190,USA_TX_Abilene-Dyess.AFB.690190_TMY3.ddy,USA TX Abilene Dyess AFB Ann Htg 99 6% Condns DB,USA TX Abilene Dyess AFB Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Abilene-Dyess.AFB.690190_TMY3.zip
722517,TX,71,USA_TX_Alice.Intl.AP.722517_TMY3.epw,USA_TX_Alice.Intl.AP.722517,USA_TX_Alice.Intl.AP.722517_TMY3.ddy,USA TX Alice Intl AP Ann Htg 99 6% Condns DB,USA TX Alice Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Alice.Intl.AP.722517_TMY3.zip
723630,TX,71,USA_TX_Amarillo.Intl.AP.723630_TMY3.epw,USA_TX_Amarillo.Intl.AP.723630,USA_TX_Amarillo.Intl.AP.723630_TMY3.ddy,USA TX Amarillo Intl AP Ann Htg 99 6% Condns DB,USA TX Amarillo Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Amarillo.Intl.AP.723630_TMY3.zip
722544,TX,71,USA_TX_Austin-Camp.Mabry.722544_TMY3.epw,USA_TX_Austin-Camp.Mabry.722544,USA_TX_Austin-Camp.Mabry.722544_TMY3.ddy,USA TX Austin Camp Mabry Ann Htg 99 6% Condns DB,USA TX Austin Camp Mabry Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Austin-Camp.Mabry.722544_TMY3.zip
722540,TX,71,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw,USA_TX_Austin-Mueller.Muni.AP.722540,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.ddy,USA TX Austin Mueller Muni AP Ann Htg 99 6% Condns DB,USA TX Austin Mueller Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.zip
722500,TX,71,USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw,USA_TX_Brownsville-South.Padre.Island.AP.722500,USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.ddy,USA TX Brownsville South Padre Island AP Ann Htg 99 6% Condns DB,USA TX Brownsville South Padre Island AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.zip
723604,TX,71,USA_TX_Childress.Muni.AP.723604_TMY3.epw,USA_TX_Childress.Muni.AP.723604,USA_TX_Childress.Muni.AP.723604_TMY3.ddy,USA TX Childress Muni AP Ann Htg 99 6% Condns DB,USA TX Childress Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Childress.Muni.AP.723604_TMY3.zip
722445,TX,71,USA_TX_College.Station-Easterwood.Field.722445_TMY3.epw,USA_TX_College.Station-Easterwood.Field.722445,USA_TX_College.Station-Easterwood.Field.722445_TMY3.ddy,USA TX College Station Easterwood Field Ann Htg 99 6% Condns DB,USA TX College Station Easterwood Field Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_College.Station-Easterwood.Field.722445_TMY3.zip
722510,TX,71,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw,USA_TX_Corpus.Christi.Intl.AP.722510,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.ddy,USA TX Corpus Christi Intl AP Ann Htg 99 6% Condns DB,USA TX Corpus Christi Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.zip
722515,TX,71,USA_TX_Corpus.Christi.NAS.722515_TMY3.epw,USA_TX_Corpus.Christi.NAS.722515,USA_TX_Corpus.Christi.NAS.722515_TMY3.ddy,USA TX Corpus Christi NAS Ann Htg 99 6% Condns DB,USA TX Corpus Christi NAS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Corpus.Christi.NAS.722515_TMY3.zip
722526,TX,71,USA_TX_Cotulla.AP.722526_TMY3.epw,USA_TX_Cotulla.AP.722526,USA_TX_Cotulla.AP.722526_TMY3.ddy,USA TX Cotulla AP Ann Htg 99 6% Condns DB,USA TX Cotulla AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Cotulla.AP.722526_TMY3.zip
722587,TX,71,USA_TX_Cox.Field.722587_TMY3.epw,USA_TX_Cox.Field.722587,USA_TX_Cox.Field.722587_TMY3.ddy,USA TX Cox Field Ann Htg 99 6% Condns DB,USA TX Cox Field Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Cox.Field.722587_TMY3.zip
722636,TX,71,USA_TX_Dalhart.Muni.AP.722636_TMY3.epw,USA_TX_Dalhart.Muni.AP.722636,USA_TX_Dalhart.Muni.AP.722636_TMY3.ddy,USA TX Dalhart Muni AP Ann Htg 99 6% Condns DB,USA TX Dalhart Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Dalhart.Muni.AP.722636_TMY3.zip
722590,TX,71,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw,USA_TX_Dallas-Fort.Worth.Intl.AP.722590,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.ddy,USA TX Dallas Fort Worth Intl AP Ann Htg 99 6% Condns DB,USA TX Dallas Fort Worth Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.zip
722583,TX,71,USA_TX_Dallas-Love.Field.722583_TMY3.epw,USA_TX_Dallas-Love.Field.722583,USA_TX_Dallas-Love.Field.722583_TMY3.ddy,USA TX Dallas Love Field Ann Htg 99 6% Condns DB,USA TX Dallas Love Field Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Dallas-Love.Field.722583_TMY3.zip
722599,TX,71,USA_TX_Dallas-Redbird.AP.722599_TMY3.epw,USA_TX_Dallas-Redbird.AP.722599,USA_TX_Dallas-Redbird.AP.722599_TMY3.ddy,USA TX Dallas Redbird AP Ann Htg 99 6% Condns DB,USA TX Dallas Redbird AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Dallas-Redbird.AP.722599_TMY3.zip
722610,TX,71,USA_TX_Del.Rio.722610_TMY3.epw,USA_TX_Del.Rio.722610,USA_TX_Del.Rio.722610_TMY3.ddy,USA TX Del Rio Ann Htg 99 6% Condns DB,USA TX Del Rio Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Del.Rio.722610_TMY3.zip
722615,TX,71,USA_TX_Del.Rio-Laughlin.AFB.722615_TMY3.epw,USA_TX_Del.Rio-Laughlin.AFB.722615,USA_TX_Del.Rio-Laughlin.AFB.722615_TMY3.ddy,USA TX Del Rio Laughlin AFB Ann Htg 99 6% Condns DB,USA TX Del Rio Laughlin AFB Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Del.Rio-Laughlin.AFB.722615_TMY3.zip
722577,TX,71,USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3.epw,USA_TX_Draughon-Miller.Central.Texas.AP.722577,USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3.ddy,USA TX Draughon Miller Central Texas AP Ann Htg 99 6% Condns DB,USA TX Draughon Miller Central Texas AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3.zip
722700,TX,71,USA_TX_El.Paso.Intl.AP.722700_TMY3.epw,USA_TX_El.Paso.Intl.AP.722700,USA_TX_El.Paso.Intl.AP.722700_TMY3.ddy,USA TX El Paso Intl AP Ann Htg 99 6% Condns DB,USA TX El Paso Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_El.Paso.Intl.AP.722700_TMY3.zip
722595,TX,71,USA_TX_Fort.Worth.NAS.722595_TMY3.epw,USA_TX_Fort.Worth.NAS.722595,USA_TX_Fort.Worth.NAS.722595_TMY3.ddy,USA TX Fort Worth NAS Ann Htg 99 6% Condns DB,USA TX Fort Worth NAS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Fort.Worth.NAS.722595_TMY3.zip
722594,TX,71,USA_TX_Fort.Worth-Alliance.AP.722594_TMY3.epw,USA_TX_Fort.Worth-Alliance.AP.722594,USA_TX_Fort.Worth-Alliance.AP.722594_TMY3.ddy,USA TX Fort Worth Alliance AP Ann Htg 99 6% Condns DB,USA TX Fort Worth Alliance AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Fort.Worth-Alliance.AP.722594_TMY3.zip
722596,TX,71,USA_TX_Fort.Worth-Meacham.AP.722596_TMY3.epw,USA_TX_Fort.Worth-Meacham.AP.722596,USA_TX_Fort.Worth-Meacham.AP.722596_TMY3.ddy,USA TX Fort Worth Meacham AP Ann Htg 99 6% Condns DB,USA TX Fort Worth Meacham AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Fort.Worth-Meacham.AP.722596_TMY3.zip
722420,TX,71,USA_TX_Galveston.722420_TMY3.epw,USA_TX_Galveston.722420,USA_TX_Galveston.722420_TMY3.ddy,USA TX Galveston Ann Htg 99 6% Condns DB,USA TX Galveston Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Galveston.722420_TMY3.zip
722547,TX,71,USA_TX_Georgetown.AWOS.722547_TMY3.epw,USA_TX_Georgetown.AWOS.722547,USA_TX_Georgetown.AWOS.722547_TMY3.ddy,USA TX Georgetown AWOS Ann Htg 99 6% Condns DB,USA TX Georgetown AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Georgetown.AWOS.722547_TMY3.zip
722505,TX,71,USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3.epw,USA_TX_Harlingen-Valley.Intl.AP.722505,USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3.ddy,USA TX Harlingen Valley Intl AP Ann Htg 99 6% Condns DB,USA TX Harlingen Valley Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3.zip
722533,TX,71,USA_TX_Hondo.Muni.AP.722533_TMY3.epw,USA_TX_Hondo.Muni.AP.722533,USA_TX_Hondo.Muni.AP.722533_TMY3.ddy,USA TX Hondo Muni AP Ann Htg 99 6% Condns DB,USA TX Hondo Muni AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Hondo.Muni.AP.722533_TMY3.zip
722430,TX,71,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw,USA_TX_Houston-Bush.Intercontinental.AP.722430,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.ddy,USA TX Houston Bush Intercontinental AP Ann Htg 99 6% Condns DB,USA TX Houston Bush Intercontinental AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.zip
722429,TX,71,USA_TX_Houston-D.W.Hooks.AP.722429_TMY3.epw,USA_TX_Houston-D.W.Hooks.AP.722429,USA_TX_Houston-D.W.Hooks.AP.722429_TMY3.ddy,USA TX Houston D W Hooks AP Ann Htg 99 6% Condns DB,USA TX Houston D W Hooks AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Houston-D.W.Hooks.AP.722429_TMY3.zip
722436,TX,71,USA_TX_Houston-Ellington.AFB.722436_TMY3.epw,USA_TX_Houston-Ellington.AFB.722436,USA_TX_Houston-Ellington.AFB.722436_TMY3.ddy,USA TX Houston Ellington AFB Ann Htg 99 6% Condns DB,USA TX Houston Ellington AFB Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Houston-Ellington.AFB.722436_TMY3.zip
722435,TX,71,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.epw,USA_TX_Houston-William.P.Hobby.AP.722435,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.ddy,USA TX Houston William P Hobby AP Ann Htg 99 6% Condns DB,USA TX Houston William P Hobby AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.zip
722575,TX,71,USA_TX_Killeen.Muni.AWOS.722575_TMY3.epw,USA_TX_Killeen.Muni.AWOS.722575,USA_TX_Killeen.Muni.AWOS.722575_TMY3.ddy,USA TX Killeen Muni AWOS Ann Htg 99 6% Condns DB,USA TX Killeen Muni AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Killeen.Muni.AWOS.722575_TMY3.zip
722576,TX,71,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.epw,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.ddy,USA TX Killeen Fort Hood Rgnl AP Ann Htg 99 6% Condns DB,USA TX Killeen Fort Hood Rgnl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.zip
722516,TX,71,USA_TX_Kingsville.722516_TMY3.epw,USA_TX_Kingsville.722516,USA_TX_Kingsville.722516_TMY3.ddy,USA TX Kingsville Ann Htg 99 6% Condns DB,USA TX Kingsville Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Kingsville.722516_TMY3.zip
722520,TX,71,USA_TX_Laredo.Intl.AP.722520_TMY3.epw,USA_TX_Laredo.Intl.AP.722520,USA_TX_Laredo.Intl.AP.722520_TMY3.ddy,USA TX Laredo Intl AP Ann Htg 99 6% Condns DB,USA TX Laredo Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Laredo.Intl.AP.722520_TMY3.zip
722470,TX,71,USA_TX_Longview-Gregg.County.AP.722470_TMY3.epw,USA_TX_Longview-Gregg.County.AP.722470,USA_TX_Longview-Gregg.County.AP.722470_TMY3.ddy,USA TX Longview Gregg County AP Ann Htg 99 6% Condns DB,USA TX Longview Gregg County AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Longview-Gregg.County.AP.722470_TMY3.zip
722670,TX,71,USA_TX_Lubbock.Intl.AP.722670_TMY3.epw,USA_TX_Lubbock.Intl.AP.722670,USA_TX_Lubbock.Intl.AP.722670_TMY3.ddy,USA TX Lubbock Intl AP Ann Htg 99 6% Condns DB,USA TX Lubbock Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Lubbock.Intl.AP.722670_TMY3.zip
722446,TX,71,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw,USA_TX_Lufkin-Angelina.Co.AP.722446,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.ddy,USA TX Lufkin Angelina Co AP Ann Htg 99 6% Condns DB,USA TX Lufkin Angelina Co AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.zip
722640,TX,71,USA_TX_Marfa.AP.722640_TMY3.epw,USA_TX_Marfa.AP.722640,USA_TX_Marfa.AP.722640_TMY3.ddy,USA TX Marfa AP Ann Htg 99 6% Condns DB,USA TX Marfa AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Marfa.AP.722640_TMY3.zip
722506,TX,71,USA_TX_McAllen-Miller.Intl.AP.722506_TMY3.epw,USA_TX_McAllen-Miller.Intl.AP.722506,USA_TX_McAllen-Miller.Intl.AP.722506_TMY3.ddy,USA TX McAllen Miller Intl AP Ann Htg 99 6% Condns DB,USA TX McAllen Miller Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_McAllen-Miller.Intl.AP.722506_TMY3.zip
722563,TX,71,USA_TX_McGregor.AWOS.722563_TMY3.epw,USA_TX_McGregor.AWOS.722563,USA_TX_McGregor.AWOS.722563_TMY3.ddy,USA TX McGregor AWOS Ann Htg 99 6% Condns DB,USA TX McGregor AWOS Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_McGregor.AWOS.722563_TMY3.zip
722650,TX,71,USA_TX_Midland.Intl.AP.722650_TMY3.epw,USA_TX_Midland.Intl.AP.722650,USA_TX_Midland.Intl.AP.722650_TMY3.ddy,USA TX Midland Intl AP Ann Htg 99 6% Condns DB,USA TX Midland Intl AP Ann Clg 1% Condns DB=>MWB,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Midland.Intl.AP.722650_TMY3.zip
