;,ASHRAE 90.1-2010 PRM Ruleset,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,TABLE NAME:,,,,,,,,,,,,,,,,
;,,BaselineFenPerf.UFactor(,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,MODIFICATION HISTORY:,,,,,,,,,,,,,,,,
;,,Date,Name,,Purpose,,,,,,,,,,,,
;,,9/22/2014,L. Hovee,,90.1 2012 Update,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,Reference:,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,Notes:,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,Syntax Examples:,,,,,,,,,,,,,,,,
;,,BaselineFenPerf.UFactor(,,,,,,,,,,,,,,,
;,,ClimateZone,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,
; ####################################  Start of Table ####################################,,,,,,,,,,,,,,,,,
,TABLE BaselineFenPerf,,,,,,,,,,,,,,,,
,,ClimateZone,FenestrationType,FenestrationFraming,FenestrationProductType,SkylightCurb,SkylightGlazing,SkylightRoofRatioCat,UFactor,SHGC,VT,UFactor,SHGC,VT,UFactor,SHGC,VT
,,BaselineEnvelopeCategory=,,,,,,,Nonresidential,Nonresidential,Nonresidential,Residential,Residential,Residential,SemiExterior,SemiExterior,SemiExterior
,,4,Skylight,*,*,DeckMounted,*,LTE 0.2,0.69,0.49,999,0.58,0.36,999,1.36,999,999
,,4,Skylight,*,*,DeckMounted,*,GT 0.2,0.69,0.39,999,0.58,0.19,999,1.36,999,999
,,5,VerticalFenestration,Wood,AllOther,*,*,*,0.35,0.4,999,0.35,0.4,999,1.2,999,999
,,5,VerticalFenestration,Vinyl,AllOther,*,*,*,0.35,0.4,999,0.35,0.4,999,1.2,999,999
,,5,VerticalFenestration,Fiberglass,AllOther,*,*,*,0.35,0.4,999,0.35,0.4,999,1.2,999,999
,,5,VerticalFenestration,Other,AllOther,*,*,*,0.35,0.4,999,0.35,0.4,999,1.2,999,999
,,5,VerticalFenestration,Metal,CurtainwallStorefront,*,*,*,0.45,0.4,999,0.45,0.4,999,1.2,999,999
,,5,VerticalFenestration,Metal,EntranceDoor,*,*,*,0.8,0.4,999,0.8,0.4,999,1.2,999,999
,,5,VerticalFenestration,Metal,AllOther,*,*,*,0.55,0.4,999,0.55,0.4,999,1.2,999,999
,,5,Skylight,*,*,CurbMounted,Glass,LTE 0.2,1.17,0.49,999,1.17,0.49,999,1.98,999,999
,,5,Skylight,*,*,CurbMounted,Glass,GT 0.2,1.17,0.39,999,1.17,0.39,999,1.98,999,999
,,5,Skylight,*,*,CurbMounted,Plastic,LTE 0.2,1.1,0.77,999,1.1,0.77,999,1.9,999,999
,,5,Skylight,*,*,CurbMounted,Plastic,GT 0.2,1.1,0.62,999,1.1,0.62,999,1.9,999,999
,,5,Skylight,*,*,DeckMounted,*,LTE 0.2,0.69,0.49,999,0.69,0.49,999,1.36,999,999
,,5,Skylight,*,*,DeckMounted,*,GT 0.2,0.69,0.39,999,0.69,0.39,999,1.36,999,999
,,6,VerticalFenestration,Wood,AllOther,*,*,*,0.35,0.4,999,0.35,0.4,999,0.65,999,999
,,6,VerticalFenestration,Vinyl,AllOther,*,*,*,0.35,0.4,999,0.35,0.4,999,0.65,999,999
,,6,VerticalFenestration,Fiberglass,AllOther,*,*,*,0.35,0.4,999,0.35,0.4,999,0.65,999,999
,,6,VerticalFenestration,Other,AllOther,*,*,*,0.35,0.4,999,0.35,0.4,999,0.65,999,999
,,6,VerticalFenestration,Metal,CurtainwallStorefront,*,*,*,0.45,0.4,999,0.45,0.4,999,0.6,999,999
,,6,VerticalFenestration,Metal,EntranceDoor,*,*,*,0.8,0.4,999,0.8,0.4,999,0.9,999,999
,,6,VerticalFenestration,Metal,AllOther,*,*,*,0.55,0.4,999,0.55,0.4,999,0.65,999,999
,,6,Skylight,*,*,CurbMounted,Glass,LTE 0.2,1.17,0.49,999,0.98,0.46,999,1.98,999,999
,,6,Skylight,*,*,CurbMounted,Glass,GT 0.2,1.17,0.49,999,0.98,0.36,999,1.98,999,999
,,6,Skylight,*,*,CurbMounted,Plastic,LTE 0.2,0.87,0.71,999,0.74,0.65,999,1.9,999,999
,,6,Skylight,*,*,CurbMounted,Plastic,GT 0.2,0.87,0.58,999,0.74,0.55,999,1.9,999,999
,,6,Skylight,*,*,DeckMounted,*,LTE 0.2,0.69,0.49,999,0.58,0.49,999,1.36,999,999
,,6,Skylight,*,*,DeckMounted,*,GT 0.2,0.69,0.49,999,0.58,0.39,999,1.36,999,999
,,7,VerticalFenestration,Wood,AllOther,*,*,*,0.35,0.45,999,0.35,999,999,0.65,999,999
,,7,VerticalFenestration,Vinyl,AllOther,*,*,*,0.35,0.45,999,0.35,999,999,0.65,999,999
,,7,VerticalFenestration,Fiberglass,AllOther,*,*,*,0.35,0.45,999,0.35,999,999,0.65,999,999
,,7,VerticalFenestration,Other,AllOther,*,*,*,0.35,0.45,999,0.35,999,999,0.65,999,999
,,7,VerticalFenestration,Metal,CurtainwallStorefront,*,*,*,0.4,0.45,999,0.4,999,999,0.6,999,999
,,7,VerticalFenestration,Metal,EntranceDoor,*,*,*,0.8,0.45,999,0.8,999,999,0.9,999,999
,,7,VerticalFenestration,Metal,AllOther,*,*,*,0.45,0.45,999,0.45,999,999,0.65,999,999
,,7,Skylight,*,*,CurbMounted,Glass,LTE 0.2,1.17,0.68,999,1.17,0.64,999,1.98,999,999
,,7,Skylight,*,*,CurbMounted,Glass,GT 0.2,1.17,0.64,999,1.17,0.64,999,1.98,999,999
,,7,Skylight,*,*,CurbMounted,Plastic,LTE 0.2,0.87,0.77,999,0.61,0.77,999,1.9,999,999
,,7,Skylight,*,*,CurbMounted,Plastic,GT 0.2,0.87,0.71,999,0.61,0.77,999,1.9,999,999
,,7,Skylight,*,*,DeckMounted,*,LTE 0.2,0.69,0.68,999,0.69,0.64,999,1.36,999,999
,,7,Skylight,*,*,DeckMounted,*,GT 0.2,0.69,0.64,999,0.69,0.64,999,1.36,999,999
,,8,VerticalFenestration,Wood,AllOther,*,*,*,0.35,0.45,999,0.35,999,999,0.65,999,999
,,8,VerticalFenestration,Vinyl,AllOther,*,*,*,0.35,0.45,999,0.35,999,999,0.65,999,999
,,8,VerticalFenestration,Fiberglass,AllOther,*,*,*,0.35,0.45,999,0.35,999,999,0.65,999,999
,,8,VerticalFenestration,Other,AllOther,*,*,*,0.35,0.45,999,0.35,999,999,0.65,999,999
,,8,VerticalFenestration,Metal,CurtainwallStorefront,*,*,*,0.4,0.45,999,0.4,999,999,0.6,999,999
,,8,VerticalFenestration,Metal,EntranceDoor,*,*,*,0.8,0.45,999,0.8,999,999,0.9,999,999
,,8,VerticalFenestration,Metal,AllOther,*,*,*,0.45,0.45,999,0.45,999,999,0.65,999,999
,,8,Skylight,*,*,CurbMounted,Glass,LTE 0.2,0.98,999,999,0.98,999,999,1.3,999,999
,,8,Skylight,*,*,CurbMounted,Glass,GT 0.2,0.98,999,999,0.98,999,999,1.3,999,999
,,8,Skylight,*,*,CurbMounted,Plastic,LTE 0.2,0.61,999,999,0.61,999,999,1.1,999,999
,,8,Skylight,*,*,CurbMounted,Plastic,GT 0.2,0.61,999,999,0.61,999,999,1.1,999,999
,,8,Skylight,*,*,DeckMounted,*,LTE 0.2,0.58,999,999,0.58,999,999,0.81,999,999
,,8,Skylight,*,*,DeckMounted,*,GT 0.2,0.58,999,999,0.58,999,999,0.81,999,999
,ENDTABLE,,,,,,,,,,,,,,,,
,;,999 = No Requirement - Will be set equal to proposed design,,,,,,,,,,,,,,,
