TABLE ClimateZoneBoundaries,,,,,,
ZipCode,City,County,CliZn,Lat,Long,
//Zip Code,City Name,County Name,ClimateZone,Latitude,Longitude,
95450,Jenner,Sonoma,1,38.51,-123.21,
95451,Kelseyville,Lake,2,38.91,-122.79,
95452,Kenwood,Sonoma,2,38.42,-122.54,
95453,Lakeport,Lake,2,39.04,-122.93,
95454,Laytonville,Mendocino,2,39.80,-123.50,
95456,Mendonico-Anderson,Mendocino,1,39.25,-123.73,
95457,Lower Lake,Lake,2,38.88,-122.55,
95458,Lucerne,Lake,2,39.12,-122.76,
95459,Manchester,Mendocino,1,39.00,-123.62,
95460,Mendonico,Mendocino,1,39.30,-123.73,
95461,Middletown,Lake,2,38.78,-122.58,
95462,Monte Rio,Sonoma,1,38.45,-123.01,
95464,Nice,Lake,2,39.12,-122.84,
95465,Occidental,Sonoma,1,38.41,-123.01,
95466,Philo,Mendocino,2,39.07,-123.52,
95467,Hidden Valley Lake,Lake,2,38.80,-122.55,
95468,Point Arena,Mendocino,1,38.91,-123.58,
95469,Potter Valley,Mendocino,2,39.37,-123.02,
95470,Redwood Valley,Mendocino,2,39.32,-123.23,
95472,Sebastopol,Sonoma,2,38.40,-122.86,
95476,Sonoma,Sonoma,2,38.24,-122.46,
95480,Stewarts Point,Sonoma,1,38.64,-123.37,
95482,Ukiah,Mendocino,2,39.12,-123.28,
95485,Upper Lake,Lake,2,39.26,-122.96,
95488,Laytonville-Leggett,Mendocino,1,39.72,-123.77,
95490,Willits,Mendocino,2,39.49,-123.36,
95492,Windsor,Sonoma,2,38.53,-122.81,
95493,Upper Lake,Lake,2,39.20,-122.98,
95494,Yorkville,Mendocino,2,38.88,-123.29,
95497,Sea Ranch,Sonoma,1,38.70,-123.44,
95501,Eureka,Humboldt,1,40.80,-124.15,
95503,Eureka,Humboldt,1,40.71,-124.11,
95511,Alderpoint,Humboldt,2,40.18,-123.60,
95514,Blocksburg,Humboldt,2,40.31,-123.65,
95519,McKinleyville,Humboldt,1,40.94,-124.02,
95521,Arcata,Humboldt,1,40.85,-124.05,
95524,Bayside,Humboldt,1,40.81,-124.01,
95525,Blue Lake,Humboldt,1,40.96,-123.85,
95526,Bridgeville,Humboldt,2,40.42,-123.52,
95527,Burnt Ranch,Trinity,16,40.95,-123.43,
95528,Carlotta,Humboldt,1,40.48,-123.95,
95531,Crescent City,Del Norte,1,41.78,-124.16,
95536,Ferndale,Humboldt,1,40.45,-124.26,
95540,Fortuna,Humboldt,1,40.57,-124.15,
95542,Garberville,Humboldt,2,40.22,-123.97,
95543,Gasquet,Del Norte,16,41.84,-123.85,
95546,Hoopa,Humboldt,2,41.11,-123.64,
95547,Hydesville,Humboldt,1,40.56,-124.07,
95548,Klamath,Del Norte,1,41.59,-124.06,
95549,Kneeland,Humboldt,1,40.67,-123.88,
95550,Korbel,Humboldt,2,40.76,-123.82,
95551,,Humboldt,1,40.68,-124.22,
95552,Mad River,Trinity,2,40.37,-123.44,
95554,Garberville,Humboldt,2,40.27,-123.82,
95555,Orick,Humboldt,1,41.35,-124.04,
95556,Orleans,Humboldt,2,41.31,-123.61,
95558,Petrolia,Humboldt,1,40.24,-124.21,
95560,Redway,Humboldt,2,40.15,-123.89,
95562,Rio Dell,Humboldt,1,40.46,-124.13,
95563,Salyer,Trinity,16,40.86,-123.55,
95564,Samoa,Humboldt,1,40.79,-124.19,
95565,Scotia,Humboldt,1,40.42,-124.01,
95567,Smith River,Del Norte,1,41.93,-124.08,
95568,Somes Bar,Siskiyou,16,41.47,-123.46,
95569,Redcrest,Humboldt,2,40.37,-123.84,
95570,Trinidad,Humboldt,1,41.13,-124.04,
95573,Willow Creek,Humboldt,2,40.94,-123.65,
95585,Laytonville-Leggett,Mendocino,1,39.87,-123.69,
95587,Piercy,Mendocino,2,39.95,-123.74,
95589,Whitethorn,Humboldt,1,40.07,-123.92,
95595,Zenia,Trinity,2,40.16,-123.40,
95602,Auburn,Placer,11,39.00,-121.09,
95603,Auburn,Placer,11,38.92,-121.07,
95605,West Sacramento,Yolo,12,38.59,-121.54,
95606,Brooks,Yolo,12,38.80,-122.18,
95607,Capay,Yolo,12,38.69,-122.12,
95608,Carmichael,Sacramento,12,38.62,-121.32,
95610,Citrus Heights,Sacramento,12,38.69,-121.26,
95612,Clarksburg,Yolo,12,38.37,-121.58,
95614,Cool,El Dorado,12,38.88,-120.98,
95615,Courtland,Sacramento,12,38.31,-121.54,
95616,Davis,Yolo,12,38.48,-121.64,
95618,Davis,Yolo,12,38.53,-121.66,
95619,Diamond Springs,El Dorado,12,38.67,-120.81,
95620,Dixon,Solano,12,38.39,-121.81,
95621,Citrus Heights,Sacramento,12,38.69,-121.31,
95623,El Dorado,El Dorado,12,38.60,-120.84,
95624,Elk Grove,Sacramento,12,38.44,-121.30,
95626,Elverta,Sacramento,12,38.73,-121.46,
95627,Esparto,Yolo,12,38.78,-122.12,
95628,Fair Oaks,Sacramento,12,38.65,-121.25,
95629,Fiddletown,Amador,12,38.52,-120.70,
95630,Folsom,Sacramento,12,38.67,-121.14,
95631,Foresthill,Placer,16,39.03,-120.82,
95632,Galt,Sacramento,12,38.27,-121.22,
95633,Garden Valley,El Dorado,12,38.84,-120.83,
95634,Georgetown,El Dorado,12,38.93,-120.77,
95635,Greenwood,El Dorado,12,38.92,-120.89,
95636,Grizzly Flats,El Dorado,16,38.64,-120.51,
95637,Guinda,Yolo,12,38.80,-122.18,
95638,,Sacramento,12,38.33,-121.14,
95640,Ione,Amador,12,38.33,-120.88,
95641,Isleton,Sacramento,12,38.16,-121.59,
95642,Jackson,Amador,12,38.35,-120.77,
95645,Knights Landing,Yolo,11,38.89,-121.80,
95648,Lincoln,Placer,11,38.93,-121.25,
95650,Loomis,Placer,11,38.81,-121.16,
95651,Lotus,El Dorado,12,38.81,-120.93,
95652,McClellan,Sacramento,12,38.66,-121.40,
95653,Madison,Yolo,12,38.67,-121.96,
95655,Mather,Sacramento,12,38.54,-121.28,
95658,Newcastle,Placer,11,38.87,-121.15,
95659,Nicolaus,Sutter,11,38.83,-121.58,
95660,North Highlands,Sacramento,12,38.66,-121.37,
95661,Roseville,Placer,11,38.74,-121.25,
95662,Orangevale,Sacramento,12,38.68,-121.22,
95663,Penryn,Placer,11,38.85,-121.18,
95664,Pilot Hill,El Dorado,12,38.80,-121.04,
95665,Pine Grove,Amador,12,38.38,-120.64,
95666,Pioneer,Amador,16,38.56,-120.17,
95667,Placerville,El Dorado,12,38.73,-120.80,
95668,Pleasant Grove,Sutter,11,38.83,-121.50,
95669,Plymouth,Amador,12,38.46,-120.88,
95670,Rancho Cordova,Sacramento,12,38.60,-121.26,
95672,Rescue,El Dorado,12,38.72,-121.00,
95673,Rio Linda,Sacramento,12,38.68,-121.45,
95674,Rio Oso,Sutter,11,38.95,-121.49,
95677,Rocklin,Placer,11,38.80,-121.24,
95678,Roseville,Placer,11,38.76,-121.28,
95679,Rumsey,Yolo,12,38.90,-122.29,
95681,Sheridan,Placer,11,38.98,-121.35,
95682,Shingle Springs,El Dorado,12,38.61,-120.97,
95683,Sloughhouse,Sacramento,12,38.51,-121.12,
95684,Somerset,El Dorado,12,38.62,-120.62,
95685,Sutter Creek,Amador,12,38.42,-120.75,
95687,Vacaville,Solano,12,38.35,-121.93,
95688,Vacaville,Solano,12,38.41,-122.01,
95689,Volcano,Amador,12,38.48,-120.57,
95690,Walnut Grove,Sacramento,12,38.23,-121.58,
95691,West Sacramento,Yolo,12,38.66,-121.62,
95692,Wheatland,Yuba,11,39.04,-121.39,
95693,Wilton,Sacramento,12,38.39,-121.24,
95694,Winters,Yolo,12,38.56,-121.99,
95695,Woodland,Yolo,12,38.71,-121.85,
95698,Zamora,Yolo,12,38.80,-121.90,
95701,Alta,Placer,16,39.21,-120.79,
95703,Applegate,Placer,11,39.00,-120.99,
95709,Camino,El Dorado,12,38.74,-120.68,
95713,Colfax,Placer,11,39.09,-120.92,
95714,Dutch Flat,Placer,16,39.19,-120.83,
95715,Emigrant Gap,Placer,16,39.25,-120.69,
95717,Gold Run,Placer,16,39.13,-120.83,
95720,Kyburz,El Dorado,16,38.77,-120.26,
95721,Echo Lake,El Dorado,16,38.84,-120.07,
95722,Meadow Vista,Placer,11,39.00,-121.03,
95724,Norden,Nevada,16,39.31,-120.43,
95726,Pollock Pines,El Dorado,16,38.74,-120.57,
95728,Soda Springs,Nevada,16,39.27,-120.41,
95735,Twin Bridges,El Dorado,16,38.83,-120.18,
95742,Rancho Cordova,Sacramento,12,38.57,-121.17,
95746,Granite Bay,Placer,11,38.76,-121.16,
95747,Roseville,Placer,11,38.78,-121.37,
95757,Elk Grove,Sacramento,12,38.35,-121.42,
95758,Elk Grove,Sacramento,12,38.34,-121.42,
95762,El Dorado Hills,El Dorado,12,38.68,-121.05,
95765,Rocklin,Placer,11,38.81,-121.28,
95776,Woodland,Yolo,12,38.69,-121.68,
95811,Sacramento,Sacramento,12,38.59,-121.49,
95814,Sacramento,Sacramento,12,38.58,-121.49,
95815,Sacramento,Sacramento,12,38.60,-121.46,
95816,Sacramento,Sacramento,12,38.57,-121.46,
95817,Sacramento,Sacramento,12,38.55,-121.45,
95818,Sacramento,Sacramento,12,38.55,-121.49,
95819,Sacramento,Sacramento,12,38.56,-121.43,
95820,Sacramento,Sacramento,12,38.53,-121.44,
95821,Sacramento,Sacramento,12,38.62,-121.38,
95822,Sacramento,Sacramento,12,38.51,-121.49,
95823,Sacramento,Sacramento,12,38.47,-121.44,
95824,Sacramento,Sacramento,12,38.51,-121.44,
95825,Sacramento,Sacramento,12,38.58,-121.40,
95826,Sacramento,Sacramento,12,38.54,-121.38,
95827,Sacramento,Sacramento,12,38.55,-121.32,
95828,Sacramento,Sacramento,12,38.48,-121.40,
95829,Sacramento,Sacramento,12,38.48,-121.34,
95830,Sacramento,Sacramento,12,38.49,-121.27,
95831,Sacramento,Sacramento,12,38.49,-121.53,
95832,Sacramento,Sacramento,12,38.43,-121.51,
95833,Sacramento,Sacramento,12,38.61,-121.49,
95834,Sacramento,Sacramento,12,38.64,-121.54,
95835,Sacramento,Sacramento,12,38.69,-121.56,
95836,Sacramento,Sacramento,12,38.71,-121.54,
95837,Sacramento,Sacramento,12,38.69,-121.60,
95838,Sacramento,Sacramento,12,38.64,-121.44,
95841,Sacramento,Sacramento,12,38.66,-121.35,
95842,Sacramento,Sacramento,12,38.68,-121.34,
95843,Sacramento,Sacramento,12,38.71,-121.36,
95864,Sacramento,Sacramento,12,38.58,-121.37,
95901,Marysville,Yuba,11,39.15,-121.47,
95903,Beale AFB,Yuba,11,39.12,-121.39,
95910,Alleghany,Sierra,16,39.46,-120.84,
95912,College City,Colusa,11,39.02,-122.04,
95914,Bangor,Butte,11,39.42,-121.36,
95915,Belden,Plumas,16,40.00,-121.24,
95916,Berry Creek,Butte,16,39.66,-121.38,
95917,Biggs,Butte,11,39.42,-121.67,
95918,Browns Valley,Yuba,11,39.33,-121.33,
95919,Brownsville,Yuba,11,39.43,-121.25,
95920,Butte City,Glenn,11,39.46,-121.93,
95922,Camptonville,Yuba,16,39.42,-121.11,
95923,Canyondam,Plumas,16,40.15,-121.12,
95925,Challenge,Yuba,16,39.47,-121.19,
95926,Chico,Butte,11,39.74,-121.83,
95928,Chico,Butte,11,39.71,-121.81,
95932,Colusa,Colusa,11,39.27,-122.05,
95934,Crescent Mills,Plumas,16,40.07,-120.92,
95935,Dobbins,Yuba,11,39.36,-121.20,
95936,Downieville,Sierra,16,39.58,-120.79,
95937,Dunnigan,Yolo,12,38.88,-122.00,
95938,Durham,Butte,11,39.61,-121.77,
95939,Elk Creek,Glenn,11,39.54,-122.57,
95941,Forbestown,Butte,16,39.51,-121.23,
95942,Forest Ranch,Butte,16,39.97,-121.64,
95943,Glenn,Glenn,11,39.60,-122.02,
95944,Goodyears Bar,Sierra,16,39.51,-120.94,
95945,Grass Valley,Nevada,11,39.18,-120.98,
95946,Penn Valley,Nevada,11,39.18,-121.20,
95947,Greenville,Plumas,16,40.15,-120.84,
95948,Gridley,Butte,11,39.35,-121.76,
95949,Grass Valley,Nevada,11,39.11,-121.12,
95951,Hamilton,Glenn,11,39.72,-122.05,
95953,Live Oaks,Sutter,11,39.23,-121.78,
95954,Magalia,Butte,16,39.84,-121.60,
95955,Maxwell,Colusa,11,39.31,-122.17,
95956,Meadow Valley,Plumas,16,39.92,-121.05,
95957,Meridian,Sutter,11,39.07,-121.84,
95959,Nevada City,Nevada,11,39.34,-120.87,
95960,North San Juan,Nevada,16,39.42,-120.99,
95961,Olivehurst,Yuba,11,39.08,-121.55,
95962,Oregon House,Yuba,11,39.34,-121.23,
95963,Orland,Glenn,11,39.73,-122.33,
95965,Oroville,Butte,11,39.50,-121.67,
95966,Oroville,Butte,11,39.45,-121.39,
95968,Palermo,Butte,11,39.43,-121.55,
95969,Paradise,Butte,11,39.74,-121.61,
95970,Princeton,Colusa,11,39.41,-122.04,
95971,Quincy,Plumas,16,39.96,-121.00,
95972,Rackerby,Yuba,11,39.45,-121.31,
95973,Chico,Butte,11,39.90,-121.83,
95975,Rough and Ready,Nevada,11,39.22,-121.15,
95977,Smartsville,Yuba,11,39.17,-121.29,
95979,Stonyford,Colusa,11,39.27,-122.46,
95981,La Porte,Plumas,16,39.56,-121.10,
95982,Sutter,Sutter,11,39.18,-121.81,
95983,Taylorsville,Plumas,16,40.04,-120.75,
95984,Twain,Plumas,16,40.03,-121.08,
95987,Williams,Colusa,11,39.11,-122.27,
95988,Willows,Glenn,11,39.50,-122.28,
95991,Yuba City,Sutter,11,39.05,-121.61,
95993,Yuba City,Sutter,11,39.05,-121.73,
96001,Redding,Shasta,11,40.60,-122.46,
96002,Redding,Shasta,11,40.52,-122.32,
96003,Redding,Shasta,11,40.68,-122.25,
96006,Adin,Modoc,16,41.15,-120.89,
96007,Anderson,Shasta,11,40.44,-122.35,
96008,Bella Vista,Shasta,11,40.70,-122.09,
96010,Big Bar,Trinity,16,40.81,-123.25,
96013,Burney,Shasta,16,40.94,-121.74,
96014,Callahan,Siskiyou,16,41.36,-122.77,
96015,Canby,Modoc,16,41.44,-120.94,
96016,Cassel,Shasta,16,40.92,-121.57,
96019,Shasta Lake,Shasta,11,40.68,-122.37,
96020,Chester,Plumas,16,40.27,-121.24,
96021,Corning,Tehama,11,39.92,-122.28,
96022,Cottonwood,Shasta,11,40.33,-122.45,
96023,Dorris,Siskiyou,16,41.89,-121.74,
96024,Douglas City,Trinity,16,40.58,-122.86,
96025,Dunsmuir,Siskiyou,16,41.19,-122.26,
96027,Etna,Siskiyou,16,41.41,-123.02,
96028,Fall River Mills,Shasta,16,41.01,-121.47,
96031,Forks of Salmon,Siskiyou,16,41.19,-123.20,
96032,Fort Jones,Siskiyou,16,41.59,-122.96,
96033,French Gulch,Shasta,11,40.73,-122.60,
96034,Gazelle,Siskiyou,16,41.42,-122.67,
96035,Gerber,Tehama,11,40.03,-122.17,
96038,Grenada,Siskiyou,16,41.60,-122.54,
96039,Happy Camp,Siskiyou,16,41.78,-123.47,
96040,Hat Creek,Shasta,16,40.80,-121.46,
96041,Hayford,Trinity,16,40.50,-123.19,
96044,Hornbrook,Siskiyou,16,41.91,-122.49,
96046,Hyampom,Trinity,16,40.60,-123.40,
96047,Igo,Shasta,11,40.46,-122.70,
96048,Junction City,Trinity,16,40.87,-123.10,
96050,Klamath River,Siskiyou,16,41.83,-122.92,
96051,Lakehead,Shasta,11,40.88,-122.38,
96052,Lewiston,Trinity,16,40.78,-122.84,
96054,Lookout,Modoc,16,41.30,-121.10,
96055,Los Molinos,Tehama,11,40.05,-122.07,
96056,McArthur,Shasta,16,41.10,-121.34,
96057,McCloud,Siskiyou,16,41.26,-122.10,
96058,Macdoel,Siskiyou,16,41.74,-121.89,
96059,Manton,Tehama,11,40.41,-121.84,
96062,Millville,Shasta,11,40.56,-122.07,
96063,Mineral,Tehama,16,40.38,-121.57,
96064,Montague,Siskiyou,16,41.76,-122.39,
96065,Montgomery Creek,Shasta,16,40.86,-121.91,
96067,Mt Shasta,Siskiyou,16,41.31,-122.32,
96069,Oak Run,Shasta,11,40.66,-122.03,
96071,Old Station,Shasta,16,40.67,-121.47,
96073,Palo Cedro,Shasta,11,40.56,-122.20,
96075,Paynes Creek,Tehama,16,40.35,-121.86,
96076,Platina,Shasta,16,40.38,-122.91,
96080,Red Bluff,Tehama,11,40.13,-122.43,
96085,Scott Bar,Siskiyou,16,41.73,-123.04,
96086,Seiad Valley,Siskiyou,16,41.86,-123.22,
96087,Shasta,Shasta,11,40.62,-122.50,
96088,Shingletown,Shasta,11,40.50,-121.80,
96091,Trinity Center,Trinity,16,41.05,-122.78,
96093,Weaverville,Trinity,16,40.74,-122.93,
96094,Weed,Siskiyou,16,41.51,-122.36,
96096,Whitmore,Shasta,11,40.63,-121.87,
96097,Yreka,Siskiyou,16,41.75,-122.67,
96101,Alturus,Modoc,16,41.43,-120.53,
96103,Blairsden,Plumas,16,39.78,-120.65,
96104,Cedarville,Modoc,16,41.48,-120.14,
96105,Chilcoot,Plumas,16,39.87,-120.20,
96106,Cilo,Plumas,16,39.72,-120.57,
96107,Coleville,Mono,16,38.47,-119.48,
96108,Davis Creek,Modoc,16,41.75,-120.40,
96109,Doyle,Lassen,16,39.94,-120.06,
96111,Floriston,Nevada,16,39.39,-120.02,
96112,Fort Bidwell,Modoc,16,41.88,-120.11,
96113,Herlong,Lassen,16,40.20,-120.19,
96114,Janesville,Lassen,16,40.28,-120.50,
96115,Lake City,Modoc,16,41.71,-120.23,
96116,Likely,Modoc,16,41.29,-120.44,
96117,Litchfield,Lassen,16,40.51,-120.31,
96118,Loyalton,Sierra,16,39.63,-120.21,
96119,Madeline,Lassen,16,41.05,-120.49,
96120,Markleeville,Alpine,16,38.73,-119.84,
96121,Milford,Lassen,16,40.18,-120.36,
96122,Portola,Plumas,16,39.79,-120.46,
96123,Ravendale,Lassen,16,40.82,-120.28,
96124,Calpine,Sierra,16,39.66,-120.43,
96125,Sierra City,Sierra,16,39.60,-120.65,
96126,Sierraville,Sierra,16,39.57,-120.34,
96128,Standish,Lassen,16,40.35,-120.38,
96130,Susanville,Lassen,16,40.57,-120.61,
96132,Termo,Lassen,16,40.94,-120.64,
96133,Topaz,Mono,16,38.64,-119.48,
96134,Tulelake,Siskiyou,16,41.80,-121.46,
96135,Vinton,Plumas,16,39.71,-120.21,
96136,Wendel,Lassen,16,40.31,-120.20,
96137,Westwood,Lassen,16,40.26,-121.02,
96140,Carnelian Bay,Placer,16,39.22,-120.08,
96141,Homewood,Placer,16,39.10,-120.19,
96142,Tahoma,El Dorado,16,39.02,-120.14,
96143,Kings Beach,Placer,16,39.24,-120.04,
96145,Sunnyside-Tahoe City,Placer,16,39.18,-120.14,
96146,Squaw Valley,Placer,16,39.19,-120.22,
96148,Tahoe Vista,Placer,16,39.24,-120.05,
96150,South Lake Tahoe,El Dorado,16,38.84,-120.01,
96161,Truckee,Nevada,16,39.33,-120.24,
96162,Truckee,Nevada,16,39.30,-120.31,
*,unknown,unknown,0,0.00,0.00,
ENDTABLE,,,,,,
