TABLE OffSmlS901GElectric020032TrmlUnit,,,,,,,,,,,,
Perim4ZnSupplyFan,BaseSys4 Fan-5,ConstantVolume,BaseAirSys4-5,Perimeter_ZN_4 Thermal Zone,751.375,-99996,0.65,BrakeHorsePower,3.877,0.75,InAirStream,0.855
ENDTABLE,,,,,,,,,,,,
TABLE OffSmlS901GElectric020032OACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
CoreZnOAControl,BaseSys4 OACtrl,DifferentialDryBulb,BaseAirSys4,Integrated,,,,,,,,
Perime1OAControl,BaseSys4 OACtrl-2,DifferentialDryBulb,BaseAirSys4-2,Integrated,,,,,,,,
Perim2OAControl,BaseSys4 OACtrl-3,DifferentialDryBulb,BaseAirSys4-3,Integrated,,,,,,,,
Perim3 OAControl,BaseSys4 OACtrl-4,DifferentialDryBulb,BaseAirSys4-4,Integrated,,,,,,,,
Perim4 OAControl,BaseSys4 OACtrl-5,DifferentialDryBulb,BaseAirSys4-5,Integrated,,,,,,,,
ENDTABLE,,,,,,,,,,,,
