TABLE RetlMedCECStd13050012TrmlUnit,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,
;,,,,,(cfm),(cfm),( cfm),,,,,
BaseVAVTrmlUnit,BaseVAVBox TrmlUnit,VAVReheatBox,BaseAirSys5,Back_Space Thermal Zone,3806.342,761.268,1903.171,DualMaximum,,,,
BaseVAVTrmlUnit-2,BaseVAVBox TrmlUnit-2,VAVReheatBox,BaseAirSys5,Core_Retail Thermal Zone,23474.486,4694.897,11737.243,DualMaximum,,,,
BaseVAVTrmlUnit-3,BaseVAVBox TrmlUnit-3,VAVReheatBox,BaseAirSys5,Front_Retail Thermal Zone,1964.191,392.838,982.096,DualMaximum,,,,
BaseVAVTrmlUnit-4,BaseVAVBox TrmlUnit-4,VAVReheatBox,BaseAirSys5,Point_Of_Sale Thermal Zone,1954.68,390.936,977.34,DualMaximum,,,,
ENDTABLE,,,,,,,,,,,,
TABLE RetlMedCECStd13050012CoilClg,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,DXSEER,DXEER,NumClgStages,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,
BaseSys5 CoilClg,BaseSys5 CoilClg,DirectExpansion,BaseAirSys5,NONE,1003716.25,1047187.813,-99996,-99996,9.5,2,,
ENDTABLE,,,,,,,,,,,,
TABLE RetlMedCECStd13050012CoilHtg,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,
BaseSys5 CoilHtg,BaseSys5 CoilHtg,HotWater,BaseAirSys5,NONE,100470.273,100470.273,5.02161,-99996,-99996,,,
BaseVAVReheatCoil,BaseVAVBox CoilHtg,HotWater,BaseAirSys5,Back_Space Thermal Zone,130386.688,130386.688,6.51686,-99996,-99996,,,
BaseVAVReheatCoil-2,BaseVAVBox CoilHtg-2,HotWater,BaseAirSys5,Core_Retail Thermal Zone,492032.125,492032.125,24.59226,-99996,-99996,,,
BaseVAVReheatCoil-3,BaseVAVBox CoilHtg-3,HotWater,BaseAirSys5,Front_Retail Thermal Zone,62851.988,62851.988,3.14141,-99996,-99996,,,
BaseVAVReheatCoil-4,BaseVAVBox CoilHtg-4,HotWater,BaseAirSys5,Point_Of_Sale Thermal Zone,62840.539,62840.539,3.14083,-99996,-99996,,,
ENDTABLE,,,,,,,,,,,,
TABLE RetlMedCECStd13050012Fan,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrHP,MtrPos,MtrEff
;,,,,,(cfm),(cfm),,,(inH2O),( hp),,
BaseSys5 Fan,BaseSys5 Fan,VariableSpeedDrive,BaseAirSys5,NONE,35608.898,6239.94,0.62,StaticPressure,4,40,InAirStream,0.941
BaseSys5 ReliefFan,BaseRelief Fan,VariableSpeedDrive,BaseAirSys5,NONE,34380.742,0,0.5,StaticPressure,1,15,InAirStream,0.924
ENDTABLE,,,,,,,,,,,,
TABLE RetlMedCECStd13050012OACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
BaseSys5 OACtrl,BaseSys5 OACtrl,DifferentialDryBulb,BaseAirSys5,Integrated,,,,,,,,
ENDTABLE,,,,,,,,,,,,
