TABLE OffMedCECStd13030012STrmlUnit,,,,,,,,,,,,
PerimeterBottom4ReheatCoil,BaseVAVBox CoilHtg-5,HotWater,BaseAirSys5,Perimeter_bot_ZN_4 Thermal Zone,29580.289,29580.289,1.47845,-99996,-99996,,,
CoreMidReheatCoil,BaseVAVBox CoilHtg-6,HotWater,BaseAirSys5-2,Core_mid Thermal Zone,110228.188,110228.188,5.50932,-99996,-99996,,,
PerimeterMid1ReheatCoil,BaseVAVBox CoilHtg-7,HotWater,BaseAirSys5-2,Perimeter_mid_ZN_1 Thermal Zone,50910.387,50910.387,2.54455,-99996,-99996,,,
PerimeterMid2ReheatCoil,BaseVAVBox CoilHtg-8,HotWater,BaseAirSys5-2,Perimeter_mid_ZN_2 Thermal Zone,32690.701,32690.701,1.63391,-99996,-99996,,,
PerimeterMid3ReheatCoil,BaseVAVBox CoilHtg-9,HotWater,BaseAirSys5-2,Perimeter_mid_ZN_3 Thermal Zone,39418.664,39418.664,1.97018,-99996,-99996,,,
PerimeterMid4ReheatCoil,BaseVAVBox CoilHtg-10,HotWater,BaseAirSys5-2,Perimeter_mid_ZN_4 Thermal Zone,34194.273,34194.273,1.70906,-99996,-99996,,,
CoreTopReheatCoil,BaseVAVBox CoilHtg-11,HotWater,BaseAirSys5-3,Core_top Thermal Zone,175677.344,175677.344,8.78053,-99996,-99996,,,
PerimeterTop1ReheatCoil,BaseVAVBox CoilHtg-12,HotWater,BaseAirSys5-3,Perimeter_top_ZN_1 Thermal Zone,57655.488,57655.488,2.88168,-99996,-99996,,,
PerimeterTop2ReheatCoil,BaseVAVBox CoilHtg-13,HotWater,BaseAirSys5-3,Perimeter_top_ZN_2 Thermal Zone,36187.488,36187.488,1.80869,-99996,-99996,,,
PerimeterTop3ReheatCoil,BaseVAVBox CoilHtg-14,HotWater,BaseAirSys5-3,Perimeter_top_ZN_3 Thermal Zone,51162.652,51162.652,2.55716,-99996,-99996,,,
PerimeterTop4ReheatCoil,BaseVAVBox CoilHtg-15,HotWater,BaseAirSys5-3,Perimeter_top_ZN_4 Thermal Zone,39424.887,39424.887,1.9705,-99996,-99996,,,
ENDTABLE,,,,,,,,,,,,
TABLE OffMedCECStd13030012SFan,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrHP,MtrPos,MtrEff
;,,,,,(cfm),(cfm),,,(inH2O),( hp),,
BottomVAV SupplyFan,BaseSys5 Fan,VariableSpeedDrive,BaseAirSys5,NONE,14709.649,2885.444,0.62,StaticPressure,4,15,InAirStream,0.924
MidVAV SupplyFan,BaseSys5 Fan-2,VariableSpeedDrive,BaseAirSys5-2,NONE,15146.581,3130.49,0.62,StaticPressure,4,20,InAirStream,0.93
TopVAV SupplyFan,BaseSys5 Fan-3,VariableSpeedDrive,BaseAirSys5-3,NONE,15408.861,3195.482,0.62,StaticPressure,4,20,InAirStream,0.93
Bottom VAV Relief Fan,BaseRelief Fan,VariableSpeedDrive,BaseAirSys5,NONE,13815.854,0,0.5,StaticPressure,1,5,InAirStream,0.895
Mid VAV Relief Fan,BaseRelief Fan-2,VariableSpeedDrive,BaseAirSys5-2,NONE,14252.785,0,0.5,StaticPressure,1,5,InAirStream,0.895
Top VAV Relief Fan,BaseRelief Fan-3,VariableSpeedDrive,BaseAirSys5-3,NONE,14515.065,0,0.5,StaticPressure,1,5,InAirStream,0.895
ENDTABLE,,,,,,,,,,,,
TABLE OffMedCECStd13030012SOACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
BottomVAV Economizer,BaseSys5 OACtrl,DifferentialDryBulb,BaseAirSys5,Integrated,,,,,,,,
MidVAV OACtrl,BaseSys5 OACtrl-2,DifferentialDryBulb,BaseAirSys5-2,Integrated,,,,,,,,
Top VAV OACtrl,BaseSys5 OACtrl-3,DifferentialDryBulb,BaseAirSys5-3,Integrated,,,,,,,,
ENDTABLE,,,,,,,,,,,,
