TABLE OffSmlCECStd13020012STrmlUnit,,,,,,,,,,,,
CoreZnSupplyFan,BaseSys3 Fan,ConstantVolume,BaseAirSys3,Core_ZN Thermal Zone,1160.504,-99996,0.5,StaticPressure,2.5,1,InAirStream,0.855
Perim1ZnSupplyFan,BaseSys3 Fan-2,ConstantVolume,BaseAirSys3-2,Perimeter_ZN_1 Thermal Zone,1133.371,-99996,0.5,StaticPressure,2.5,1,InAirStream,0.855
Perim2ZnSupplyFan,BaseSys3 Fan-3,ConstantVolume,BaseAirSys3-3,Perimeter_ZN_2 Thermal Zone,668.61,-99996,0.5,StaticPressure,2.5,0.75,InAirStream,0.855
Perim3ZnSupplyFan,BaseSys3 Fan-4,ConstantVolume,BaseAirSys3-4,Perimeter_ZN_3 Thermal Zone,954.455,-99996,0.5,StaticPressure,2.5,1,InAirStream,0.855
Perim4ZnSupplyFan,BaseSys3 Fan-5,ConstantVolume,BaseAirSys3-5,Perimeter_ZN_4 Thermal Zone,765.939,-99996,0.5,StaticPressure,2.5,0.75,InAirStream,0.855
ENDTABLE,,,,,,,,,,,,
TABLE OffSmlCECStd13020012SOACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
CoreZnOAControl,BaseSys3 OACtrl,NoEconomizer,BaseAirSys3,UNDEFINED,,,,,,,,
Perime1OAControl,BaseSys3 OACtrl-2,NoEconomizer,BaseAirSys3-2,UNDEFINED,,,,,,,,
Perim2OAControl,BaseSys3 OACtrl-3,NoEconomizer,BaseAirSys3-3,UNDEFINED,,,,,,,,
Perim3 OAControl,BaseSys3 OACtrl-4,NoEconomizer,BaseAirSys3-4,UNDEFINED,,,,,,,,
Perim4 OAControl,BaseSys3 OACtrl-5,NoEconomizer,BaseAirSys3-5,UNDEFINED,,,,,,,,
ENDTABLE,,,,,,,,,,,,
