TABLE RetlLrgCECStd13090012TrmlUnit,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,
Back_Storage_CoilClg,BaseSys7 CoilClg-3,DirectExpansion,BaseAirSys7-3,Back_Storage Zone,327806.563,342004.063,-99996,-99996,9.8,2,,
Main_Entry_CoilClg,BaseSys7 CoilClg-4,DirectExpansion,BaseAirSys7-4,Main_Entry Zone,297890.156,310791.969,-99996,-99996,9.8,2,,
Registers/Aisle_CoilClg,BaseSys7 CoilClg-5,DirectExpansion,BaseAirSys7-5,Registers/Aisle Zone,514695.781,536987.563,-99996,-99996,9.8,2,,
Restroom_1_CoilClg,BaseSys7 CoilClg-6,DirectExpansion,BaseAirSys7-6,Restroom_1 Zone,95817.711,99967.633,-99996,-99996,11,2,,
Restroom_2_CoilClg,BaseSys7 CoilClg-7,DirectExpansion,BaseAirSys7-7,Restroom_2 Zone,95908.734,100062.602,-99996,-99996,11,2,,
Side_Entry_1_CoilClg,BaseSys7 CoilClg-8,DirectExpansion,BaseAirSys7-8,Side_Entry_1 Zone,301742.688,314811.344,-99996,-99996,9.8,2,,
Side_Entry_2_CoilClg,BaseSys7 CoilClg-9,DirectExpansion,BaseAirSys7-9,Side_Entry_2 Zone,311155.063,324631.375,-99996,-99996,9.8,2,,
Side_Shelving_East_CoilClg,BaseSys7 CoilClg-10,DirectExpansion,BaseAirSys7-10,Side_Shelving_East Zone,513563.969,535806.75,-99996,-99996,9.8,2,,
Side_Shelving_West_CoilClg,BaseSys7 CoilClg-11,DirectExpansion,BaseAirSys7-11,Side_Shelving_West Zone,513190.781,535417.375,-99996,-99996,9.8,2,,
Side_Storage_1_CoilClg,BaseSys7 CoilClg-12,DirectExpansion,BaseAirSys7-12,Side_Storage_1 Zone,296487.656,309328.719,-99996,-99996,9.8,2,,
Side_Storage_2_CoilClg,BaseSys7 CoilClg-13,DirectExpansion,BaseAirSys7-13,Side_Storage_2 Zone,136576.578,142491.797,-99996,-99996,10.8,2,,
ENDTABLE,,,,,,,,,,,,
TABLE RetlLrgCECStd13090012CoilHtg,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,
Back_Office_CoilHtg,BaseSys7 CoilHtg,Furnace,BaseAirSys7,Back_Office Zone,79525.984,79525.984,0,0.78,0.8,,,
Back_Shelving/Refrig_CoilHtg,BaseSys7 CoilHtg-2,Furnace,BaseAirSys7-2,Back_Shelving/Refrig Zone,374164.094,374164.094,0,-99996,0.8,,,
Back_Storage_CoilHtg,BaseSys7 CoilHtg-3,Furnace,BaseAirSys7-3,Back_Storage Zone,290054.125,290054.125,0,-99996,0.8,,,
Main_Entry_CoilHtg,BaseSys7 CoilHtg-4,Furnace,BaseAirSys7-4,Main_Entry Zone,327419.313,327419.313,0,-99996,0.8,,,
Registers/Aisle_CoilHtg,BaseSys7 CoilHtg-5,Furnace,BaseAirSys7-5,Registers/Aisle Zone,474965.188,474965.188,0,-99996,0.8,,,
Restroom_1_CoilHtg,BaseSys7 CoilHtg-6,Furnace,BaseAirSys7-6,Restroom_1 Zone,77836.297,77836.297,0,0.78,0.8,,,
Restroom_2_CoilHtg,BaseSys7 CoilHtg-7,Furnace,BaseAirSys7-7,Restroom_2 Zone,77860.852,77860.852,0,0.78,0.8,,,
Side_Entry_1_CoilHtg,BaseSys7 CoilHtg-8,Furnace,BaseAirSys7-8,Side_Entry_1 Zone,329594.125,329594.125,0,-99996,0.8,,,
Side_Entry_2_CoilHtg,BaseSys7 CoilHtg-9,Furnace,BaseAirSys7-9,Side_Entry_2 Zone,335086.438,335086.438,0,-99996,0.8,,,
Side_Shelving_East_CoilHtg,BaseSys7 CoilHtg-10,Furnace,BaseAirSys7-10,Side_Shelving_East Zone,474119.656,474119.656,0,-99996,0.8,,,
Side_Shelving_West_CoilHtg,BaseSys7 CoilHtg-11,Furnace,BaseAirSys7-11,Side_Shelving_West Zone,474172.938,474172.938,0,-99996,0.8,,,
Side_Storage_1_CoilHtg,BaseSys7 CoilHtg-12,Furnace,BaseAirSys7-12,Side_Storage_1 Zone,262788.094,262788.094,0,-99996,0.8,,,
Side_Storage_2_CoilHtg,BaseSys7 CoilHtg-13,Furnace,BaseAirSys7-13,Side_Storage_2 Zone,114669.406,114669.406,0,0.78,0.8,,,
ENDTABLE,,,,,,,,,,,,
TABLE RetlLrgCECStd13090012Fan,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrHP,MtrPos,MtrEff
;,,,,,(cfm),(cfm),,,(inH2O),( hp),,
Back_Office_SupplyFan,BaseSys7 Fan,VariableSpeedDrive,BaseAirSys7,Back_Office Zone,3655.915,1827.958,0.6,StaticPressure,3,3,InAirStream,0.895
Back_Shelving/Refrig_SupplyFan,BaseSys7 Fan-2,VariableSpeedDrive,BaseAirSys7-2,Back_Shelving/Refrig Zone,14366.333,7183.167,0.62,StaticPressure,3.5,15,InAirStream,0.924
Back_Storage_SupplyFan,BaseSys7 Fan-3,VariableSpeedDrive,BaseAirSys7-3,Back_Storage Zone,11749.224,5874.612,0.62,StaticPressure,3.5,15,InAirStream,0.924
Main_Entry_SupplyFan,BaseSys7 Fan-4,VariableSpeedDrive,BaseAirSys7-4,Main_Entry Zone,10205.657,5102.829,0.62,StaticPressure,3.5,10,InAirStream,0.917
Registers/Aisle_SupplyFan,BaseSys7 Fan-5,VariableSpeedDrive,BaseAirSys7-5,Registers/Aisle Zone,18457.719,9228.859,0.62,StaticPressure,3.5,20,InAirStream,0.93
Restroom_1_SupplyFan,BaseSys7 Fan-6,VariableSpeedDrive,BaseAirSys7-6,Restroom_1 Zone,3372.24,1686.12,0.6,StaticPressure,3,3,InAirStream,0.895
Restroom_2_SupplyFan,BaseSys7 Fan-7,VariableSpeedDrive,BaseAirSys7-7,Restroom_2 Zone,3373.87,1686.935,0.6,StaticPressure,3,3,InAirStream,0.895
Side_Entry_1_SupplyFan,BaseSys7 Fan-8,VariableSpeedDrive,BaseAirSys7-8,Side_Entry_1 Zone,10361.9,5180.95,0.62,StaticPressure,3.5,10,InAirStream,0.917
Side_Entry_2_SupplyFan,BaseSys7 Fan-9,VariableSpeedDrive,BaseAirSys7-9,Side_Entry_2 Zone,10715.672,5357.836,0.62,StaticPressure,3.5,10,InAirStream,0.917
Side_Shelving_East_SupplyFan,BaseSys7 Fan-10,VariableSpeedDrive,BaseAirSys7-10,Side_Shelving_East Zone,18417.131,9208.565,0.62,StaticPressure,3.5,20,InAirStream,0.93
Side_Shelving_West_SupplyFan,BaseSys7 Fan-11,VariableSpeedDrive,BaseAirSys7-11,Side_Shelving_West Zone,18403.746,9201.873,0.62,StaticPressure,3.5,20,InAirStream,0.93
Side_Storage_1_SupplyFan,BaseSys7 Fan-12,VariableSpeedDrive,BaseAirSys7-12,Side_Storage_1 Zone,10619.871,5309.936,0.62,StaticPressure,3.5,10,InAirStream,0.917
Side_Storage_2_SupplyFan,BaseSys7 Fan-13,VariableSpeedDrive,BaseAirSys7-13,Side_Storage_2 Zone,4930.685,2465.342,0.6,StaticPressure,3,5,InAirStream,0.895
Back_Office_ReliefFan,BaseRelief Fan,VariableSpeedDrive,BaseAirSys7,Back_Office Zone,3505.915,0,0.4,StaticPressure,0.75,1.5,InAirStream,0.865
Back_Shelving/Refrig_ReliefFan,BaseRelief Fan-2,VariableSpeedDrive,BaseAirSys7-2,Back_Shelving/Refrig Zone,12016.333,0,0.5,StaticPressure,1,5,InAirStream,0.895
Back_Storage_ReliefFan,BaseRelief Fan-3,VariableSpeedDrive,BaseAirSys7-3,Back_Storage Zone,10339.224,0,0.5,StaticPressure,1,5,InAirStream,0.895
Main_Entry_ReliefFan,BaseRelief Fan-4,VariableSpeedDrive,BaseAirSys7-4,Main_Entry Zone,9868.157,0,0.4,StaticPressure,0.75,3,InAirStream,0.895
Registers/Aisle_ReliefFan,BaseRelief Fan-5,VariableSpeedDrive,BaseAirSys7-5,Registers/Aisle Zone,15532.719,0,0.5,StaticPressure,1,5,InAirStream,0.895
Restroom_1_ReliefFan,BaseRelief Fan-6,VariableSpeedDrive,BaseAirSys7-6,Restroom_1 Zone,3203.49,0,0.4,StaticPressure,0.75,1,InAirStream,0.855
Restroom_2_ReliefFan,BaseRelief Fan-7,VariableSpeedDrive,BaseAirSys7-7,Restroom_2 Zone,3205.12,0,0.4,StaticPressure,0.75,1,InAirStream,0.855
Side_Entry_1_ReliefFan,BaseRelief Fan-8,VariableSpeedDrive,BaseAirSys7-8,Side_Entry_1 Zone,10024.4,0,0.5,StaticPressure,1,5,InAirStream,0.895
Side_Entry_2_ReliefFan,BaseRelief Fan-9,VariableSpeedDrive,BaseAirSys7-9,Side_Entry_2 Zone,10378.172,0,0.5,StaticPressure,1,5,InAirStream,0.895
Side_Shelving_East_ReliefFan,BaseRelief Fan-10,VariableSpeedDrive,BaseAirSys7-10,Side_Shelving_East Zone,16954.631,0,0.5,StaticPressure,1,7.5,InAirStream,0.917
Side_Shelving_West_ReliefFan,BaseRelief Fan-11,VariableSpeedDrive,BaseAirSys7-11,Side_Shelving_West Zone,16941.246,0,0.5,StaticPressure,1,7.5,InAirStream,0.917
Side_Storage_1_ReliefFan,BaseRelief Fan-12,VariableSpeedDrive,BaseAirSys7-12,Side_Storage_1 Zone,9979.871,0,0.4,StaticPressure,0.75,3,InAirStream,0.895
Side_Storage_2_ReliefFan,BaseRelief Fan-13,VariableSpeedDrive,BaseAirSys7-13,Side_Storage_2 Zone,4680.685,0,0.4,StaticPressure,0.75,1.5,InAirStream,0.865
ENDTABLE,,,,,,,,,,,,
TABLE RetlLrgCECStd13090012OACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
Back_Office_OACtrl,BaseSys7 OACtrl,DifferentialDryBulb,BaseAirSys7,Integrated,,,,,,,,
Back_Shelving/Refrig_OACtrl,BaseSys7 OACtrl-2,DifferentialDryBulb,BaseAirSys7-2,Integrated,,,,,,,,
Back_Storage_OACtrl,BaseSys7 OACtrl-3,DifferentialDryBulb,BaseAirSys7-3,Integrated,,,,,,,,
Main_Entry_OACtrl,BaseSys7 OACtrl-4,DifferentialDryBulb,BaseAirSys7-4,Integrated,,,,,,,,
Registers/Aisle_OACtrl,BaseSys7 OACtrl-5,DifferentialDryBulb,BaseAirSys7-5,Integrated,,,,,,,,
Restroom_1_OACtrl,BaseSys7 OACtrl-6,DifferentialDryBulb,BaseAirSys7-6,Integrated,,,,,,,,
Restroom_2_OACtrl,BaseSys7 OACtrl-7,DifferentialDryBulb,BaseAirSys7-7,Integrated,,,,,,,,
Side_Entry_1_OACtrl,BaseSys7 OACtrl-8,DifferentialDryBulb,BaseAirSys7-8,Integrated,,,,,,,,
Side_Entry_2_OACtrl,BaseSys7 OACtrl-9,DifferentialDryBulb,BaseAirSys7-9,Integrated,,,,,,,,
Side_Shelving_East_OACtrl,BaseSys7 OACtrl-10,DifferentialDryBulb,BaseAirSys7-10,Integrated,,,,,,,,
Side_Shelving_West_OACtrl,BaseSys7 OACtrl-11,DifferentialDryBulb,BaseAirSys7-11,Integrated,,,,,,,,
Side_Storage_1_OACtrl,BaseSys7 OACtrl-12,DifferentialDryBulb,BaseAirSys7-12,Integrated,,,,,,,,
Side_Storage_2_OACtrl,BaseSys7 OACtrl-13,DifferentialDryBulb,BaseAirSys7-13,Integrated,,,,,,,,
ENDTABLE,,,,,,,,,,,,
