TABLE OffMedCECStd13030012TrmlUnit,,,,,,,,,,,,
CoreMidReheatCoil,BaseVAVBox CoilHtg-6,HotWater,BaseAirSys5-2,Core_mid Thermal Zone,110294.18,110294.18,5.51261,-99996,-99996,,,
PerimeterMid1ReheatCoil,BaseVAVBox CoilHtg-7,HotWater,BaseAirSys5-2,Perimeter_mid_ZN_1 Thermal Zone,51050.852,51050.852,2.55157,-99996,-99996,,,
PerimeterMid2ReheatCoil,BaseVAVBox CoilHtg-8,HotWater,BaseAirSys5-2,Perimeter_mid_ZN_2 Thermal Zone,32741,32741,1.63643,-99996,-99996,,,
PerimeterMid3ReheatCoil,BaseVAVBox CoilHtg-9,HotWater,BaseAirSys5-2,Perimeter_mid_ZN_3 Thermal Zone,39567.273,39567.273,1.97761,-99996,-99996,,,
PerimeterMid4ReheatCoil,BaseVAVBox CoilHtg-10,HotWater,BaseAirSys5-2,Perimeter_mid_ZN_4 Thermal Zone,34297.086,34297.086,1.7142,-99996,-99996,,,
CoreTopReheatCoil,BaseVAVBox CoilHtg-11,HotWater,BaseAirSys5-3,Core_top Thermal Zone,175779.703,175779.703,8.78565,-99996,-99996,,,
PerimeterTop1ReheatCoil,BaseVAVBox CoilHtg-12,HotWater,BaseAirSys5-3,Perimeter_top_ZN_1 Thermal Zone,57778.223,57778.223,2.88781,-99996,-99996,,,
PerimeterTop2ReheatCoil,BaseVAVBox CoilHtg-13,HotWater,BaseAirSys5-3,Perimeter_top_ZN_2 Thermal Zone,36257.824,36257.824,1.8122,-99996,-99996,,,
PerimeterTop3ReheatCoil,BaseVAVBox CoilHtg-14,HotWater,BaseAirSys5-3,Perimeter_top_ZN_3 Thermal Zone,51259.551,51259.551,2.562,-99996,-99996,,,
PerimeterTop4ReheatCoil,BaseVAVBox CoilHtg-15,HotWater,BaseAirSys5-3,Perimeter_top_ZN_4 Thermal Zone,39503.137,39503.137,1.97441,-99996,-99996,,,
ENDTABLE,,,,,,,,,,,,
TABLE OffMedCECStd13030012Fan,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrHP,MtrPos,MtrEff
;,,,,,(cfm),(cfm),,,(inH2O),( hp),,
BottomVAV SupplyFan,BaseSys5 Fan,VariableSpeedDrive,BaseAirSys5,NONE,14717.217,2887.56,0.62,StaticPressure,4,15,InAirStream,0.924
MidVAV SupplyFan,BaseSys5 Fan-2,VariableSpeedDrive,BaseAirSys5-2,NONE,15146.34,3132.207,0.62,StaticPressure,4,20,InAirStream,0.93
TopVAV SupplyFan,BaseSys5 Fan-3,VariableSpeedDrive,BaseAirSys5-3,NONE,15426.894,3197.256,0.62,StaticPressure,4,20,InAirStream,0.93
Bottom VAV Relief Fan,BaseRelief Fan,VariableSpeedDrive,BaseAirSys5,NONE,13823.42,0,0.5,StaticPressure,1,5,InAirStream,0.895
Mid VAV Relief Fan,BaseRelief Fan-2,VariableSpeedDrive,BaseAirSys5-2,NONE,14252.543,0,0.5,StaticPressure,1,5,InAirStream,0.895
Top VAV Relief Fan,BaseRelief Fan-3,VariableSpeedDrive,BaseAirSys5-3,NONE,14533.097,0,0.5,StaticPressure,1,5,InAirStream,0.895
ENDTABLE,,,,,,,,,,,,
TABLE OffMedCECStd13030012OACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
BottomVAV Economizer,BaseSys5 OACtrl,DifferentialDryBulb,BaseAirSys5,Integrated,,,,,,,,
MidVAV OACtrl,BaseSys5 OACtrl-2,DifferentialDryBulb,BaseAirSys5-2,Integrated,,,,,,,,
Top VAV OACtrl,BaseSys5 OACtrl-3,DifferentialDryBulb,BaseAirSys5-3,Integrated,,,,,,,,
ENDTABLE,,,,,,,,,,,,
