;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
42402,7.0884,1.8200,4.4990,6.9957,1.8200,4.4990,7.0558,1.8200,4.4990,7.0145,1.8200,4.4990,7.0640,1.8200,4.4990,6.8169,1.8213,4.4990,6.9542,1.8168,4.4990,6.7291,1.8213,4.4990,6.7012,1.8213,4.4990,6.6995,1.8213,4.4990,7.0041,1.8200,4.4990,7.0118,1.8200,4.4990,7.0506,1.8200,4.4990,6.7583,1.8213,4.4990,6.7778,1.8213,4.4990,7.0849,1.8213,4.4990
42403,7.0883,1.8200,4.4990,6.9955,1.8200,4.4990,7.0556,1.8200,4.4990,7.0144,1.8200,4.4990,7.0638,1.8200,4.4990,6.7848,1.8213,4.4990,6.9221,1.8168,4.4990,6.6969,1.8213,4.4990,6.6690,1.8213,4.4990,6.6673,1.8213,4.4990,7.0039,1.8200,4.4990,7.0117,1.8200,4.4990,7.0504,1.8200,4.4990,6.7261,1.8213,4.4990,6.7456,1.8213,4.4990,7.0527,1.8213,4.4990
42404,7.0882,1.8200,4.4990,6.9954,1.8200,4.4990,7.0555,1.8200,4.4990,7.0143,1.8200,4.4990,7.0637,1.8200,4.4990,6.7807,1.8213,4.4990,6.9181,1.8168,4.4990,6.6929,1.8213,4.4990,6.6650,1.8213,4.4990,6.6633,1.8213,4.4990,7.0038,1.8200,4.4990,7.0116,1.8200,4.4990,7.0503,1.8200,4.4990,6.7221,1.8213,4.4990,6.7415,1.8213,4.4990,7.0487,1.8213,4.4990
42405,7.0881,1.8200,4.4990,6.9954,1.8200,4.4990,7.0555,1.8200,4.4990,7.0142,1.8200,4.4990,7.0637,1.8200,4.4990,6.7869,1.8213,4.4990,6.9242,1.8168,4.4990,6.6990,1.8213,4.4990,6.6711,1.8213,4.4990,6.6694,1.8213,4.4990,7.0038,1.8200,4.4990,7.0115,1.8200,4.4990,7.0503,1.8200,4.4990,6.7282,1.8213,4.4990,6.7477,1.8213,4.4990,7.0548,1.8213,4.4990
42406,7.0883,1.8200,4.4990,6.9956,1.8200,4.4990,7.0556,1.8200,4.4990,7.0144,1.8200,4.4990,7.0638,1.8200,4.4990,6.8039,1.8213,4.4990,6.9412,1.8168,4.4990,6.7161,1.8213,4.4990,6.6881,1.8213,4.4990,6.6864,1.8213,4.4990,7.0040,1.8200,4.4990,7.0117,1.8200,4.4990,7.0505,1.8200,4.4990,6.7452,1.8213,4.4990,6.7647,1.8213,4.4990,7.0718,1.8213,4.4990
42407,7.0909,1.8200,4.4990,6.9982,1.8200,4.4990,7.0583,1.8200,4.4990,7.0170,1.8200,4.4990,7.0665,1.8200,4.4990,6.8180,1.8213,4.4990,6.9552,1.8168,4.4990,6.7302,1.8213,4.4990,6.7022,1.8213,4.4990,6.7006,1.8213,4.4990,7.0066,1.8200,4.4990,7.0143,1.8200,4.4990,7.0531,1.8200,4.4990,6.7594,1.8213,4.4990,6.7788,1.8213,4.4990,7.0860,1.8213,4.4990
42408,7.1347,1.8200,4.4990,7.0420,1.8200,4.4990,7.1021,1.8200,4.4990,7.0608,1.8200,4.4990,7.1103,1.8200,4.4990,6.7187,1.8213,4.4990,6.8589,1.8168,4.4990,6.6309,1.8213,4.4990,6.6029,1.8213,4.4990,6.6012,1.8213,4.4990,7.0504,1.8200,4.4990,7.0582,1.8200,4.4990,7.0969,1.8200,4.4990,6.6600,1.8213,4.4990,6.6795,1.8213,4.4990,6.9866,1.8213,4.4990
42409,7.1308,1.8200,4.4990,7.0380,1.8200,4.4990,7.0981,1.8200,4.4990,7.0569,1.8200,4.4990,7.1063,1.8200,4.4990,6.3156,1.8213,4.4990,6.4562,1.8168,4.4990,6.2277,1.8213,4.4990,6.1998,1.8213,4.4990,6.1981,1.8213,4.4990,7.0464,1.8200,4.4990,7.0542,1.8200,4.4990,7.0929,1.8200,4.4990,6.2569,1.8213,4.4990,6.2764,1.8213,4.4990,6.5835,1.8213,4.4990
42410,6.7212,1.8200,4.4990,6.6284,1.8200,4.4990,6.6885,1.8200,4.4990,6.6473,1.8200,4.4990,6.6967,1.8200,4.4990,6.1707,1.8213,4.4990,6.3115,1.8168,4.4990,6.0829,1.8213,4.4990,6.0549,1.8213,4.4990,6.0533,1.8213,4.4990,6.6368,1.8200,4.4990,6.6446,1.8200,4.4990,6.6833,1.8200,4.4990,6.1121,1.8213,4.4990,6.1315,1.8213,4.4990,6.4387,1.8213,4.4990
42411,6.6623,1.8200,4.4990,6.5695,1.8200,4.4990,6.6296,1.8200,4.4990,6.5883,1.8200,4.4990,6.6378,1.8200,4.4990,6.3224,1.8213,4.4990,6.4630,1.8168,4.4990,6.2346,1.8213,4.4990,6.2067,1.8213,4.4990,6.2050,1.8213,4.4990,6.5779,1.8200,4.4990,6.5857,1.8200,4.4990,6.6244,1.8200,4.4990,6.2638,1.8213,4.4990,6.2832,1.8213,4.4990,6.5904,1.8213,4.4990
42412,6.6610,1.8200,4.4990,6.5683,1.8200,4.4990,6.6284,1.8200,4.4990,6.5871,1.8200,4.4990,6.6365,1.8200,4.4990,6.3244,1.8213,4.4990,6.4651,1.8168,4.4990,6.2366,1.8213,4.4990,6.2087,1.8213,4.4990,6.2070,1.8213,4.4990,6.5767,1.8200,4.4990,6.5844,1.8200,4.4990,6.6232,1.8200,4.4990,6.2658,1.8213,4.4990,6.2853,1.8213,4.4990,6.5924,1.8213,4.4990
42413,6.8279,1.8200,4.4990,6.7351,1.8200,4.4990,6.7952,1.8200,4.4990,6.7540,1.8200,4.4990,6.8034,1.8200,4.4990,6.4774,1.8213,4.4990,6.6179,1.8168,4.4990,6.3896,1.8213,4.4990,6.3617,1.8213,4.4990,6.3600,1.8213,4.4990,6.7436,1.8200,4.4990,6.7513,1.8200,4.4990,6.7900,1.8200,4.4990,6.4188,1.8213,4.4990,6.4383,1.8213,4.4990,6.7454,1.8213,4.4990
42414,7.1176,1.8200,4.4990,7.0249,1.8200,4.4990,7.0850,1.8200,4.4990,7.0437,1.8200,4.4990,7.0932,1.8200,4.4990,6.7413,1.8213,4.4990,6.8831,1.8168,4.4990,6.6535,1.8213,4.4990,6.6255,1.8213,4.4990,6.6238,1.8213,4.4990,7.0333,1.8200,4.4990,7.0410,1.8200,4.4990,7.0798,1.8200,4.4990,6.6826,1.8213,4.4990,6.7021,1.8213,4.4990,7.0092,1.8213,4.4990
42415,7.1200,1.8200,4.4990,7.0273,1.8200,4.4990,7.0874,1.8200,4.4990,7.0461,1.8200,4.4990,7.0956,1.8200,4.4990,6.7988,1.8213,4.4990,6.9406,1.8168,4.4990,6.7110,1.8213,4.4990,6.6830,1.8213,4.4990,6.6813,1.8213,4.4990,7.0357,1.8200,4.4990,7.0434,1.8200,4.4990,7.0822,1.8200,4.4990,6.7401,1.8213,4.4990,6.7596,1.8213,4.4990,7.0667,1.8213,4.4990
42416,7.1257,1.8200,4.4990,7.0330,1.8200,4.4990,7.0931,1.8200,4.4990,7.0518,1.8200,4.4990,7.1013,1.8200,4.4990,6.8092,1.8213,4.4990,6.9510,1.8168,4.4990,6.7214,1.8213,4.4990,6.6934,1.8213,4.4990,6.6917,1.8213,4.4990,7.0414,1.8200,4.4990,7.0491,1.8200,4.4990,7.0879,1.8200,4.4990,6.7505,1.8213,4.4990,6.7700,1.8213,4.4990,7.0771,1.8213,4.4990
42417,7.1256,1.8200,4.4990,7.0328,1.8200,4.4990,7.0929,1.8200,4.4990,7.0517,1.8200,4.4990,7.1011,1.8200,4.4990,6.8218,1.8213,4.4990,10.1523,1.8168,4.4990,6.7340,1.8213,4.4990,6.7060,1.8213,4.4990,6.7044,1.8213,4.4990,7.0412,1.8200,4.4990,7.0490,1.8200,4.4990,7.0877,1.8200,4.4990,6.7632,1.8213,4.4990,6.7826,1.8213,4.4990,7.0898,1.8213,4.4990
42418,7.1438,1.8200,4.4990,7.0510,1.8200,4.4990,7.1111,1.8200,4.4990,7.0699,1.8200,4.4990,7.1193,1.8200,4.4990,6.9234,1.8213,4.4990,10.8355,1.8168,4.4990,6.8356,1.8213,4.4990,6.8077,1.8213,4.4990,6.8060,1.8213,4.4990,7.0595,1.8200,4.4990,7.0672,1.8200,4.4990,7.1059,1.8200,4.4990,6.8648,1.8213,4.4990,6.8843,1.8213,4.4990,7.1914,1.8213,4.4990
42419,7.2458,1.8200,4.4990,7.1531,1.8200,4.4990,7.2132,1.8200,4.4990,7.1719,1.8200,4.4990,7.2214,1.8200,4.4990,7.3921,1.8213,4.4990,18.5239,1.8168,4.4990,7.3043,1.8213,4.4990,7.2764,1.8213,4.4990,7.2747,1.8213,4.4990,7.1615,1.8200,4.4990,7.1692,1.8200,4.4990,7.2080,1.8200,4.4990,7.3335,1.8213,4.4990,7.3530,1.8213,4.4990,7.6601,1.8213,4.4990
42420,7.2574,1.8200,4.4990,7.1646,1.8200,4.4990,7.2247,1.8200,4.4990,7.1835,1.8200,4.4990,7.2329,1.8200,4.4990,7.4913,1.8213,4.4990,23.3378,1.8168,4.4990,7.4035,1.8213,4.4990,7.3755,1.8213,4.4990,7.3738,1.8213,4.4990,7.1730,1.8200,4.4990,7.1808,1.8200,4.4990,7.2195,1.8200,4.4990,7.4326,1.8213,4.4990,7.4521,1.8213,4.4990,7.7592,1.8213,4.4990
42421,7.2572,1.8200,4.4990,7.1645,1.8200,4.4990,7.2246,1.8200,4.4990,7.1833,1.8200,4.4990,7.2327,1.8200,4.4990,7.5143,1.8213,4.4990,23.6562,1.8168,4.4990,7.4265,1.8213,4.4990,7.3986,1.8213,4.4990,7.3969,1.8213,4.4990,7.1729,1.8200,4.4990,7.1806,1.8200,4.4990,7.2194,1.8200,4.4990,7.4557,1.8213,4.4990,7.4752,1.8213,4.4990,7.7823,1.8213,4.4990
42422,7.1074,1.8200,4.4990,7.0147,1.8200,4.4990,7.0748,1.8200,4.4990,7.0335,1.8200,4.4990,7.0830,1.8200,4.4990,7.2509,1.8213,4.4990,7.3872,1.8168,4.4990,7.1630,1.8213,4.4990,7.1351,1.8213,4.4990,7.1334,1.8213,4.4990,7.0231,1.8200,4.4990,7.0308,1.8200,4.4990,7.0696,1.8200,4.4990,7.1922,1.8213,4.4990,7.2117,1.8213,4.4990,7.5188,1.8213,4.4990
42423,7.0986,1.8200,4.4990,7.0058,1.8200,4.4990,7.0659,1.8200,4.4990,7.0247,1.8200,4.4990,7.0741,1.8200,4.4990,6.9116,1.8213,4.4990,7.0487,1.8168,4.4990,6.8238,1.8213,4.4990,6.7959,1.8213,4.4990,6.7942,1.8213,4.4990,7.0142,1.8200,4.4990,7.0220,1.8200,4.4990,7.0607,1.8200,4.4990,6.8530,1.8213,4.4990,6.8725,1.8213,4.4990,7.1796,1.8213,4.4990
42424,7.0929,1.8200,4.4990,7.0002,1.8200,4.4990,7.0603,1.8200,4.4990,7.0190,1.8200,4.4990,7.0685,1.8200,4.4990,6.8418,1.8213,4.4990,6.9790,1.8168,4.4990,6.7540,1.8213,4.4990,6.7261,1.8213,4.4990,6.7244,1.8213,4.4990,7.0086,1.8200,4.4990,7.0164,1.8200,4.4990,7.0551,1.8200,4.4990,6.7832,1.8213,4.4990,6.8027,1.8213,4.4990,7.1098,1.8213,4.4990
42501,7.2855,1.8200,4.4990,7.1928,1.8200,4.4990,7.2529,1.8200,4.4990,7.2116,1.8200,4.4990,7.2611,1.8200,4.4990,6.9951,1.8213,4.4990,7.1320,1.8168,4.4990,6.9073,1.8213,4.4990,6.8794,1.8213,4.4990,6.8777,1.8213,4.4990,7.2012,1.8200,4.4990,7.2089,1.8200,4.4990,7.2477,1.8200,4.4990,6.9365,1.8213,4.4990,6.9560,1.8213,4.4990,7.2631,1.8213,4.4990
42502,7.2747,1.8200,4.4990,7.1819,1.8200,4.4990,7.2420,1.8200,4.4990,7.2008,1.8200,4.4990,7.2502,1.8200,4.4990,6.9551,1.8213,4.4990,7.0921,1.8168,4.4990,6.8673,1.8213,4.4990,6.8394,1.8213,4.4990,6.8377,1.8213,4.4990,7.1903,1.8200,4.4990,7.1981,1.8200,4.4990,7.2368,1.8200,4.4990,6.8965,1.8213,4.4990,6.9160,1.8213,4.4990,7.2231,1.8213,4.4990
42503,7.2693,1.8200,4.4990,7.1766,1.8200,4.4990,7.2367,1.8200,4.4990,7.1954,1.8200,4.4990,7.2449,1.8200,4.4990,6.9505,1.8213,4.4990,7.0875,1.8168,4.4990,6.8627,1.8213,4.4990,6.8347,1.8213,4.4990,6.8330,1.8213,4.4990,7.1850,1.8200,4.4990,7.1927,1.8200,4.4990,7.2315,1.8200,4.4990,6.8919,1.8213,4.4990,6.9113,1.8213,4.4990,7.2185,1.8213,4.4990
42504,7.2685,1.8200,4.4990,7.1758,1.8200,4.4990,7.2359,1.8200,4.4990,7.1946,1.8200,4.4990,7.2441,1.8200,4.4990,6.9501,1.8213,4.4990,7.0870,1.8168,4.4990,6.8623,1.8213,4.4990,6.8343,1.8213,4.4990,6.8326,1.8213,4.4990,7.1842,1.8200,4.4990,7.1919,1.8200,4.4990,7.2307,1.8200,4.4990,6.8914,1.8213,4.4990,6.9109,1.8213,4.4990,7.2180,1.8213,4.4990
42505,7.2745,1.8200,4.4990,7.1817,1.8200,4.4990,7.2418,1.8200,4.4990,7.2006,1.8200,4.4990,7.2500,1.8200,4.4990,6.9617,1.8213,4.4990,7.0986,1.8168,4.4990,6.8739,1.8213,4.4990,6.8459,1.8213,4.4990,6.8442,1.8213,4.4990,7.1902,1.8200,4.4990,7.1979,1.8200,4.4990,7.2366,1.8200,4.4990,6.9030,1.8213,4.4990,6.9225,1.8213,4.4990,7.2296,1.8213,4.4990
42506,7.2849,1.8200,4.4990,7.1921,1.8200,4.4990,7.2522,1.8200,4.4990,7.2110,1.8200,4.4990,7.2604,1.8200,4.4990,7.0050,1.8213,4.4990,7.1418,1.8168,4.4990,6.9171,1.8213,4.4990,6.8892,1.8213,4.4990,6.8875,1.8213,4.4990,7.2005,1.8200,4.4990,7.2083,1.8200,4.4990,7.2470,1.8200,4.4990,6.9463,1.8213,4.4990,6.9658,1.8213,4.4990,7.2729,1.8213,4.4990
42507,7.2862,1.8200,4.4990,7.1935,1.8200,4.4990,7.2536,1.8200,4.4990,7.2123,1.8200,4.4990,7.2618,1.8200,4.4990,7.0059,1.8213,4.4990,7.1428,1.8168,4.4990,6.9181,1.8213,4.4990,6.8902,1.8213,4.4990,6.8885,1.8213,4.4990,7.2019,1.8200,4.4990,7.2096,1.8200,4.4990,7.2484,1.8200,4.4990,6.9473,1.8213,4.4990,6.9668,1.8213,4.4990,7.2739,1.8213,4.4990
42508,7.1573,1.8200,4.4990,7.0646,1.8200,4.4990,7.1247,1.8200,4.4990,7.0834,1.8200,4.4990,7.1329,1.8200,4.4990,6.8519,1.8213,4.4990,6.9890,1.8168,4.4990,6.7641,1.8213,4.4990,6.7361,1.8213,4.4990,6.7344,1.8213,4.4990,7.0730,1.8200,4.4990,7.0807,1.8200,4.4990,7.1195,1.8200,4.4990,6.7933,1.8213,4.4990,6.8127,1.8213,4.4990,7.1199,1.8213,4.4990
42509,6.8706,1.8200,4.4990,6.7779,1.8200,4.4990,6.8380,1.8200,4.4990,6.7967,1.8200,4.4990,6.8462,1.8200,4.4990,6.2449,1.8213,4.4990,6.3836,1.8168,4.4990,6.1570,1.8213,4.4990,6.1291,1.8213,4.4990,6.1274,1.8213,4.4990,6.7863,1.8200,4.4990,6.7940,1.8200,4.4990,6.8328,1.8200,4.4990,6.1862,1.8213,4.4990,6.2057,1.8213,4.4990,6.5128,1.8213,4.4990
42510,6.8475,1.8200,4.4990,6.7547,1.8200,4.4990,6.8148,1.8200,4.4990,6.7736,1.8200,4.4990,6.8230,1.8200,4.4990,5.9554,1.8213,4.4990,6.0949,1.8168,4.4990,5.8675,1.8213,4.4990,5.8396,1.8213,4.4990,5.8379,1.8213,4.4990,6.7631,1.8200,4.4990,6.7709,1.8200,4.4990,6.8096,1.8200,4.4990,5.8967,1.8213,4.4990,5.9162,1.8213,4.4990,6.2233,1.8213,4.4990
42511,6.7470,1.8200,4.4990,6.6542,1.8200,4.4990,6.7143,1.8200,4.4990,6.6731,1.8200,4.4990,6.7225,1.8200,4.4990,6.0486,1.8213,4.4990,6.1879,1.8168,4.4990,5.9608,1.8213,4.4990,5.9328,1.8213,4.4990,5.9311,1.8213,4.4990,6.6627,1.8200,4.4990,6.6704,1.8200,4.4990,6.7091,1.8200,4.4990,5.9899,1.8213,4.4990,6.0094,1.8213,4.4990,6.3165,1.8213,4.4990
42512,6.6085,1.8200,4.4990,6.5157,1.8200,4.4990,6.5758,1.8200,4.4990,6.5346,1.8200,4.4990,6.5840,1.8200,4.4990,6.2182,1.8213,4.4990,6.3571,1.8168,4.4990,6.1304,1.8213,4.4990,6.1025,1.8213,4.4990,6.1008,1.8213,4.4990,6.5241,1.8200,4.4990,6.5319,1.8200,4.4990,6.5706,1.8200,4.4990,6.1596,1.8213,4.4990,6.1791,1.8213,4.4990,6.4862,1.8213,4.4990
42513,6.8433,1.8200,4.4990,6.7505,1.8200,4.4990,6.8106,1.8200,4.4990,6.7694,1.8200,4.4990,6.8188,1.8200,4.4990,6.4647,1.8213,4.4990,6.6029,1.8168,4.4990,6.3769,1.8213,4.4990,6.3490,1.8213,4.4990,6.3473,1.8213,4.4990,6.7590,1.8200,4.4990,6.7667,1.8200,4.4990,6.8054,1.8200,4.4990,6.4061,1.8213,4.4990,6.4255,1.8213,4.4990,6.7327,1.8213,4.4990
42514,7.1045,1.8200,4.4990,7.0117,1.8200,4.4990,7.0718,1.8200,4.4990,7.0306,1.8200,4.4990,7.0800,1.8200,4.4990,6.7804,1.8213,4.4990,6.9177,1.8168,4.4990,6.6926,1.8213,4.4990,6.6646,1.8213,4.4990,6.6629,1.8213,4.4990,7.0202,1.8200,4.4990,7.0279,1.8200,4.4990,7.0667,1.8200,4.4990,6.7217,1.8213,4.4990,6.7412,1.8213,4.4990,7.0483,1.8213,4.4990
42515,7.2449,1.8200,4.4990,7.1522,1.8200,4.4990,7.2123,1.8200,4.4990,7.1710,1.8200,4.4990,7.2205,1.8200,4.4990,6.9175,1.8213,4.4990,7.0546,1.8168,4.4990,6.8297,1.8213,4.4990,6.8018,1.8213,4.4990,6.8001,1.8213,4.4990,7.1606,1.8200,4.4990,7.1683,1.8200,4.4990,7.2071,1.8200,4.4990,6.8589,1.8213,4.4990,6.8784,1.8213,4.4990,7.1855,1.8213,4.4990
42516,7.2729,1.8200,4.4990,7.1802,1.8200,4.4990,7.2403,1.8200,4.4990,7.1990,1.8200,4.4990,7.2485,1.8200,4.4990,6.9549,1.8213,4.4990,7.0919,1.8168,4.4990,6.8671,1.8213,4.4990,6.8391,1.8213,4.4990,6.8375,1.8213,4.4990,7.1886,1.8200,4.4990,7.1964,1.8200,4.4990,7.2351,1.8200,4.4990,6.8963,1.8213,4.4990,6.9157,1.8213,4.4990,7.2229,1.8213,4.4990
42517,7.3650,1.8200,4.4990,7.2723,1.8200,4.4990,7.3324,1.8200,4.4990,7.2911,1.8200,4.4990,7.3406,1.8200,4.4990,7.1231,1.8213,4.4990,7.2598,1.8168,4.4990,7.0353,1.8213,4.4990,7.0074,1.8213,4.4990,7.0057,1.8213,4.4990,7.2807,1.8200,4.4990,7.2885,1.8200,4.4990,7.3272,1.8200,4.4990,7.0645,1.8213,4.4990,7.0840,1.8213,4.4990,7.3911,1.8213,4.4990
42518,7.6003,1.8200,4.4990,7.5075,1.8200,4.4990,7.5676,1.8200,4.4990,7.5264,1.8200,4.4990,7.5758,1.8200,4.4990,7.3811,1.8213,4.4990,7.5172,1.8168,4.4990,7.2933,1.8213,4.4990,7.2653,1.8213,4.4990,7.2636,1.8213,4.4990,7.5159,1.8200,4.4990,7.5237,1.8200,4.4990,7.5624,1.8200,4.4990,7.3224,1.8213,4.4990,7.3419,1.8213,4.4990,7.6490,1.8213,4.4990
42519,7.6823,1.8200,4.4990,7.5895,1.8200,4.4990,7.6496,1.8200,4.4990,7.6084,1.8200,4.4990,7.6578,1.8200,4.4990,7.5186,1.8213,4.4990,7.6544,1.8168,4.4990,7.4308,1.8213,4.4990,7.4028,1.8213,4.4990,7.4012,1.8213,4.4990,7.5980,1.8200,4.4990,7.6057,1.8200,4.4990,7.6444,1.8200,4.4990,7.4600,1.8213,4.4990,7.4794,1.8213,4.4990,7.7866,1.8213,4.4990
42520,7.6823,1.8200,4.4990,7.5895,1.8200,4.4990,7.6496,1.8200,4.4990,7.6084,1.8200,4.4990,7.6578,1.8200,4.4990,7.5271,1.8213,4.4990,7.6629,1.8168,4.4990,7.4393,1.8213,4.4990,7.4114,1.8213,4.4990,7.4097,1.8213,4.4990,7.5980,1.8200,4.4990,7.6057,1.8200,4.4990,7.6444,1.8200,4.4990,7.4685,1.8213,4.4990,7.4879,1.8213,4.4990,7.7951,1.8213,4.4990
42521,7.6821,1.8200,4.4990,7.5893,1.8200,4.4990,7.6494,1.8200,4.4990,7.6082,1.8200,4.4990,7.6576,1.8200,4.4990,7.6031,1.8213,4.4990,7.7388,1.8168,4.4990,7.5153,1.8213,4.4990,7.4874,1.8213,4.4990,7.4857,1.8213,4.4990,7.5977,1.8200,4.4990,7.6055,1.8200,4.4990,7.6442,1.8200,4.4990,7.5445,1.8213,4.4990,7.5640,1.8213,4.4990,7.8711,1.8213,4.4990
42522,7.6797,1.8200,4.4990,7.5869,1.8200,4.4990,7.6470,1.8200,4.4990,7.6057,1.8200,4.4990,7.6552,1.8200,4.4990,7.5078,1.8213,4.4990,7.6437,1.8168,4.4990,7.4200,1.8213,4.4990,7.3920,1.8213,4.4990,7.3904,1.8213,4.4990,7.5953,1.8200,4.4990,7.6031,1.8200,4.4990,7.6418,1.8200,4.4990,7.4492,1.8213,4.4990,7.4686,1.8213,4.4990,7.7758,1.8213,4.4990
42523,7.4635,1.8200,4.4990,7.3707,1.8200,4.4990,7.4308,1.8200,4.4990,7.3896,1.8200,4.4990,7.4390,1.8200,4.4990,7.2393,1.8213,4.4990,7.3757,1.8168,4.4990,7.1515,1.8213,4.4990,7.1235,1.8213,4.4990,7.1218,1.8213,4.4990,7.3792,1.8200,4.4990,7.3869,1.8200,4.4990,7.4256,1.8200,4.4990,7.1806,1.8213,4.4990,7.2001,1.8213,4.4990,7.5072,1.8213,4.4990
42524,7.3682,1.8200,4.4990,7.2755,1.8200,4.4990,7.3356,1.8200,4.4990,7.2943,1.8200,4.4990,7.3438,1.8200,4.4990,7.1313,1.8213,4.4990,7.2679,1.8168,4.4990,7.0435,1.8213,4.4990,7.0155,1.8213,4.4990,7.0138,1.8213,4.4990,7.2839,1.8200,4.4990,7.2916,1.8200,4.4990,7.3304,1.8200,4.4990,7.0726,1.8213,4.4990,7.0921,1.8213,4.4990,7.3992,1.8213,4.4990
42601,7.4833,1.8200,4.4990,7.3906,1.8200,4.4990,7.4507,1.8200,4.4990,7.4094,1.8200,4.4990,7.4589,1.8200,4.4990,7.2124,1.8213,4.4990,7.3489,1.8168,4.4990,7.1246,1.8213,4.4990,7.0967,1.8213,4.4990,7.0950,1.8213,4.4990,7.3990,1.8200,4.4990,7.4067,1.8200,4.4990,7.4455,1.8200,4.4990,7.1538,1.8213,4.4990,7.1733,1.8213,4.4990,7.4804,1.8213,4.4990
42602,7.4809,1.8200,4.4990,7.3881,1.8200,4.4990,7.4482,1.8200,4.4990,7.4070,1.8200,4.4990,7.4564,1.8200,4.4990,7.1683,1.8213,4.4990,7.3048,1.8168,4.4990,7.0805,1.8213,4.4990,7.0525,1.8213,4.4990,7.0508,1.8213,4.4990,7.3965,1.8200,4.4990,7.4043,1.8200,4.4990,7.4430,1.8200,4.4990,7.1096,1.8213,4.4990,7.1291,1.8213,4.4990,7.4362,1.8213,4.4990
42603,7.3530,1.8200,4.4990,7.2602,1.8200,4.4990,7.3203,1.8200,4.4990,7.2790,1.8200,4.4990,7.3285,1.8200,4.4990,7.0385,1.8213,4.4990,7.1753,1.8168,4.4990,6.9507,1.8213,4.4990,6.9227,1.8213,4.4990,6.9210,1.8213,4.4990,7.2686,1.8200,4.4990,7.2764,1.8200,4.4990,7.3151,1.8200,4.4990,6.9798,1.8213,4.4990,6.9993,1.8213,4.4990,7.3064,1.8213,4.4990
42604,7.3889,1.8200,4.4990,7.2962,1.8200,4.4990,7.3563,1.8200,4.4990,7.3150,1.8200,4.4990,7.3645,1.8200,4.4990,7.0675,1.8213,4.4990,7.2042,1.8168,4.4990,6.9797,1.8213,4.4990,6.9517,1.8213,4.4990,6.9501,1.8213,4.4990,7.3046,1.8200,4.4990,7.3123,1.8200,4.4990,7.3511,1.8200,4.4990,7.0089,1.8213,4.4990,7.0283,1.8213,4.4990,7.3355,1.8213,4.4990
42605,7.4805,1.8200,4.4990,7.3877,1.8200,4.4990,7.4478,1.8200,4.4990,7.4066,1.8200,4.4990,7.4560,1.8200,4.4990,7.1636,1.8213,4.4990,7.3001,1.8168,4.4990,7.0758,1.8213,4.4990,7.0478,1.8213,4.4990,7.0462,1.8213,4.4990,7.3962,1.8200,4.4990,7.4039,1.8200,4.4990,7.4426,1.8200,4.4990,7.1050,1.8213,4.4990,7.1244,1.8213,4.4990,7.4316,1.8213,4.4990
42606,7.4829,1.8200,4.4990,7.3901,1.8200,4.4990,7.4502,1.8200,4.4990,7.4090,1.8200,4.4990,7.4584,1.8200,4.4990,7.1759,1.8213,4.4990,7.3124,1.8168,4.4990,7.0880,1.8213,4.4990,7.0601,1.8213,4.4990,7.0584,1.8213,4.4990,7.3985,1.8200,4.4990,7.4063,1.8200,4.4990,7.4450,1.8200,4.4990,7.1172,1.8213,4.4990,7.1367,1.8213,4.4990,7.4438,1.8213,4.4990
42607,7.4834,1.8200,4.4990,7.3907,1.8200,4.4990,7.4508,1.8200,4.4990,7.4095,1.8200,4.4990,7.4590,1.8200,4.4990,7.1755,1.8213,4.4990,7.3120,1.8168,4.4990,7.0877,1.8213,4.4990,7.0597,1.8213,4.4990,7.0581,1.8213,4.4990,7.3991,1.8200,4.4990,7.4068,1.8200,4.4990,7.4456,1.8200,4.4990,7.1169,1.8213,4.4990,7.1363,1.8213,4.4990,7.4435,1.8213,4.4990
