;,1,2,3,4,5,6,7,8,9,10,11,12,13.0000,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
110304,5.1485,1.8895,3.4641,5.1476,1.8895,3.4641,5.1477,1.8895,3.4641,5.1475,1.8895,3.4641,5.1466,1.8895,3.4641,4.8835,1.9107,3.4641,5.1173,1.8488,3.4641,4.8943,1.9107,3.4641,4.8297,1.9107,3.4641,4.826,1.9107,3.4641,5.1468,1.8895,3.4641,5.1466,1.8895,3.4641,5.1476,1.8895,3.4641,4.8213,1.9107,3.4641,4.8294,1.9107,3.4641,4.8073,1.9107,3.4641
110305,5.1913,1.8895,3.4641,5.1904,1.8895,3.4641,5.1905,1.8895,3.4641,5.1902,1.8895,3.4641,5.1894,1.8895,3.4641,4.9108,1.9107,3.4641,5.1446,1.8488,3.4641,4.9216,1.9107,3.4641,4.857,1.9107,3.4641,4.8533,1.9107,3.4641,5.1895,1.8895,3.4641,5.1894,1.8895,3.4641,5.1903,1.8895,3.4641,4.8486,1.9107,3.4641,4.8567,1.9107,3.4641,4.8346,1.9107,3.4641
110306,5.3541,1.8895,3.4641,5.3532,1.8895,3.4641,5.3533,1.8895,3.4641,5.3531,1.8895,3.4641,5.3522,1.8895,3.4641,5.0569,1.9107,3.4641,5.2904,1.8488,3.4641,5.0677,1.9107,3.4641,5.0031,1.9107,3.4641,4.9994,1.9107,3.4641,5.3524,1.8895,3.4641,5.3522,1.8895,3.4641,5.3532,1.8895,3.4641,4.9947,1.9107,3.4641,5.0028,1.9107,3.4641,4.9807,1.9107,3.4641
110307,5.4934,1.8895,3.4641,5.4925,1.8895,3.4641,5.4927,1.8895,3.4641,5.4924,1.8895,3.4641,5.4915,1.8895,3.4641,5.2114,1.9107,3.4641,5.4574,1.8488,3.4641,5.2223,1.9107,3.4641,5.1577,1.9107,3.4641,5.154,1.9107,3.4641,5.4917,1.8895,3.4641,5.4915,1.8895,3.4641,5.4925,1.8895,3.4641,5.1493,1.9107,3.4641,5.1573,1.9107,3.4641,5.1353,1.9107,3.4641
110308,5.6413,1.8895,3.4641,5.6404,1.8895,3.4641,5.6405,1.8895,3.4641,5.6403,1.8895,3.4641,5.6394,1.8895,3.4641,5.3496,1.9107,3.4641,5.596,1.8488,3.4641,5.3604,1.9107,3.4641,5.2958,1.9107,3.4641,5.2921,1.9107,3.4641,5.6395,1.8895,3.4641,5.6394,1.8895,3.4641,5.6404,1.8895,3.4641,5.2874,1.9107,3.4641,5.2955,1.9107,3.4641,5.2734,1.9107,3.4641
110309,5.7202,1.8895,3.4641,5.7193,1.8895,3.4641,5.7194,1.8895,3.4641,5.7192,1.8895,3.4641,5.7183,1.8895,3.4641,5.3879,1.9107,3.4641,5.6237,1.8488,3.4641,5.3987,1.9107,3.4641,5.3341,1.9107,3.4641,5.3305,1.9107,3.4641,5.7185,1.8895,3.4641,5.7183,1.8895,3.4641,5.7193,1.8895,3.4641,5.3257,1.9107,3.4641,5.3338,1.9107,3.4641,5.3117,1.9107,3.4641
110310,5.5896,1.8895,3.4641,5.5887,1.8895,3.4641,5.5888,1.8895,3.4641,5.5886,1.8895,3.4641,5.5877,1.8895,3.4641,5.2714,1.9107,3.4641,5.5073,1.8488,3.4641,5.2822,1.9107,3.4641,5.2176,1.9107,3.4641,5.2139,1.9107,3.4641,5.5879,1.8895,3.4641,5.5877,1.8895,3.4641,5.5887,1.8895,3.4641,5.2092,1.9107,3.4641,5.2173,1.9107,3.4641,5.1952,1.9107,3.4641
110311,5.6752,1.8895,3.4641,5.6743,1.8895,3.4641,5.6745,1.8895,3.4641,5.6742,1.8895,3.4641,5.6733,1.8895,3.4641,5.3619,1.9107,3.4641,5.5978,1.8488,3.4641,5.3728,1.9107,3.4641,5.3082,1.9107,3.4641,5.3045,1.9107,3.4641,5.6735,1.8895,3.4641,5.6733,1.8895,3.4641,5.6743,1.8895,3.4641,5.2998,1.9107,3.4641,5.3078,1.9107,3.4641,5.2858,1.9107,3.4641
110312,5.5851,1.8895,3.4641,5.5842,1.8895,3.4641,5.5844,1.8895,3.4641,5.5841,1.8895,3.4641,5.5832,1.8895,3.4641,5.2712,1.9107,3.4641,5.5071,1.8488,3.4641,5.2821,1.9107,3.4641,5.2175,1.9107,3.4641,5.2138,1.9107,3.4641,5.5834,1.8895,3.4641,5.5832,1.8895,3.4641,5.5842,1.8895,3.4641,5.2091,1.9107,3.4641,5.2171,1.9107,3.4641,5.1951,1.9107,3.4641
110313,5.5434,1.8895,3.4641,5.5424,1.8895,3.4641,5.5426,1.8895,3.4641,5.5423,1.8895,3.4641,5.5415,1.8895,3.4641,5.2323,1.9107,3.4641,5.4683,1.8488,3.4641,5.2432,1.9107,3.4641,5.1786,1.9107,3.4641,5.1749,1.9107,3.4641,5.5416,1.8895,3.4641,5.5415,1.8895,3.4641,5.5424,1.8895,3.4641,5.1702,1.9107,3.4641,5.1782,1.9107,3.4641,5.1562,1.9107,3.4641
110314,5.584,1.8895,3.4641,5.5831,1.8895,3.4641,5.5832,1.8895,3.4641,5.583,1.8895,3.4641,5.5821,1.8895,3.4641,5.2719,1.9107,3.4641,5.5078,1.8488,3.4641,5.2827,1.9107,3.4641,5.2181,1.9107,3.4641,5.2144,1.9107,3.4641,5.5823,1.8895,3.4641,5.5821,1.8895,3.4641,5.5831,1.8895,3.4641,5.2097,1.9107,3.4641,5.2178,1.9107,3.4641,5.1957,1.9107,3.4641
110315,5.6814,1.8895,3.4641,5.6805,1.8895,3.4641,5.6806,1.8895,3.4641,5.6804,1.8895,3.4641,5.6795,1.8895,3.4641,5.3636,1.9107,3.4641,5.5995,1.8488,3.4641,5.3744,1.9107,3.4641,5.3098,1.9107,3.4641,5.3061,1.9107,3.4641,5.6797,1.8895,3.4641,5.6795,1.8895,3.4641,5.6805,1.8895,3.4641,5.3014,1.9107,3.4641,5.3095,1.9107,3.4641,5.2874,1.9107,3.4641
110316,5.7523,1.8895,3.4641,5.7514,1.8895,3.4641,5.7516,1.8895,3.4641,5.7513,1.8895,3.4641,5.7504,1.8895,3.4641,5.4369,1.9107,3.4641,5.6727,1.8488,3.4641,5.4477,1.9107,3.4641,5.3831,1.9107,3.4641,5.3794,1.9107,3.4641,5.7506,1.8895,3.4641,5.7504,1.8895,3.4641,5.7514,1.8895,3.4641,5.3747,1.9107,3.4641,5.3828,1.9107,3.4641,5.3607,1.9107,3.4641
110317,5.9134,1.8895,3.4641,5.9125,1.8895,3.4641,5.9126,1.8895,3.4641,5.9123,1.8895,3.4641,5.9115,1.8895,3.4641,5.6327,1.9107,3.4641,5.8683,1.8488,3.4641,5.6435,1.9107,3.4641,5.5789,1.9107,3.4641,5.5752,1.9107,3.4641,5.9116,1.8895,3.4641,5.9115,1.8895,3.4641,5.9124,1.8895,3.4641,5.5705,1.9107,3.4641,5.5785,1.9107,3.4641,5.5565,1.9107,3.4641
110318,5.926,1.8895,3.4641,5.9251,1.8895,3.4641,5.9253,1.8895,3.4641,5.925,1.8895,3.4641,5.9241,1.8895,3.4641,5.8506,1.9107,3.4641,6.099,1.8488,3.4641,5.8614,1.9107,3.4641,5.7968,1.9107,3.4641,5.7931,1.9107,3.4641,5.9243,1.8895,3.4641,5.9241,1.8895,3.4641,5.9251,1.8895,3.4641,5.7884,1.9107,3.4641,5.7965,1.9107,3.4641,5.7744,1.9107,3.4641
110319,5.9281,1.8895,3.4641,5.9272,1.8895,3.4641,5.9273,1.8895,3.4641,5.927,1.8895,3.4641,5.9262,1.8895,3.4641,5.8489,1.9107,3.4641,6.0973,1.8488,3.4641,5.8598,1.9107,3.4641,5.7952,1.9107,3.4641,5.7915,1.9107,3.4641,5.9263,1.8895,3.4641,5.9262,1.8895,3.4641,5.9271,1.8895,3.4641,5.7868,1.9107,3.4641,5.7948,1.9107,3.4641,5.7728,1.9107,3.4641
110320,5.9245,1.8895,3.4641,5.9236,1.8895,3.4641,5.9237,1.8895,3.4641,5.9234,1.8895,3.4641,5.9226,1.8895,3.4641,5.8474,1.9107,3.4641,6.0958,1.8488,3.4641,5.8582,1.9107,3.4641,5.7936,1.9107,3.4641,5.7899,1.9107,3.4641,5.9227,1.8895,3.4641,5.9226,1.8895,3.4641,5.9235,1.8895,3.4641,5.7852,1.9107,3.4641,5.7933,1.9107,3.4641,5.7712,1.9107,3.4641
110321,5.9223,1.8895,3.4641,5.9214,1.8895,3.4641,5.9216,1.8895,3.4641,5.9213,1.8895,3.4641,5.9204,1.8895,3.4641,5.8416,1.9107,3.4641,6.0771,1.8488,3.4641,5.8524,1.9107,3.4641,5.7878,1.9107,3.4641,5.7841,1.9107,3.4641,5.9206,1.8895,3.4641,5.9204,1.8895,3.4641,5.9214,1.8895,3.4641,5.7794,1.9107,3.4641,5.7875,1.9107,3.4641,5.7654,1.9107,3.4641
110322,5.8741,1.8895,3.4641,5.8732,1.8895,3.4641,5.8733,1.8895,3.4641,5.873,1.8895,3.4641,5.8722,1.8895,3.4641,5.6526,1.9107,3.4641,5.8999,1.8488,3.4641,5.6634,1.9107,3.4641,5.5988,1.9107,3.4641,5.5951,1.9107,3.4641,5.8723,1.8895,3.4641,5.8722,1.8895,3.4641,5.8731,1.8895,3.4641,5.5904,1.9107,3.4641,5.5984,1.9107,3.4641,5.5764,1.9107,3.4641
110323,5.7325,1.8895,3.4641,5.7316,1.8895,3.4641,5.7317,1.8895,3.4641,5.7315,1.8895,3.4641,5.7306,1.8895,3.4641,5.4482,1.9107,3.4641,5.6811,1.8488,3.4641,5.459,1.9107,3.4641,5.3944,1.9107,3.4641,5.3907,1.9107,3.4641,5.7308,1.8895,3.4641,5.7306,1.8895,3.4641,5.7316,1.8895,3.4641,5.386,1.9107,3.4641,5.3941,1.9107,3.4641,5.372,1.9107,3.4641
110324,5.6655,1.8895,3.4641,5.6646,1.8895,3.4641,5.6647,1.8895,3.4641,5.6644,1.8895,3.4641,5.6636,1.8895,3.4641,5.3783,1.9107,3.4641,5.6113,1.8488,3.4641,5.3892,1.9107,3.4641,5.3245,1.9107,3.4641,5.3209,1.9107,3.4641,5.6637,1.8895,3.4641,5.6636,1.8895,3.4641,5.6645,1.8895,3.4641,5.3161,1.9107,3.4641,5.3242,1.9107,3.4641,5.3021,1.9107,3.4641
110401,5.4012,1.8895,3.4641,5.4002,1.8895,3.4641,5.4004,1.8895,3.4641,5.4001,1.8895,3.4641,5.3993,1.8895,3.4641,5.1207,1.9107,3.4641,5.3542,1.8488,3.4641,5.1316,1.9107,3.4641,5.067,1.9107,3.4641,5.0633,1.9107,3.4641,5.3994,1.8895,3.4641,5.3993,1.8895,3.4641,5.4002,1.8895,3.4641,5.0586,1.9107,3.4641,5.0666,1.9107,3.4641,5.0446,1.9107,3.4641
110402,5.2145,1.8895,3.4641,5.2136,1.8895,3.4641,5.2137,1.8895,3.4641,5.2135,1.8895,3.4641,5.2126,1.8895,3.4641,4.9247,1.9107,3.4641,5.1585,1.8488,3.4641,4.9355,1.9107,3.4641,4.8709,1.9107,3.4641,4.8672,1.9107,3.4641,5.2128,1.8895,3.4641,5.2126,1.8895,3.4641,5.2136,1.8895,3.4641,4.8625,1.9107,3.4641,4.8706,1.9107,3.4641,4.8485,1.9107,3.4641
110403,5.1149,1.8895,3.4641,5.114,1.8895,3.4641,5.1142,1.8895,3.4641,5.1139,1.8895,3.4641,5.1130,1.8895,3.4641,4.8152,1.9107,3.4641,5.0492,1.8488,3.4641,4.826,1.9107,3.4641,4.7614,1.9107,3.4641,4.7577,1.9107,3.4641,5.1132,1.8895,3.4641,5.113,1.8895,3.4641,5.114,1.8895,3.4641,4.753,1.9107,3.4641,4.7611,1.9107,3.4641,4.739,1.9107,3.4641
110404,5.1265,1.8895,3.4641,5.1256,1.8895,3.4641,5.1257,1.8895,3.4641,5.1255,1.8895,3.4641,5.1246,1.8895,3.4641,4.8431,1.9107,3.4641,5.0771,1.8488,3.4641,4.854,1.9107,3.4641,4.7894,1.9107,3.4641,4.7857,1.9107,3.4641,5.1248,1.8895,3.4641,5.1246,1.8895,3.4641,5.1256,1.8895,3.4641,4.781,1.9107,3.4641,4.789,1.9107,3.4641,4.767,1.9107,3.4641
110405,5.2494,1.8895,3.4641,5.2484,1.8895,3.4641,5.2486,1.8895,3.4641,5.2483,1.8895,3.4641,5.2475,1.8895,3.4641,4.9569,1.9107,3.4641,5.1907,1.8488,3.4641,4.9678,1.9107,3.4641,4.9031,1.9107,3.4641,4.8995,1.9107,3.4641,5.2476,1.8895,3.4641,5.2475,1.8895,3.4641,5.2484,1.8895,3.4641,4.8947,1.9107,3.4641,4.9028,1.9107,3.4641,4.8807,1.9107,3.4641
110406,5.4304,1.8895,3.4641,5.4295,1.8895,3.4641,5.4296,1.8895,3.4641,5.4294,1.8895,3.4641,5.4285,1.8895,3.4641,5.1046,1.9107,3.4641,5.3381,1.8488,3.4641,5.1154,1.9107,3.4641,5.0508,1.9107,3.4641,5.0472,1.9107,3.4641,5.4287,1.8895,3.4641,5.4285,1.8895,3.4641,5.4295,1.8895,3.4641,5.0424,1.9107,3.4641,5.0505,1.9107,3.4641,5.0284,1.9107,3.4641
110407,5.6258,1.8895,3.4641,5.6249,1.8895,3.4641,5.6251,1.8895,3.4641,5.6248,1.8895,3.4641,5.6239,1.8895,3.4641,5.3213,1.9107,3.4641,5.5676,1.8488,3.4641,5.3322,1.9107,3.4641,5.2676,1.9107,3.4641,5.2639,1.9107,3.4641,5.6241,1.8895,3.4641,5.6239,1.8895,3.4641,5.6249,1.8895,3.4641,5.2592,1.9107,3.4641,5.2672,1.9107,3.4641,5.2452,1.9107,3.4641
110408,5.6326,1.8895,3.4641,5.6317,1.8895,3.4641,5.6318,1.8895,3.4641,5.6315,1.8895,3.4641,5.6307,1.8895,3.4641,5.3471,1.9107,3.4641,5.5934,1.8488,3.4641,5.3579,1.9107,3.4641,5.2933,1.9107,3.4641,5.2896,1.9107,3.4641,5.6308,1.8895,3.4641,5.6307,1.8895,3.4641,5.6316,1.8895,3.4641,5.2849,1.9107,3.4641,5.293,1.9107,3.4641,5.2709,1.9107,3.4641
110409,5.6797,1.8895,3.4641,5.6788,1.8895,3.4641,5.6789,1.8895,3.4641,5.6787,1.8895,3.4641,5.6778,1.8895,3.4641,5.3334,1.9107,3.4641,5.5692,1.8488,3.4641,5.3442,1.9107,3.4641,5.2796,1.9107,3.4641,5.2759,1.9107,3.4641,5.678,1.8895,3.4641,5.6778,1.8895,3.4641,5.6788,1.8895,3.4641,5.2712,1.9107,3.4641,5.2793,1.9107,3.4641,5.2572,1.9107,3.4641
110410,5.6662,1.8895,3.4641,5.6653,1.8895,3.4641,5.6654,1.8895,3.4641,5.6652,1.8895,3.4641,5.6643,1.8895,3.4641,5.328,1.9107,3.4641,5.5638,1.8488,3.4641,5.3388,1.9107,3.4641,5.2742,1.9107,3.4641,5.2705,1.9107,3.4641,5.6645,1.8895,3.4641,5.6643,1.8895,3.4641,5.6653,1.8895,3.4641,5.2658,1.9107,3.4641,5.2738,1.9107,3.4641,5.2518,1.9107,3.4641
110411,5.668,1.8895,3.4641,5.6671,1.8895,3.4641,5.6673,1.8895,3.4641,5.667,1.8895,3.4641,5.6661,1.8895,3.4641,5.3274,1.9107,3.4641,5.5633,1.8488,3.4641,5.3382,1.9107,3.4641,5.2736,1.9107,3.4641,5.2699,1.9107,3.4641,5.6663,1.8895,3.4641,5.6661,1.8895,3.4641,5.6671,1.8895,3.4641,5.2652,1.9107,3.4641,5.2733,1.9107,3.4641,5.2512,1.9107,3.4641
110412,5.6727,1.8895,3.4641,5.6717,1.8895,3.4641,5.6719,1.8895,3.4641,5.6716,1.8895,3.4641,5.6708,1.8895,3.4641,5.3274,1.9107,3.4641,5.5633,1.8488,3.4641,5.3382,1.9107,3.4641,5.2736,1.9107,3.4641,5.2699,1.9107,3.4641,5.6709,1.8895,3.4641,5.6707,1.8895,3.4641,5.6717,1.8895,3.4641,5.2652,1.9107,3.4641,5.2733,1.9107,3.4641,5.2512,1.9107,3.4641
110413,5.6698,1.8895,3.4641,5.6688,1.8895,3.4641,5.669,1.8895,3.4641,5.6687,1.8895,3.4641,5.6679,1.8895,3.4641,5.3255,1.9107,3.4641,5.5614,1.8488,3.4641,5.3363,1.9107,3.4641,5.2717,1.9107,3.4641,5.268,1.9107,3.4641,5.668,1.8895,3.4641,5.6679,1.8895,3.4641,5.6688,1.8895,3.4641,5.2633,1.9107,3.4641,5.2714,1.9107,3.4641,5.2493,1.9107,3.4641
110414,5.6742,1.8895,3.4641,5.6733,1.8895,3.4641,5.6734,1.8895,3.4641,5.6731,1.8895,3.4641,5.6723,1.8895,3.4641,5.3355,1.9107,3.4641,5.5713,1.8488,3.4641,5.3463,1.9107,3.4641,5.2817,1.9107,3.4641,5.278,1.9107,3.4641,5.6724,1.8895,3.4641,5.6723,1.8895,3.4641,5.6732,1.8895,3.4641,5.2733,1.9107,3.4641,5.2814,1.9107,3.4641,5.2593,1.9107,3.4641
110415,5.6764,1.8895,3.4641,5.6755,1.8895,3.4641,5.6757,1.8895,3.4641,5.6754,1.8895,3.4641,5.6745,1.8895,3.4641,5.3327,1.9107,3.4641,5.5686,1.8488,3.4641,5.3435,1.9107,3.4641,5.2789,1.9107,3.4641,5.2752,1.9107,3.4641,5.6747,1.8895,3.4641,5.6745,1.8895,3.4641,5.6755,1.8895,3.4641,5.2705,1.9107,3.4641,5.2786,1.9107,3.4641,5.2565,1.9107,3.4641
110416,5.6722,1.8895,3.4641,5.6713,1.8895,3.4641,5.6714,1.8895,3.4641,5.6711,1.8895,3.4641,5.6703,1.8895,3.4641,5.3714,1.9107,3.4641,5.6073,1.8488,3.4641,5.3823,1.9107,3.4641,5.3177,1.9107,3.4641,5.314,1.9107,3.4641,5.6704,1.8895,3.4641,5.6703,1.8895,3.4641,5.6712,1.8895,3.4641,5.3093,1.9107,3.4641,5.3173,1.9107,3.4641,5.2953,1.9107,3.4641
110417,5.6701,1.8895,3.4641,5.6692,1.8895,3.4641,5.6693,1.8895,3.4641,5.6691,1.8895,3.4641,5.6682,1.8895,3.4641,5.4126,1.9107,3.4641,5.6484,1.8488,3.4641,5.4234,1.9107,3.4641,5.3588,1.9107,3.4641,5.3551,1.9107,3.4641,5.6684,1.8895,3.4641,5.6682,1.8895,3.4641,5.6692,1.8895,3.4641,5.3504,1.9107,3.4641,5.3584,1.9107,3.4641,5.3364,1.9107,3.4641
110418,5.6893,1.8895,3.4641,5.6884,1.8895,3.4641,5.6885,1.8895,3.4641,5.6882,1.8895,3.4641,5.6874,1.8895,3.4641,5.6004,1.9107,3.4641,5.8479,1.8488,3.4641,5.6113,1.9107,3.4641,5.5466,1.9107,3.4641,5.543,1.9107,3.4641,5.6875,1.8895,3.4641,5.6874,1.8895,3.4641,5.6883,1.8895,3.4641,5.5382,1.9107,3.4641,5.5463,1.9107,3.4641,5.5242,1.9107,3.4641
110419,5.6778,1.8895,3.4641,5.6769,1.8895,3.4641,5.677,1.8895,3.4641,5.6768,1.8895,3.4641,5.6759,1.8895,3.4641,5.702,1.9107,3.4641,5.9499,1.8488,3.4641,5.7129,1.9107,3.4641,5.6483,1.9107,3.4641,5.6446,1.9107,3.4641,5.6761,1.8895,3.4641,5.6759,1.8895,3.4641,5.6769,1.8895,3.4641,5.6399,1.9107,3.4641,5.6479,1.9107,3.4641,5.6259,1.9107,3.4641
110420,5.6895,1.8895,3.4641,5.6886,1.8895,3.4641,5.6887,1.8895,3.4641,5.6884,1.8895,3.4641,5.6876,1.8895,3.4641,5.5985,1.9107,3.4641,5.846,1.8488,3.4641,5.6093,1.9107,3.4641,5.5447,1.9107,3.4641,5.541,1.9107,3.4641,5.6877,1.8895,3.4641,5.6876,1.8895,3.4641,5.6886,1.8895,3.4641,5.5363,1.9107,3.4641,5.5444,1.9107,3.4641,5.5223,1.9107,3.4641
110421,5.6762,1.8895,3.4641,5.6753,1.8895,3.4641,5.6755,1.8895,3.4641,5.6752,1.8895,3.4641,5.6743,1.8895,3.4641,5.422,1.9107,3.4641,5.6578,1.8488,3.4641,5.4328,1.9107,3.4641,5.3682,1.9107,3.4641,5.3645,1.9107,3.4641,5.6745,1.8895,3.4641,5.6743,1.8895,3.4641,5.6753,1.8895,3.4641,5.3598,1.9107,3.4641,5.3679,1.9107,3.4641,5.3458,1.9107,3.4641
110422,5.6323,1.8895,3.4641,5.6314,1.8895,3.4641,5.6315,1.8895,3.4641,5.6313,1.8895,3.4641,5.6304,1.8895,3.4641,5.3973,1.9107,3.4641,5.6438,1.8488,3.4641,5.4081,1.9107,3.4641,5.3435,1.9107,3.4641,5.3398,1.9107,3.4641,5.6306,1.8895,3.4641,5.6304,1.8895,3.4641,5.6314,1.8895,3.4641,5.3351,1.9107,3.4641,5.3432,1.9107,3.4641,5.3211,1.9107,3.4641
110423,5.6253,1.8895,3.4641,5.6244,1.8895,3.4641,5.6245,1.8895,3.4641,5.6243,1.8895,3.4641,5.6234,1.8895,3.4641,5.3472,1.9107,3.4641,5.5803,1.8488,3.4641,5.358,1.9107,3.4641,5.2934,1.9107,3.4641,5.2897,1.9107,3.4641,5.6236,1.8895,3.4641,5.6234,1.8895,3.4641,5.6244,1.8895,3.4641,5.285,1.9107,3.4641,5.2931,1.9107,3.4641,5.271,1.9107,3.4641
110424,5.5698,1.8895,3.4641,5.5689,1.8895,3.4641,5.569,1.8895,3.4641,5.5687,1.8895,3.4641,5.5679,1.8895,3.4641,5.2719,1.9107,3.4641,5.5051,1.8488,3.4641,5.2827,1.9107,3.4641,5.2181,1.9107,3.4641,5.2144,1.9107,3.4641,5.568,1.8895,3.4641,5.5679,1.8895,3.4641,5.5688,1.8895,3.4641,5.2097,1.9107,3.4641,5.2178,1.9107,3.4641,5.1957,1.9107,3.4641
110501,5.3073,1.8895,3.4641,5.3064,1.8895,3.4641,5.3065,1.8895,3.4641,5.3063,1.8895,3.4641,5.3054,1.8895,3.4641,4.9963,1.9107,3.4641,5.2299,1.8488,3.4641,5.0071,1.9107,3.4641,4.9425,1.9107,3.4641,4.9388,1.9107,3.4641,5.3056,1.8895,3.4641,5.3054,1.8895,3.4641,5.3064,1.8895,3.4641,4.9341,1.9107,3.4641,4.9422,1.9107,3.4641,4.9201,1.9107,3.4641
110502,5.1762,1.8895,3.4641,5.1753,1.8895,3.4641,5.1754,1.8895,3.4641,5.1752,1.8895,3.4641,5.1743,1.8895,3.4641,4.8633,1.9107,3.4641,5.0971,1.8488,3.4641,4.8741,1.9107,3.4641,4.8095,1.9107,3.4641,4.8058,1.9107,3.4641,5.1745,1.8895,3.4641,5.1743,1.8895,3.4641,5.1753,1.8895,3.4641,4.8011,1.9107,3.4641,4.8091,1.9107,3.4641,4.7871,1.9107,3.4641
110503,5.1372,1.8895,3.4641,5.1363,1.8895,3.4641,5.1364,1.8895,3.4641,5.1362,1.8895,3.4641,5.1353,1.8895,3.4641,4.8247,1.9107,3.4641,5.0586,1.8488,3.4641,4.8355,1.9107,3.4641,4.7709,1.9107,3.4641,4.7672,1.9107,3.4641,5.1355,1.8895,3.4641,5.1353,1.8895,3.4641,5.1363,1.8895,3.4641,4.7625,1.9107,3.4641,4.7706,1.9107,3.4641,4.7485,1.9107,3.4641
110504,5.1336,1.8895,3.4641,5.1327,1.8895,3.4641,5.1328,1.8895,3.4641,5.1325,1.8895,3.4641,5.1317,1.8895,3.4641,4.8203,1.9107,3.4641,5.0543,1.8488,3.4641,4.8312,1.9107,3.4641,4.7666,1.9107,3.4641,4.7629,1.9107,3.4641,5.1318,1.8895,3.4641,5.1317,1.8895,3.4641,5.1326,1.8895,3.4641,4.7582,1.9107,3.4641,4.7662,1.9107,3.4641,4.7442,1.9107,3.4641
110505,5.2012,1.8895,3.4641,5.2003,1.8895,3.4641,5.2004,1.8895,3.4641,5.2001,1.8895,3.4641,5.1993,1.8895,3.4641,4.8782,1.9107,3.4641,5.112,1.8488,3.4641,4.889,1.9107,3.4641,4.8244,1.9107,3.4641,4.8207,1.9107,3.4641,5.1994,1.8895,3.4641,5.1993,1.8895,3.4641,5.2002,1.8895,3.4641,4.816,1.9107,3.4641,4.8241,1.9107,3.4641,4.802,1.9107,3.4641
110506,5.4132,1.8895,3.4641,5.4123,1.8895,3.4641,5.4124,1.8895,3.4641,5.4121,1.8895,3.4641,5.4113,1.8895,3.4641,5.074,1.9107,3.4641,5.3076,1.8488,3.4641,5.0849,1.9107,3.4641,5.0203,1.9107,3.4641,5.0166,1.9107,3.4641,5.4114,1.8895,3.4641,5.4113,1.8895,3.4641,5.4122,1.8895,3.4641,5.0119,1.9107,3.4641,5.0199,1.9107,3.4641,4.9979,1.9107,3.4641
110507,5.6371,1.8895,3.4641,5.6362,1.8895,3.4641,5.6363,1.8895,3.4641,5.6361,1.8895,3.4641,5.6352,1.8895,3.4641,5.3337,1.9107,3.4641,5.5801,1.8488,3.4641,5.3446,1.9107,3.4641,5.28,1.9107,3.4641,5.2763,1.9107,3.4641,5.6354,1.8895,3.4641,5.6352,1.8895,3.4641,5.6362,1.8895,3.4641,5.2716,1.9107,3.4641,5.2796,1.9107,3.4641,5.2576,1.9107,3.4641
110508,5.6477,1.8895,3.4641,5.6468,1.8895,3.4641,5.6469,1.8895,3.4641,5.6466,1.8895,3.4641,5.6458,1.8895,3.4641,5.3498,1.9107,3.4641,5.5962,1.8488,3.4641,5.3606,1.9107,3.4641,5.296,1.9107,3.4641,5.2923,1.9107,3.4641,5.6459,1.8895,3.4641,5.6458,1.8895,3.4641,5.6467,1.8895,3.4641,5.2876,1.9107,3.4641,5.2956,1.9107,3.4641,5.2736,1.9107,3.4641
110509,5.7012,1.8895,3.4641,5.7003,1.8895,3.4641,5.7004,1.8895,3.4641,5.7002,1.8895,3.4641,5.6993,1.8895,3.4641,5.366,1.9107,3.4641,5.6018,1.8488,3.4641,5.3768,1.9107,3.4641,5.3122,1.9107,3.4641,5.3085,1.9107,3.4641,5.6995,1.8895,3.4641,5.6993,1.8895,3.4641,5.7003,1.8895,3.4641,5.3038,1.9107,3.4641,5.3118,1.9107,3.4641,5.2898,1.9107,3.4641
