;,1,2,3,4,5,6,7,8,9,10,11,12,13.0000,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
20213,5.5101,1.8992,3.6895,5.5092,1.8992,3.6895,5.5093,1.8992,3.6895,5.5091,1.8992,3.6895,5.5082,1.8992,3.6895,5.1942,1.9203,3.6895,5.4302,1.8583,3.6895,5.2051,1.9203,3.6895,5.1405,1.9203,3.6895,5.1368,1.9203,3.6895,5.5084,1.8992,3.6895,5.5082,1.8992,3.6895,5.5092,1.8992,3.6895,5.1321,1.9203,3.6895,5.1401,1.9203,3.6895,5.1181,1.9203,3.6895
20214,5.4993,1.8992,3.6895,5.4984,1.8992,3.6895,5.4985,1.8992,3.6895,5.4983,1.8992,3.6895,5.4974,1.8992,3.6895,5.1876,1.9203,3.6895,5.4236,1.8583,3.6895,5.1985,1.9203,3.6895,5.1339,1.9203,3.6895,5.1302,1.9203,3.6895,5.4976,1.8992,3.6895,5.4974,1.8992,3.6895,5.4984,1.8992,3.6895,5.1255,1.9203,3.6895,5.1335,1.9203,3.6895,5.1115,1.9203,3.6895
20215,5.5476,1.8992,3.6895,5.5467,1.8992,3.6895,5.5468,1.8992,3.6895,5.5466,1.8992,3.6895,5.5457,1.8992,3.6895,5.2337,1.9203,3.6895,5.4696,1.8583,3.6895,5.2445,1.9203,3.6895,5.1799,1.9203,3.6895,5.1762,1.9203,3.6895,5.5459,1.8992,3.6895,5.5457,1.8992,3.6895,5.5467,1.8992,3.6895,5.1715,1.9203,3.6895,5.1796,1.9203,3.6895,5.1575,1.9203,3.6895
20216,5.71,1.8992,3.6895,5.7091,1.8992,3.6895,5.7092,1.8992,3.6895,5.7089,1.8992,3.6895,5.7081,1.8992,3.6895,5.4034,1.9203,3.6895,5.6392,1.8583,3.6895,5.4142,1.9203,3.6895,5.3496,1.9203,3.6895,5.3459,1.9203,3.6895,5.7082,1.8992,3.6895,5.7081,1.8992,3.6895,5.7091,1.8992,3.6895,5.3412,1.9203,3.6895,5.3493,1.9203,3.6895,5.3272,1.9203,3.6895
20217,5.8615,1.8992,3.6895,5.8606,1.8992,3.6895,5.8607,1.8992,3.6895,5.8604,1.8992,3.6895,5.8596,1.8992,3.6895,5.5654,1.9203,3.6895,5.8011,1.8583,3.6895,5.5762,1.9203,3.6895,5.5116,1.9203,3.6895,5.5079,1.9203,3.6895,5.8597,1.8992,3.6895,5.8596,1.8992,3.6895,5.8605,1.8992,3.6895,5.5032,1.9203,3.6895,5.5113,1.9203,3.6895,5.4892,1.9203,3.6895
20218,5.8703,1.8992,3.6895,5.8694,1.8992,3.6895,5.8695,1.8992,3.6895,5.8692,1.8992,3.6895,5.8684,1.8992,3.6895,5.6896,1.9203,3.6895,5.9375,1.8583,3.6895,5.7004,1.9203,3.6895,5.6358,1.9203,3.6895,5.6321,1.9203,3.6895,5.8685,1.8992,3.6895,5.8684,1.8992,3.6895,5.8693,1.8992,3.6895,5.6274,1.9203,3.6895,5.6355,1.9203,3.6895,5.6134,1.9203,3.6895
20219,5.8731,1.8992,3.6895,5.8722,1.8992,3.6895,5.8723,1.8992,3.6895,5.872,1.8992,3.6895,5.8712,1.8992,3.6895,5.8049,1.9203,3.6895,6.0532,1.8583,3.6895,5.8157,1.9203,3.6895,5.7511,1.9203,3.6895,5.7474,1.9203,3.6895,5.8713,1.8992,3.6895,5.8712,1.8992,3.6895,5.8721,1.8992,3.6895,5.7427,1.9203,3.6895,5.7508,1.9203,3.6895,5.7287,1.9203,3.6895
20220,5.8768,1.8992,3.6895,5.8758,1.8992,3.6895,5.876,1.8992,3.6895,5.8757,1.8992,3.6895,5.8749,1.8992,3.6895,5.8041,1.9203,3.6895,6.0525,1.8583,3.6895,5.815,1.9203,3.6895,5.7504,1.9203,3.6895,5.7467,1.9203,3.6895,5.875,1.8992,3.6895,5.8748,1.8992,3.6895,5.8758,1.8992,3.6895,5.742,1.9203,3.6895,5.75,1.9203,3.6895,5.728,1.9203,3.6895
20221,5.8735,1.8992,3.6895,5.8726,1.8992,3.6895,5.8727,1.8992,3.6895,5.8724,1.8992,3.6895,5.8716,1.8992,3.6895,5.8087,1.9203,3.6895,6.0443,1.8583,3.6895,5.8196,1.9203,3.6895,5.755,1.9203,3.6895,5.7513,1.9203,3.6895,5.8717,1.8992,3.6895,5.8716,1.8992,3.6895,5.8725,1.8992,3.6895,5.7466,1.9203,3.6895,5.7546,1.9203,3.6895,5.7326,1.9203,3.6895
20222,5.8216,1.8992,3.6895,5.8207,1.8992,3.6895,5.8208,1.8992,3.6895,5.8205,1.8992,3.6895,5.8197,1.8992,3.6895,5.7108,1.9203,3.6895,5.9585,1.8583,3.6895,5.7217,1.9203,3.6895,5.6571,1.9203,3.6895,5.6534,1.9203,3.6895,5.8198,1.8992,3.6895,5.8197,1.8992,3.6895,5.8206,1.8992,3.6895,5.6487,1.9203,3.6895,5.6567,1.9203,3.6895,5.6347,1.9203,3.6895
20223,5.8094,1.8992,3.6895,5.8085,1.8992,3.6895,5.8086,1.8992,3.6895,5.8084,1.8992,3.6895,5.8075,1.8992,3.6895,5.5607,1.9203,3.6895,5.7934,1.8583,3.6895,5.5716,1.9203,3.6895,5.507,1.9203,3.6895,5.5033,1.9203,3.6895,5.8077,1.8992,3.6895,5.8075,1.8992,3.6895,5.8085,1.8992,3.6895,5.4986,1.9203,3.6895,5.5066,1.9203,3.6895,5.4846,1.9203,3.6895
20224,5.6836,1.8992,3.6895,5.6827,1.8992,3.6895,5.6828,1.8992,3.6895,5.6826,1.8992,3.6895,5.6817,1.8992,3.6895,5.4182,1.9203,3.6895,5.6511,1.8583,3.6895,5.4291,1.9203,3.6895,5.3644,1.9203,3.6895,5.3608,1.9203,3.6895,5.6819,1.8992,3.6895,5.6817,1.8992,3.6895,5.6827,1.8992,3.6895,5.356,1.9203,3.6895,5.3641,1.9203,3.6895,5.342,1.9203,3.6895
20301,5.3952,1.8992,3.6895,5.3943,1.8992,3.6895,5.3944,1.8992,3.6895,5.3942,1.8992,3.6895,5.3933,1.8992,3.6895,5.1254,1.9203,3.6895,5.3588,1.8583,3.6895,5.1362,1.9203,3.6895,5.0716,1.9203,3.6895,5.0679,1.9203,3.6895,5.3935,1.8992,3.6895,5.3933,1.8992,3.6895,5.3943,1.8992,3.6895,5.0632,1.9203,3.6895,5.0713,1.9203,3.6895,5.0492,1.9203,3.6895
20302,5.1918,1.8992,3.6895,5.1909,1.8992,3.6895,5.191,1.8992,3.6895,5.1907,1.8992,3.6895,5.1899,1.8992,3.6895,4.9232,1.9203,3.6895,5.157,1.8583,3.6895,4.934,1.9203,3.6895,4.8694,1.9203,3.6895,4.8657,1.9203,3.6895,5.19,1.8992,3.6895,5.1899,1.8992,3.6895,5.1908,1.8992,3.6895,4.861,1.9203,3.6895,4.8691,1.9203,3.6895,4.847,1.9203,3.6895
20303,5.1782,1.8992,3.6895,5.1773,1.8992,3.6895,5.1774,1.8992,3.6895,5.1772,1.8992,3.6895,5.1763,1.8992,3.6895,4.9055,1.9203,3.6895,5.1393,1.8583,3.6895,4.9164,1.9203,3.6895,4.8518,1.9203,3.6895,4.8481,1.9203,3.6895,5.1765,1.8992,3.6895,5.1763,1.8992,3.6895,5.1773,1.8992,3.6895,4.8434,1.9203,3.6895,4.8514,1.9203,3.6895,4.8294,1.9203,3.6895
20304,5.3122,1.8992,3.6895,5.3113,1.8992,3.6895,5.3114,1.8992,3.6895,5.3112,1.8992,3.6895,5.3103,1.8992,3.6895,5.0317,1.9203,3.6895,5.2653,1.8583,3.6895,5.0425,1.9203,3.6895,4.9779,1.9203,3.6895,4.9742,1.9203,3.6895,5.3105,1.8992,3.6895,5.3103,1.8992,3.6895,5.3113,1.8992,3.6895,4.9695,1.9203,3.6895,4.9776,1.9203,3.6895,4.9555,1.9203,3.6895
20305,5.3705,1.8992,3.6895,5.3696,1.8992,3.6895,5.3698,1.8992,3.6895,5.3695,1.8992,3.6895,5.3686,1.8992,3.6895,5.0907,1.9203,3.6895,5.3242,1.8583,3.6895,5.1015,1.9203,3.6895,5.0369,1.9203,3.6895,5.0332,1.9203,3.6895,5.3688,1.8992,3.6895,5.3686,1.8992,3.6895,5.3696,1.8992,3.6895,5.0285,1.9203,3.6895,5.0365,1.9203,3.6895,5.0145,1.9203,3.6895
20306,5.542,1.8992,3.6895,5.5411,1.8992,3.6895,5.5413,1.8992,3.6895,5.541,1.8992,3.6895,5.5401,1.8992,3.6895,5.2574,1.9203,3.6895,5.4907,1.8583,3.6895,5.2683,1.9203,3.6895,5.2037,1.9203,3.6895,5.2,1.9203,3.6895,5.5403,1.8992,3.6895,5.5401,1.8992,3.6895,5.5411,1.8992,3.6895,5.1953,1.9203,3.6895,5.2033,1.9203,3.6895,5.1813,1.9203,3.6895
20307,5.5761,1.8992,3.6895,5.5752,1.8992,3.6895,5.5754,1.8992,3.6895,5.5751,1.8992,3.6895,5.5742,1.8992,3.6895,5.3064,1.9203,3.6895,5.5527,1.8583,3.6895,5.3172,1.9203,3.6895,5.2526,1.9203,3.6895,5.2489,1.9203,3.6895,5.5744,1.8992,3.6895,5.5742,1.8992,3.6895,5.5752,1.8992,3.6895,5.2442,1.9203,3.6895,5.2523,1.9203,3.6895,5.2302,1.9203,3.6895
20308,5.5748,1.8992,3.6895,5.5739,1.8992,3.6895,5.574,1.8992,3.6895,5.5738,1.8992,3.6895,5.5729,1.8992,3.6895,5.3324,1.9203,3.6895,5.5788,1.8583,3.6895,5.3432,1.9203,3.6895,5.2786,1.9203,3.6895,5.2749,1.9203,3.6895,5.5731,1.8992,3.6895,5.5729,1.8992,3.6895,5.5739,1.8992,3.6895,5.2702,1.9203,3.6895,5.2783,1.9203,3.6895,5.2562,1.9203,3.6895
20309,5.6228,1.8992,3.6895,5.6219,1.8992,3.6895,5.622,1.8992,3.6895,5.6218,1.8992,3.6895,5.6209,1.8992,3.6895,5.3366,1.9203,3.6895,5.5725,1.8583,3.6895,5.3475,1.9203,3.6895,5.2828,1.9203,3.6895,5.2792,1.9203,3.6895,5.6211,1.8992,3.6895,5.6209,1.8992,3.6895,5.6219,1.8992,3.6895,5.2744,1.9203,3.6895,5.2825,1.9203,3.6895,5.2604,1.9203,3.6895
20310,5.4849,1.8992,3.6895,5.484,1.8992,3.6895,5.4841,1.8992,3.6895,5.4838,1.8992,3.6895,5.4830,1.8992,3.6895,5.1955,1.9203,3.6895,5.4314,1.8583,3.6895,5.2063,1.9203,3.6895,5.1417,1.9203,3.6895,5.138,1.9203,3.6895,5.4831,1.8992,3.6895,5.483,1.8992,3.6895,5.4839,1.8992,3.6895,5.1333,1.9203,3.6895,5.1413,1.9203,3.6895,5.1193,1.9203,3.6895
20311,5.4314,1.8992,3.6895,5.4305,1.8992,3.6895,5.4306,1.8992,3.6895,5.4304,1.8992,3.6895,5.4295,1.8992,3.6895,5.077,1.9203,3.6895,5.313,1.8583,3.6895,5.0879,1.9203,3.6895,5.0233,1.9203,3.6895,5.0196,1.9203,3.6895,5.4297,1.8992,3.6895,5.4295,1.8992,3.6895,5.4305,1.8992,3.6895,5.0149,1.9203,3.6895,5.0229,1.9203,3.6895,5.0009,1.9203,3.6895
20312,5.3674,1.8992,3.6895,5.3665,1.8992,3.6895,5.3666,1.8992,3.6895,5.3664,1.8992,3.6895,5.3655,1.8992,3.6895,5.0133,1.9203,3.6895,5.2493,1.8583,3.6895,5.0241,1.9203,3.6895,4.9595,1.9203,3.6895,4.9558,1.9203,3.6895,5.3657,1.8992,3.6895,5.3655,1.8992,3.6895,5.3665,1.8992,3.6895,4.9511,1.9203,3.6895,4.9591,1.9203,3.6895,4.9371,1.9203,3.6895
20313,5.2689,1.8992,3.6895,5.268,1.8992,3.6895,5.2681,1.8992,3.6895,5.2678,1.8992,3.6895,5.2670,1.8992,3.6895,4.9252,1.9203,3.6895,5.1613,1.8583,3.6895,4.936,1.9203,3.6895,4.8714,1.9203,3.6895,4.8677,1.9203,3.6895,5.2671,1.8992,3.6895,5.267,1.8992,3.6895,5.2679,1.8992,3.6895,4.863,1.9203,3.6895,4.8711,1.9203,3.6895,4.849,1.9203,3.6895
20314,5.2571,1.8992,3.6895,5.2562,1.8992,3.6895,5.2563,1.8992,3.6895,5.256,1.8992,3.6895,5.2552,1.8992,3.6895,4.9079,1.9203,3.6895,5.144,1.8583,3.6895,4.9187,1.9203,3.6895,4.8541,1.9203,3.6895,4.8505,1.9203,3.6895,5.2553,1.8992,3.6895,5.2552,1.8992,3.6895,5.2562,1.8992,3.6895,4.8457,1.9203,3.6895,4.8538,1.9203,3.6895,4.8317,1.9203,3.6895
20315,5.3194,1.8992,3.6895,5.3185,1.8992,3.6895,5.3186,1.8992,3.6895,5.3184,1.8992,3.6895,5.3175,1.8992,3.6895,4.9691,1.9203,3.6895,5.2052,1.8583,3.6895,4.9799,1.9203,3.6895,4.9153,1.9203,3.6895,4.9116,1.9203,3.6895,5.3177,1.8992,3.6895,5.3175,1.8992,3.6895,5.3185,1.8992,3.6895,4.9069,1.9203,3.6895,4.915,1.9203,3.6895,4.8929,1.9203,3.6895
20316,5.4521,1.8992,3.6895,5.4512,1.8992,3.6895,5.4513,1.8992,3.6895,5.4511,1.8992,3.6895,5.4502,1.8992,3.6895,5.1009,1.9203,3.6895,5.3369,1.8583,3.6895,5.1117,1.9203,3.6895,5.0471,1.9203,3.6895,5.0434,1.9203,3.6895,5.4504,1.8992,3.6895,5.4502,1.8992,3.6895,5.4512,1.8992,3.6895,5.0387,1.9203,3.6895,5.0468,1.9203,3.6895,5.0247,1.9203,3.6895
20317,5.6181,1.8992,3.6895,5.6172,1.8992,3.6895,5.6173,1.8992,3.6895,5.617,1.8992,3.6895,5.6162,1.8992,3.6895,5.3365,1.9203,3.6895,5.5723,1.8583,3.6895,5.3473,1.9203,3.6895,5.2827,1.9203,3.6895,5.279,1.9203,3.6895,5.6163,1.8992,3.6895,5.6162,1.8992,3.6895,5.6172,1.8992,3.6895,5.2743,1.9203,3.6895,5.2823,1.9203,3.6895,5.2603,1.9203,3.6895
20318,5.7538,1.8992,3.6895,5.7529,1.8992,3.6895,5.7531,1.8992,3.6895,5.7528,1.8992,3.6895,5.7519,1.8992,3.6895,5.4611,1.9203,3.6895,5.7083,1.8583,3.6895,5.472,1.9203,3.6895,5.4074,1.9203,3.6895,5.4037,1.9203,3.6895,5.7521,1.8992,3.6895,5.7519,1.8992,3.6895,5.7529,1.8992,3.6895,5.399,1.9203,3.6895,5.407,1.9203,3.6895,5.385,1.9203,3.6895
20319,5.7644,1.8992,3.6895,5.7635,1.8992,3.6895,5.7636,1.8992,3.6895,5.7633,1.8992,3.6895,5.7625,1.8992,3.6895,5.5018,1.9203,3.6895,5.7491,1.8583,3.6895,5.5126,1.9203,3.6895,5.448,1.9203,3.6895,5.4443,1.9203,3.6895,5.7626,1.8992,3.6895,5.7625,1.8992,3.6895,5.7634,1.8992,3.6895,5.4396,1.9203,3.6895,5.4477,1.9203,3.6895,5.4256,1.9203,3.6895
20320,5.7679,1.8992,3.6895,5.767,1.8992,3.6895,5.7671,1.8992,3.6895,5.7668,1.8992,3.6895,5.7660,1.8992,3.6895,5.503,1.9203,3.6895,5.7503,1.8583,3.6895,5.5138,1.9203,3.6895,5.4492,1.9203,3.6895,5.4455,1.9203,3.6895,5.7661,1.8992,3.6895,5.766,1.8992,3.6895,5.767,1.8992,3.6895,5.4408,1.9203,3.6895,5.4489,1.9203,3.6895,5.4268,1.9203,3.6895
20321,5.7626,1.8992,3.6895,5.7617,1.8992,3.6895,5.7618,1.8992,3.6895,5.7616,1.8992,3.6895,5.7607,1.8992,3.6895,5.4936,1.9203,3.6895,5.7293,1.8583,3.6895,5.5044,1.9203,3.6895,5.4398,1.9203,3.6895,5.4361,1.9203,3.6895,5.7608,1.8992,3.6895,5.7607,1.8992,3.6895,5.7617,1.8992,3.6895,5.4314,1.9203,3.6895,5.4395,1.9203,3.6895,5.4174,1.9203,3.6895
20322,5.7094,1.8992,3.6895,5.7085,1.8992,3.6895,5.7086,1.8992,3.6895,5.7083,1.8992,3.6895,5.7075,1.8992,3.6895,5.4641,1.9203,3.6895,5.7109,1.8583,3.6895,5.4749,1.9203,3.6895,5.4103,1.9203,3.6895,5.4066,1.9203,3.6895,5.7076,1.8992,3.6895,5.7075,1.8992,3.6895,5.7085,1.8992,3.6895,5.4019,1.9203,3.6895,5.41,1.9203,3.6895,5.3879,1.9203,3.6895
20323,5.7043,1.8992,3.6895,5.7034,1.8992,3.6895,5.7036,1.8992,3.6895,5.7033,1.8992,3.6895,5.7024,1.8992,3.6895,5.4463,1.9203,3.6895,5.6792,1.8583,3.6895,5.4571,1.9203,3.6895,5.3925,1.9203,3.6895,5.3888,1.9203,3.6895,5.7026,1.8992,3.6895,5.7024,1.8992,3.6895,5.7034,1.8992,3.6895,5.3841,1.9203,3.6895,5.3922,1.9203,3.6895,5.3701,1.9203,3.6895
20324,5.5813,1.8992,3.6895,5.5804,1.8992,3.6895,5.5805,1.8992,3.6895,5.5802,1.8992,3.6895,5.5794,1.8992,3.6895,5.3258,1.9203,3.6895,5.5589,1.8583,3.6895,5.3366,1.9203,3.6895,5.272,1.9203,3.6895,5.2683,1.9203,3.6895,5.5795,1.8992,3.6895,5.5794,1.8992,3.6895,5.5803,1.8992,3.6895,5.2636,1.9203,3.6895,5.2717,1.9203,3.6895,5.2496,1.9203,3.6895
20401,5.3551,1.8992,3.6895,5.3542,1.8992,3.6895,5.3543,1.8992,3.6895,5.354,1.8992,3.6895,5.3532,1.8992,3.6895,5.0778,1.9203,3.6895,5.3113,1.8583,3.6895,5.0886,1.9203,3.6895,5.024,1.9203,3.6895,5.0203,1.9203,3.6895,5.3533,1.8992,3.6895,5.3532,1.8992,3.6895,5.3542,1.8992,3.6895,5.0156,1.9203,3.6895,5.0236,1.9203,3.6895,5.0016,1.9203,3.6895
20402,5.144,1.8992,3.6895,5.1431,1.8992,3.6895,5.1432,1.8992,3.6895,5.143,1.8992,3.6895,5.1421,1.8992,3.6895,4.8814,1.9203,3.6895,5.1153,1.8583,3.6895,4.8923,1.9203,3.6895,4.8277,1.9203,3.6895,4.824,1.9203,3.6895,5.1423,1.8992,3.6895,5.1421,1.8992,3.6895,5.1431,1.8992,3.6895,4.8193,1.9203,3.6895,4.8273,1.9203,3.6895,4.8053,1.9203,3.6895
20403,5.0712,1.8992,3.6895,5.0703,1.8992,3.6895,5.0704,1.8992,3.6895,5.0701,1.8992,3.6895,5.0693,1.8992,3.6895,4.8177,1.9203,3.6895,5.0517,1.8583,3.6895,4.8286,1.9203,3.6895,4.764,1.9203,3.6895,4.7603,1.9203,3.6895,5.0694,1.8992,3.6895,5.0693,1.8992,3.6895,5.0702,1.8992,3.6895,4.7556,1.9203,3.6895,4.7636,1.9203,3.6895,4.7416,1.9203,3.6895
20404,5.1017,1.8992,3.6895,5.1008,1.8992,3.6895,5.1009,1.8992,3.6895,5.1007,1.8992,3.6895,5.0998,1.8992,3.6895,4.8468,1.9203,3.6895,5.0807,1.8583,3.6895,4.8576,1.9203,3.6895,4.793,1.9203,3.6895,4.7893,1.9203,3.6895,5.1,1.8992,3.6895,5.0998,1.8992,3.6895,5.1008,1.8992,3.6895,4.7846,1.9203,3.6895,4.7927,1.9203,3.6895,4.7706,1.9203,3.6895
20405,5.341,1.8992,3.6895,5.3401,1.8992,3.6895,5.3402,1.8992,3.6895,5.34,1.8992,3.6895,5.3391,1.8992,3.6895,5.0488,1.9203,3.6895,5.2823,1.8583,3.6895,5.0596,1.9203,3.6895,4.995,1.9203,3.6895,4.9913,1.9203,3.6895,5.3393,1.8992,3.6895,5.3391,1.8992,3.6895,5.3401,1.8992,3.6895,4.9866,1.9203,3.6895,4.9947,1.9203,3.6895,4.9726,1.9203,3.6895
20406,5.406,1.8992,3.6895,5.4051,1.8992,3.6895,5.4052,1.8992,3.6895,5.4049,1.8992,3.6895,5.4041,1.8992,3.6895,5.1503,1.9203,3.6895,5.3837,1.8583,3.6895,5.1611,1.9203,3.6895,5.0965,1.9203,3.6895,5.0928,1.9203,3.6895,5.4042,1.8992,3.6895,5.4041,1.8992,3.6895,5.405,1.8992,3.6895,5.0881,1.9203,3.6895,5.0962,1.9203,3.6895,5.0741,1.9203,3.6895
20407,5.4174,1.8992,3.6895,5.4165,1.8992,3.6895,5.4166,1.8992,3.6895,5.4163,1.8992,3.6895,5.4155,1.8992,3.6895,5.186,1.9203,3.6895,5.4319,1.8583,3.6895,5.1968,1.9203,3.6895,5.1322,1.9203,3.6895,5.1285,1.9203,3.6895,5.4156,1.8992,3.6895,5.4155,1.8992,3.6895,5.4165,1.8992,3.6895,5.1238,1.9203,3.6895,5.1318,1.9203,3.6895,5.1098,1.9203,3.6895
20408,5.4137,1.8992,3.6895,5.4128,1.8992,3.6895,5.4129,1.8992,3.6895,5.4126,1.8992,3.6895,5.4118,1.8992,3.6895,5.1893,1.9203,3.6895,5.4352,1.8583,3.6895,5.2002,1.9203,3.6895,5.1356,1.9203,3.6895,5.1319,1.9203,3.6895,5.4119,1.8992,3.6895,5.4118,1.8992,3.6895,5.4127,1.8992,3.6895,5.1272,1.9203,3.6895,5.1352,1.9203,3.6895,5.1132,1.9203,3.6895
20409,5.4587,1.8992,3.6895,5.4578,1.8992,3.6895,5.458,1.8992,3.6895,5.4577,1.8992,3.6895,5.4568,1.8992,3.6895,5.1971,1.9203,3.6895,5.4331,1.8583,3.6895,5.208,1.9203,3.6895,5.1433,1.9203,3.6895,5.1397,1.9203,3.6895,5.457,1.8992,3.6895,5.4568,1.8992,3.6895,5.4578,1.8992,3.6895,5.1349,1.9203,3.6895,5.143,1.9203,3.6895,5.1209,1.9203,3.6895
20410,5.4532,1.8992,3.6895,5.4523,1.8992,3.6895,5.4524,1.8992,3.6895,5.4522,1.8992,3.6895,5.4513,1.8992,3.6895,5.1378,1.9203,3.6895,5.3738,1.8583,3.6895,5.1486,1.9203,3.6895,5.084,1.9203,3.6895,5.0804,1.9203,3.6895,5.4515,1.8992,3.6895,5.4513,1.8992,3.6895,5.4523,1.8992,3.6895,5.0756,1.9203,3.6895,5.0837,1.9203,3.6895,5.0616,1.9203,3.6895
20411,5.4522,1.8992,3.6895,5.4513,1.8992,3.6895,5.4515,1.8992,3.6895,5.4512,1.8992,3.6895,5.4503,1.8992,3.6895,5.1373,1.9203,3.6895,5.3733,1.8583,3.6895,5.1481,1.9203,3.6895,5.0835,1.9203,3.6895,5.0798,1.9203,3.6895,5.4505,1.8992,3.6895,5.4503,1.8992,3.6895,5.4513,1.8992,3.6895,5.0751,1.9203,3.6895,5.0832,1.9203,3.6895,5.0611,1.9203,3.6895
20412,5.4531,1.8992,3.6895,5.4522,1.8992,3.6895,5.4523,1.8992,3.6895,5.4521,1.8992,3.6895,5.4512,1.8992,3.6895,5.1325,1.9203,3.6895,5.3685,1.8583,3.6895,5.1433,1.9203,3.6895,5.0787,1.9203,3.6895,5.075,1.9203,3.6895,5.4514,1.8992,3.6895,5.4512,1.8992,3.6895,5.4522,1.8992,3.6895,5.0703,1.9203,3.6895,5.0784,1.9203,3.6895,5.0563,1.9203,3.6895
20413,5.4536,1.8992,3.6895,5.4527,1.8992,3.6895,5.4529,1.8992,3.6895,5.4526,1.8992,3.6895,5.4517,1.8992,3.6895,5.1322,1.9203,3.6895,5.3682,1.8583,3.6895,5.143,1.9203,3.6895,5.0784,1.9203,3.6895,5.0747,1.9203,3.6895,5.4519,1.8992,3.6895,5.4517,1.8992,3.6895,5.4527,1.8992,3.6895,5.07,1.9203,3.6895,5.0781,1.9203,3.6895,5.056,1.9203,3.6895
20414,5.4472,1.8992,3.6895,5.4463,1.8992,3.6895,5.4465,1.8992,3.6895,5.4462,1.8992,3.6895,5.4453,1.8992,3.6895,5.1233,1.9203,3.6895,5.3593,1.8583,3.6895,5.1341,1.9203,3.6895,5.0695,1.9203,3.6895,5.0658,1.9203,3.6895,5.4455,1.8992,3.6895,5.4453,1.8992,3.6895,5.4463,1.8992,3.6895,5.0611,1.9203,3.6895,5.0692,1.9203,3.6895,5.0471,1.9203,3.6895
20415,5.4461,1.8992,3.6895,5.4452,1.8992,3.6895,5.4453,1.8992,3.6895,5.445,1.8992,3.6895,5.4442,1.8992,3.6895,5.1213,1.9203,3.6895,5.3573,1.8583,3.6895,5.1322,1.9203,3.6895,5.0675,1.9203,3.6895,5.0639,1.9203,3.6895,5.4443,1.8992,3.6895,5.4442,1.8992,3.6895,5.4451,1.8992,3.6895,5.0592,1.9203,3.6895,5.0672,1.9203,3.6895,5.0451,1.9203,3.6895
20416,5.454,1.8992,3.6895,5.4531,1.8992,3.6895,5.4532,1.8992,3.6895,5.4529,1.8992,3.6895,5.4521,1.8992,3.6895,5.1309,1.9203,3.6895,5.3669,1.8583,3.6895,5.1418,1.9203,3.6895,5.0771,1.9203,3.6895,5.0735,1.9203,3.6895,5.4522,1.8992,3.6895,5.4521,1.8992,3.6895,5.453,1.8992,3.6895,5.0687,1.9203,3.6895,5.0768,1.9203,3.6895,5.0547,1.9203,3.6895
20417,5.455,1.8992,3.6895,5.4541,1.8992,3.6895,5.4543,1.8992,3.6895,5.454,1.8992,3.6895,5.4531,1.8992,3.6895,5.1906,1.9203,3.6895,5.4266,1.8583,3.6895,5.2014,1.9203,3.6895,5.1368,1.9203,3.6895,5.1332,1.9203,3.6895,5.4533,1.8992,3.6895,5.4531,1.8992,3.6895,5.4541,1.8992,3.6895,5.1284,1.9203,3.6895,5.1365,1.9203,3.6895,5.1144,1.9203,3.6895
20418,5.459,1.8992,3.6895,5.4581,1.8992,3.6895,5.4582,1.8992,3.6895,5.458,1.8992,3.6895,5.4571,1.8992,3.6895,5.2234,1.9203,3.6895,5.4697,1.8583,3.6895,5.2342,1.9203,3.6895,5.1696,1.9203,3.6895,5.1659,1.9203,3.6895,5.4573,1.8992,3.6895,5.4571,1.8992,3.6895,5.4581,1.8992,3.6895,5.1612,1.9203,3.6895,5.1692,1.9203,3.6895,5.1472,1.9203,3.6895
