,,1,2013,0,0,375,4,0,0,0,350,0,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,38,19,8,0,5016,0.32,0.5,0.2,0,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,2013,0,0,375,4,0,0,0,350,1,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,8,0,5016,0.32,0.25,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,2013,0,0,375,4,0,0,0,350,0,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.32,0.5,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,2013,0,0,375,4,0,0,0,350,0,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.32,0.25,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2013,0,0,375,4,0,0,0,350,0,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.32,0.5,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,2013,0,0,375,4,0,0,0,350,0,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.32,0.25,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2013,0,0,375,4,0,0,0,350,0,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.32,0.25,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,2013,1,2,375,4,0,0,0,350,1,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.32,0.25,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,2013,1,2,375,4,30269,13,13,350,1,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.32,0.25,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,2013,1,2,375,4,30342,15,15,350,1,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.32,0.25,0.2,1,0.2,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,2013,1,2,375,4,29791,18,18,350,1,0.58,5,7,8,8,8,15,0.065,0.4,0.35,0.55,0.3,38,19,8,0,5016,0.32,0.25,0.2,1,0.2,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,2013,1,2,375,4,29556,17,17,350,1,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,38,19,4,0,5016,0.32,0.25,0.2,1,0.2,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R4,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R4,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,2013,1,2,375,4,29676,17,17,350,1,0.58,5,7,6,6,8,15,0.065,0.4,0.35,0.55,0.3,38,19,8,0,5016,0.32,0.25,0.2,1,0.2,0.63,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,2013,1,2,375,4,31969,16,16,350,1,0.58,5,7,8,8,8,15,0.065,0.4,0.35,0.55,0.3,38,19,8,0,5016,0.32,0.25,0.2,1,0.2,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,2013,0,0,375,4,29536,19,19,350,1,0.58,5,7,8,8,8,15,0.065,0.4,0.35,0.55,0.3,38,19,4,0,5016,0.32,0.25,0.2,1,0.2,0.63,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R4,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R4,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,2013,0,0,375,4,0,0,0,350,0,0.58,5,7,8,8,8,15,0.065,0.4,0.35,0.55,0.3,38,19,8,7016,10016,0.32,0.25,0.2,0,0.1,0.1,- no insulation -,- no insulation -,T24-2013 ExtWall 2x4 16oc R15 R4,T24-2013 R15 IntWall Cons,T24-2013 ExtWall 6in Conc R17,T24-2013 UndWall 6in Conc R15,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;2008 KN 03/21/2015,,ClimateZone,CodeBase,WHFan,WHFcfmpersf,WHFatticrelief,WHFcfmdivisor,PVRate,sfPVMax,mfPVMax,CFMperTon,VerifyCharge,WperCFM,sfACH50,mfACH50,DuctRval,AltDuctRval,DuctLkg,exDuctLkg,WallUval,AltUfactor,AltSHGC,AltSkyUfactor,AltSkySHGC,CeilIns,FloorIns,ConcFloorIns,SlabEdgeIns,HtSlabEdgeIns,WindowUfactor,WindowSHGC,WindowFrac,RadiantBarrier,SteepRoofReflect,FlatRoofReflect,RoofAboveDeckIns,RoofBelowDeckIns,StdFrameExtWallCons,StdFrameIntWallCons,StdMassExtWallCons,StdMassUndWallCons,StdCeilCons,StdRoofCons,StdFrameExtFloorCons,StdConcExtFloorCons,StdFlrOvrCrawlCons,StdConcFlrOvrCrawlCons,StdFrameIntFloorCons,sfHtgDRPFuelTDVMult,sfClgDRPFuelTDVMult,sfDHWDRPFuelTDVMult,sfAppDRPFuelTDVMult,mfHtgDRPFuelTDVMult,mfClgDRPFuelTDVMult,mfDHWDRPFuelTDVMult,mfAppDRPFuelTDVMult,sfMinZNETier,mfMinZNETier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2008,0,0,375,4,0,0,0,300,0,0.8,7.6,7.6,6,6,8,15,0.069,0.4,0.35,0.55,0.3,38,19,8,0,5016,0.4,0.55,0.2,0,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x6 16oc R21,T24-2008 IntWall 2x6 16oc R21,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,2008,0,0,375,4,0,0,0,300,1,0.8,7.6,7.6,6,6,8,15,0.101,0.4,0.35,0.55,0.3,30,19,8,0,5016,0.4,0.4,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,2008,0,0,375,4,0,0,0,300,0,0.8,7.6,7.6,6,6,8,15,0.101,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.4,0.55,0.2,0,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,KN 04/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,2008,0,0,375,4,0,0,0,300,0,0.8,7.6,7.6,6,6,8,15,0.101,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.4,0.4,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,Roof refectance was different for tile and asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2008,0,0,375,4,0,0,0,300,0,0.8,7.6,7.6,6,6,8,15,0.101,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.4,0.4,0.2,0,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,2008,0,0,375,4,0,0,0,300,0,0.8,7.6,7.6,4.2,4.2,8,15,0.101,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.4,0.4,0.2,0,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2008,0,0,375,4,0,0,0,300,0,0.8,7.6,7.6,4.2,4.2,8,15,0.101,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.4,0.4,0.2,0,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,2008,0,0,375,4,0,0,0,300,1,0.8,7.6,7.6,4.2,4.2,8,15,0.101,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.4,0.4,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,2008,0,0,375,4,0,0,0,300,1,0.8,7.6,7.6,6,6,8,15,0.101,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.4,0.4,0.2,1,0.1,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,2008,0,0,375,4,0,0,0,350,1,0.58,7.6,7.6,6,6,8,15,0.101,0.4,0.35,0.55,0.3,30,19,0,0,5016,0.4,0.4,0.2,1,0.2,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x4 16oc R13,T24-2008 IntWall 2x4 16oc R13,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R30,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R0,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R0,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,2008,0,0,375,4,0,0,0,350,1,0.58,7.6,7.6,6,6,8,15,0.072,0.4,0.35,0.55,0.3,38,19,8,0,5016,0.4,0.4,0.2,1,0.2,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x6 16oc R19,T24-2008 IntWall 2x6 16oc R19,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,2008,0,0,375,4,0,0,0,350,1,0.58,7.6,7.6,6,6,8,15,0.072,0.4,0.35,0.55,0.3,38,19,4,0,5016,0.4,0.4,0.2,1,0.2,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x6 16oc R19,T24-2008 IntWall 2x6 16oc R19,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R4,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R4,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,2008,0,0,375,4,0,0,0,350,1,0.58,7.6,7.6,6,6,8,15,0.072,0.4,0.35,0.55,0.3,38,19,8,0,5016,0.4,0.4,0.2,1,0.2,0.1,- no insulation -,- no insulation -,T24-2008 ExtWall 2x6 16oc R19,T24-2008 IntWall 2x6 16oc R19,T24-2013 ExtWall 6in Conc R13,T24-2013 UndWall 6in Conc R13,T24-2013 Ceiling 2x4 24oc R38,T24-2013 Roof R0 Ab RB,T24-2013 ExtFloor 2x6 16oc R19,T24-2013 ExtFloor Conc R8,T24-2013 FlrOvrCrawl 2x6 16oc R19,T24-2013 FlrOvrCrawl Conc R8,T24-2013 R19 IntFloor Cons,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
