TABLE HotSmlCECStd16070012TrmlUnit,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,
BaseSys5 Fan-2,BaseSys5 Fan-2,VariableSpeedDrive,BaseAirSys5-2,NONE,1245.576,319.971,0.5,StaticPressure,3,1.5,InAirStream,0.865
BaseSys5 Fan-3,BaseSys5 Fan-3,VariableSpeedDrive,BaseAirSys5-3,NONE,1227.533,319.971,0.5,StaticPressure,3,1.5,InAirStream,0.865
BaseSys5 Fan-4,BaseSys5 Fan-4,VariableSpeedDrive,BaseAirSys5-4,NONE,1376.24,320.135,0.5,StaticPressure,3,1.5,InAirStream,0.865
GuestRoom101_FPFC Fan,BaseSys2 Fan,ConstantVolume,BaseZnSys2,GuestRoom101 Thermal Zone,148.83,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom102_FPFC Fan,BaseSys2 Fan-2,ConstantVolume,BaseZnSys2-2,GuestRoom102 Thermal Zone,151.99,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom103_FPFC Fan,BaseSys2 Fan-3,ConstantVolume,BaseZnSys2-3,GuestRoom103 Thermal Zone,145.3,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom104_FPFC Fan,BaseSys2 Fan-4,ConstantVolume,BaseZnSys2-4,GuestRoom104 Thermal Zone,137.62,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom105_FPFC Fan,BaseSys2 Fan-5,ConstantVolume,BaseZnSys2-5,GuestRoom105 Thermal Zone,136.71,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom201_FPFC Fan,BaseSys2 Fan-6,ConstantVolume,BaseZnSys2-6,GuestRoom201 Thermal Zone,169.18,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom202_205_FPFC Fan,BaseSys2 Fan-7,ConstantVolume,BaseZnSys2-7,GuestRoom202_205 Thermal Zone,139.193,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom206_208_FPFC Fan,BaseSys2 Fan-8,ConstantVolume,BaseZnSys2-8,GuestRoom206_208 Thermal Zone,142.113,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom209_212_FPFC Fan,BaseSys2 Fan-9,ConstantVolume,BaseZnSys2-9,GuestRoom209_212 Thermal Zone,127.202,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom213_FPFC Fan,BaseSys2 Fan-10,ConstantVolume,BaseZnSys2-10,GuestRoom213 Thermal Zone,127.05,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom214_FPFC Fan,BaseSys2 Fan-11,ConstantVolume,BaseZnSys2-11,GuestRoom214 Thermal Zone,114.39,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom215_218_FPFC Fan,BaseSys2 Fan-12,ConstantVolume,BaseZnSys2-12,GuestRoom215_218 Thermal Zone,113.342,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom219_FPFC Fan,BaseSys2 Fan-13,ConstantVolume,BaseZnSys2-13,GuestRoom219 Thermal Zone,115.48,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom220_223_FPFC Fan,BaseSys2 Fan-14,ConstantVolume,BaseZnSys2-14,GuestRoom220_223 Thermal Zone,112.988,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom224_FPFC Fan,BaseSys2 Fan-15,ConstantVolume,BaseZnSys2-15,GuestRoom224 Thermal Zone,114.34,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom301_FPFC Fan,BaseSys2 Fan-16,ConstantVolume,BaseZnSys2-16,GuestRoom301 Thermal Zone,156.24,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom302_305_FPFC Fan,BaseSys2 Fan-17,ConstantVolume,BaseZnSys2-17,GuestRoom302_305 Thermal Zone,128.982,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom306_308_FPFC Fan,BaseSys2 Fan-18,ConstantVolume,BaseZnSys2-18,GuestRoom306_308 Thermal Zone,141.047,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom309_312_FPFC Fan,BaseSys2 Fan-19,ConstantVolume,BaseZnSys2-19,GuestRoom309_312 Thermal Zone,127.13,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom313_FPFC Fan,BaseSys2 Fan-20,ConstantVolume,BaseZnSys2-20,GuestRoom313 Thermal Zone,127.14,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom314_FPFC Fan,BaseSys2 Fan-21,ConstantVolume,BaseZnSys2-21,GuestRoom314 Thermal Zone,115.56,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom315_318_FPFC Fan,BaseSys2 Fan-22,ConstantVolume,BaseZnSys2-22,GuestRoom315_318 Thermal Zone,114.707,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom319_FPFC Fan,BaseSys2 Fan-23,ConstantVolume,BaseZnSys2-23,GuestRoom319 Thermal Zone,113.9,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom320_323_FPFC Fan,BaseSys2 Fan-24,ConstantVolume,BaseZnSys2-24,GuestRoom320_323 Thermal Zone,113.555,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom324_FPFC Fan,BaseSys2 Fan-25,ConstantVolume,BaseZnSys2-25,GuestRoom324 Thermal Zone,112.44,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom401_FPFC Fan,BaseSys2 Fan-26,ConstantVolume,BaseZnSys2-26,GuestRoom401 Thermal Zone,187.53,-99996,0.5,PowerPerUnitFlow,1.273,0.125,InAirStream,0.855
GuestRoom402_405_FPFC Fan,BaseSys2 Fan-27,ConstantVolume,BaseZnSys2-27,GuestRoom402_405 Thermal Zone,156.508,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom406_408_FPFC Fan,BaseSys2 Fan-28,ConstantVolume,BaseZnSys2-28,GuestRoom406_408 Thermal Zone,174.147,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom409_412_FPFC Fan,BaseSys2 Fan-29,ConstantVolume,BaseZnSys2-29,GuestRoom409_412 Thermal Zone,155.85,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom413_FPFC Fan,BaseSys2 Fan-30,ConstantVolume,BaseZnSys2-30,GuestRoom413 Thermal Zone,155.19,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom414_FPFC Fan,BaseSys2 Fan-31,ConstantVolume,BaseZnSys2-31,GuestRoom414 Thermal Zone,138.53,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom415_418_FPFC Fan,BaseSys2 Fan-32,ConstantVolume,BaseZnSys2-32,GuestRoom415_418 Thermal Zone,137.85,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom419_FPFC Fan,BaseSys2 Fan-33,ConstantVolume,BaseZnSys2-33,GuestRoom419 Thermal Zone,137.28,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom420_423_FPFC Fan,BaseSys2 Fan-34,ConstantVolume,BaseZnSys2-34,GuestRoom420_423 Thermal Zone,136.15,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom424_FPFC Fan,BaseSys2 Fan-35,ConstantVolume,BaseZnSys2-35,GuestRoom424 Thermal Zone,135.29,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
BaseSys5 ReliefFan,BaseRelief Fan,VariableSpeedDrive,BaseAirSys5,NONE,8162.084,0,0.4,StaticPressure,0.75,3,InAirStream,0.895
ENDTABLE,,,,,,,,,,,,
TABLE HotSmlCECStd16070012OACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
BaseSys5 OACtrl,BaseSys5 OACtrl,DifferentialDryBulb,BaseAirSys5,Integrated,,,,,,,,
BaseSys5 OACtrl-2,BaseSys5 OACtrl-2,NoEconomizer,BaseAirSys5-2,UNDEFINED,,,,,,,,
BaseSys5 OACtrl-3,BaseSys5 OACtrl-3,NoEconomizer,BaseAirSys5-3,UNDEFINED,,,,,,,,
BaseSys5 OACtrl-4,BaseSys5 OACtrl-4,NoEconomizer,BaseAirSys5-4,UNDEFINED,,,,,,,,
ENDTABLE,,,,,,,,,,,,
