TABLE OffLrgCECStd16040012TrmlUnit,,,,,,,,,,,,
BaseVAVTrmlUnit-19,BaseVAVBox TrmlUnit-19,VAVReheatBox,BaseAirSys6-5,Perimeter_top_ZN_2 Thermal Zone,2646.568,529.314,1323.284,DualMaximum,,,,
BaseVAVTrmlUnit-20,BaseVAVBox TrmlUnit-20,VAVReheatBox,BaseAirSys6-5,Perimeter_top_ZN_3 Thermal Zone,2442.13,506.045,1221.065,DualMaximum,,,,
BaseVAVTrmlUnit-21,BaseVAVBox TrmlUnit-21,VAVReheatBox,BaseAirSys6-5,Perimeter_top_ZN_4 Thermal Zone,2971.588,594.318,1485.794,DualMaximum,,,,
ENDTABLE,,,,,,,,,,,,
TABLE OffLrgCECStd16040012CoilClg,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,DXSEER,DXEER,NumClgStages,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,
BaseSys6 CoilClg,BaseSys6 CoilClg,ChilledWater,BaseAirSys6,NONE,880635,880635,88.03004,-99996,-99996,-99996,,
BaseSys6 CoilClg-Bot,BaseSys6 CoilClg-2,ChilledWater,BaseAirSys6-2,NONE,1254136.625,1254136.625,125.36602,-99996,-99996,-99996,,
BaseSys6 CoilClg-Mid,BaseSys6 CoilClg-3,ChilledWater,BaseAirSys6-3,NONE,1234680.75,1234680.75,123.42117,-99996,-99996,-99996,,
BaseSys6 CoilClg-Hi,BaseSys6 CoilClg-4,ChilledWater,BaseAirSys6-4,NONE,1233749.875,1233749.875,123.32813,-99996,-99996,-99996,,
BaseSys6 CoilClg-Top,BaseSys6 CoilClg-5,ChilledWater,BaseAirSys6-5,NONE,1302201.875,1302201.875,130.17072,-99996,-99996,-99996,,
ENDTABLE,,,,,,,,,,,,
TABLE OffLrgCECStd16040012CoilHtg,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,
BaseSys6 CoilHtg,BaseSys6 CoilHtg,HotWater,BaseAirSys6,NONE,106959.953,106959.953,5.34597,-99996,-99996,,,
BaseSys6 CoilHtg-Bot,BaseSys6 CoilHtg-2,HotWater,BaseAirSys6-2,NONE,91376.102,91376.102,4.56707,-99996,-99996,,,
BaseSys6 CoilHtg-Mid,BaseSys6 CoilHtg-3,HotWater,BaseAirSys6-3,NONE,73100.461,73100.461,3.65363,-99996,-99996,,,
BaseSys6 CoilHtg-Hi,BaseSys6 CoilHtg-4,HotWater,BaseAirSys6-4,NONE,73259.086,73259.086,3.66156,-99996,-99996,,,
BaseSys6 CoilHtg-Top,BaseSys6 CoilHtg-5,HotWater,BaseAirSys6-5,NONE,82700.664,82700.664,4.13346,-99996,-99996,,,
BaseVAVReheatCoil,BaseVAVBox CoilHtg,HotWater,BaseAirSys6,Basement Thermal Zone,242404.813,242404.813,12.11564,-99996,-99996,,,
BaseVAVReheatCoil-2,BaseVAVBox CoilHtg-2,HotWater,BaseAirSys6-2,Core_bottom Thermal Zone,236785.25,236785.25,11.83477,-99996,-99996,,,
BaseVAVReheatCoil-3,BaseVAVBox CoilHtg-3,HotWater,BaseAirSys6-2,Perimeter_bot_ZN_1 Thermal Zone,77768.438,77768.438,3.88694,-99996,-99996,,,
BaseVAVReheatCoil-4,BaseVAVBox CoilHtg-4,HotWater,BaseAirSys6-2,Perimeter_bot_ZN_2 Thermal Zone,50199.574,50199.574,2.50903,-99996,-99996,,,
BaseVAVReheatCoil-5,BaseVAVBox CoilHtg-5,HotWater,BaseAirSys6-2,Perimeter_bot_ZN_3 Thermal Zone,57321.852,57321.852,2.865,-99996,-99996,,,
BaseVAVReheatCoil-6,BaseVAVBox CoilHtg-6,HotWater,BaseAirSys6-2,Perimeter_bot_ZN_4 Thermal Zone,52367.285,52367.285,2.61737,-99996,-99996,,,
BaseVAVReheatCoil-7,BaseVAVBox CoilHtg-7,HotWater,BaseAirSys6-3,Core_mid Thermal Zone,280751.844,280751.844,14.03226,-99996,-99996,,,
BaseVAVReheatCoil-8,BaseVAVBox CoilHtg-8,HotWater,BaseAirSys6-3,Perimeter_mid_ZN_1 Thermal Zone,84187.344,84187.344,4.20777,-99996,-99996,,,
BaseVAVReheatCoil-9,BaseVAVBox CoilHtg-9,HotWater,BaseAirSys6-3,Perimeter_mid_ZN_2 Thermal Zone,53706.625,53706.625,2.68431,-99996,-99996,,,
BaseVAVReheatCoil-10,BaseVAVBox CoilHtg-10,HotWater,BaseAirSys6-3,Perimeter_mid_ZN_3 Thermal Zone,62605.641,62605.641,3.12909,-99996,-99996,,,
BaseVAVReheatCoil-11,BaseVAVBox CoilHtg-11,HotWater,BaseAirSys6-3,Perimeter_mid_ZN_4 Thermal Zone,55696.246,55696.246,2.78375,-99996,-99996,,,
BaseVAVReheatCoil-12,BaseVAVBox CoilHtg-12,HotWater,BaseAirSys6-4,Core_hi Thermal Zone,281670.969,281670.969,14.0782,-99996,-99996,,,
BaseVAVReheatCoil-13,BaseVAVBox CoilHtg-13,HotWater,BaseAirSys6-4,Perimeter_hi_ZN_1 Thermal Zone,84030.508,84030.508,4.19993,-99996,-99996,,,
BaseVAVReheatCoil-14,BaseVAVBox CoilHtg-14,HotWater,BaseAirSys6-4,Perimeter_hi_ZN_2 Thermal Zone,53646.258,53646.258,2.68129,-99996,-99996,,,
BaseVAVReheatCoil-15,BaseVAVBox CoilHtg-15,HotWater,BaseAirSys6-4,Perimeter_hi_ZN_3 Thermal Zone,62553.809,62553.809,3.1265,-99996,-99996,,,
BaseVAVReheatCoil-16,BaseVAVBox CoilHtg-16,HotWater,BaseAirSys6-4,Perimeter_hi_ZN_4 Thermal Zone,55632.133,55632.133,2.78055,-99996,-99996,,,
BaseVAVReheatCoil-17,BaseVAVBox CoilHtg-17,HotWater,BaseAirSys6-5,Core_top Thermal Zone,466736.938,466736.938,23.32798,-99996,-99996,,,
BaseVAVReheatCoil-18,BaseVAVBox CoilHtg-18,HotWater,BaseAirSys6-5,Perimeter_top_ZN_1 Thermal Zone,95738.719,95738.719,4.78512,-99996,-99996,,,
BaseVAVReheatCoil-19,BaseVAVBox CoilHtg-19,HotWater,BaseAirSys6-5,Perimeter_top_ZN_2 Thermal Zone,60601.25,60601.25,3.02891,-99996,-99996,,,
BaseVAVReheatCoil-20,BaseVAVBox CoilHtg-20,HotWater,BaseAirSys6-5,Perimeter_top_ZN_3 Thermal Zone,84401.398,84401.398,4.21847,-99996,-99996,,,
BaseVAVReheatCoil-21,BaseVAVBox CoilHtg-21,HotWater,BaseAirSys6-5,Perimeter_top_ZN_4 Thermal Zone,65084.352,65084.352,3.25298,-99996,-99996,,,
ENDTABLE,,,,,,,,,,,,
TABLE OffLrgCECStd16040012Fan,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrHP,MtrPos,MtrEff
;,,,,,(cfm),(cfm),,,(inH2O),( hp),,
BaseSys6 Fan,BaseSys6 Fan,VariableSpeedDrive,BaseAirSys6,NONE,27232.74,5752.946,0.62,StaticPressure,4.5,40,InAirStream,0.941
BaseSys6 Fan-Bot,BaseSys6 Fan-2,VariableSpeedDrive,BaseAirSys6-2,NONE,29857.131,6823.686,0.62,StaticPressure,4.5,40,InAirStream,0.941
BaseSys6 Fan-Mid,BaseSys6 Fan-3,VariableSpeedDrive,BaseAirSys6-3,NONE,32834.203,7339.815,0.62,StaticPressure,4.5,40,InAirStream,0.941
BaseSys6 Fan-Hi,BaseSys6 Fan-4,VariableSpeedDrive,BaseAirSys6-4,NONE,32808.742,7328.987,0.62,StaticPressure,4.5,40,InAirStream,0.941
BaseSys6 Fan-Top,BaseSys6 Fan-5,VariableSpeedDrive,BaseAirSys6-5,NONE,31281.779,7126.193,0.62,StaticPressure,4.5,40,InAirStream,0.941
BaseAir6 ReliefFan,BaseRelief Fan,VariableSpeedDrive,BaseAirSys6,NONE,25315.092,0,0.5,StaticPressure,1,10,InAirStream,0.917
BaseAir6 ReliefFan-Bot,BaseRelief Fan-2,VariableSpeedDrive,BaseAirSys6-2,NONE,27939.482,0,0.5,StaticPressure,1,10,InAirStream,0.917
BaseAir6 ReliefFan-Mid,BaseRelief Fan-3,VariableSpeedDrive,BaseAirSys6-3,NONE,23245.961,0,0.5,StaticPressure,1,7.5,InAirStream,0.917
BaseAir6 ReliefFan-Hi,BaseRelief Fan-4,VariableSpeedDrive,BaseAirSys6-4,NONE,23220.5,0,0.5,StaticPressure,1,7.5,InAirStream,0.917
BaseAir6 ReliefFan-Top,BaseRelief Fan-5,VariableSpeedDrive,BaseAirSys6-5,NONE,29364.131,0,0.5,StaticPressure,1,10,InAirStream,0.917
ENDTABLE,,,,,,,,,,,,
TABLE OffLrgCECStd16040012OACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
BaseSys6 OACtrl,BaseSys6 OACtrl,DifferentialDryBulb,BaseAirSys6,Integrated,,,,,,,,
BaseSys6 OACtrl-Bot,BaseSys6 OACtrl-2,DifferentialDryBulb,BaseAirSys6-2,Integrated,,,,,,,,
BaseSys6 OACtrl-Mid,BaseSys6 OACtrl-3,DifferentialDryBulb,BaseAirSys6-3,Integrated,,,,,,,,
BaseSys6 OACtrl-Hi,BaseSys6 OACtrl-4,DifferentialDryBulb,BaseAirSys6-4,Integrated,,,,,,,,
BaseSys6 OACtrl-Top,BaseSys6 OACtrl-5,DifferentialDryBulb,BaseAirSys6-5,Integrated,,,,,,,,
ENDTABLE,,,,,,,,,,,,
